,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS,ORB,DRB,Unnamed: 27,Unnamed: 25
1338,1989-90,Michigan,Big Ten,31,13.0,1.1,1.8,0.607,1.1,1.8,0.618,0.0,0.0,0.0,0.5,1.1,0.457,3.3,0.5,0.3,1.3,0.9,2.7,2.7,10.2,/players/eric-riley-1.html,0,,,,
1339,1990-91,Michigan,Big Ten,28,30.5,3.8,8.4,0.447,3.8,8.4,0.449,0.0,0.0,0.0,3.1,4.1,0.757,8.6,1.0,0.7,2.8,2.7,3.9,10.6,8.53,/players/eric-riley-1.html,26,,,,
1340,1991-92,Michigan,Big Ten,32,15.0,2.6,4.3,0.59,2.6,4.3,0.59,0.0,0.0,,1.2,2.0,0.578,4.3,0.7,0.2,0.6,1.6,2.6,6.3,12.29,/players/eric-riley-1.html,3,,,,
1341,1992-93,Michigan,Big Ten,35,15.0,2.2,3.8,0.586,2.2,3.8,0.591,0.0,0.0,0.0,1.1,1.5,0.736,4.8,0.4,0.4,0.9,1.1,2.3,5.6,11.9,/players/eric-riley-1.html,0,,,,
1342,2010-11,Colorado,Big 12,38,22.3,2.7,4.6,0.58,2.3,3.7,0.64,0.3,0.9,0.343,1.1,2.0,0.553,7.8,0.9,1.3,1.1,1.2,2.9,6.7,5.61,/players/andre-roberson-1.html,0,2.8,5.0,,
1343,2011-12,Colorado,Pac-12,36,30.2,4.1,8.1,0.51,3.6,6.7,0.537,0.5,1.4,0.38,2.8,4.6,0.614,11.1,1.2,1.3,1.9,1.8,2.4,11.6,5.73,/players/andre-roberson-1.html,35,3.1,8.1,,
1344,2012-13,Colorado,Pac-12,31,33.4,4.3,8.9,0.48,3.6,7.0,0.521,0.6,1.9,0.328,1.7,3.2,0.551,11.2,1.4,2.2,1.3,2.4,2.5,10.9,7.91,/players/andre-roberson-1.html,30,3.0,8.2,,
1345,1989-90,LSU,SEC,32,26.8,6.3,11.2,0.56,6.3,11.1,0.562,0.0,0.0,0.0,1.6,3.5,0.459,9.8,1.3,0.6,1.9,1.8,3.8,14.1,7.64,/players/stanley-roberts-1.html,,,,,
1346,1985-86,UConn,Big East,28,15.8,2.1,5.9,0.366,,,,,,,1.3,2.1,0.61,3.1,0.5,0.4,0.4,1.2,2.6,5.6,5.22,/players/clifford-robinson-1.html,2.0,,,,
1347,1986-87,UConn,Big East,16,34.8,6.7,15.9,0.42,6.3,14.8,0.426,0.4,1.1,0.333,4.3,7.6,0.57,7.4,2.0,0.7,0.7,3.6,3.4,18.1,5.84,/players/clifford-robinson-1.html,16.0,,,,
1348,1987-88,UConn,Big East,34,31.7,6.5,13.6,0.479,6.5,13.6,0.479,0.0,0.0,,4.5,7.0,0.647,6.9,1.3,1.0,1.4,2.7,3.4,17.6,4.95,/players/clifford-robinson-1.html,,,,,
1349,1988-89,UConn,Big East,31,31.4,7.6,16.1,0.47,7.5,15.7,0.473,0.1,0.4,0.333,4.7,6.8,0.684,7.4,1.5,1.8,1.4,2.4,3.4,20.0,7.26,/players/clifford-robinson-1.html,,,,,
1350,1983-84,Navy,ECACS,28,13.3,3.1,4.9,0.623,,,,,,,1.5,2.6,0.575,4.0,0.2,0.3,1.3,1.1,2.9,7.6,-4.35,/players/david-robinson-1.html,0.0,,,,
1351,1984-85,Navy,ECACS,32,33.6,9.4,14.7,0.644,,,,,,,4.8,7.6,0.626,11.6,0.6,0.8,4.0,2.3,2.6,23.6,-3.79,/players/david-robinson-1.html,,,,,
1352,1985-86,Navy,CAA,35,33.9,8.4,13.8,0.607,,,,,,,5.9,9.5,0.628,13.0,0.7,1.7,5.9,2.5,2.9,22.7,1.28,/players/david-robinson-1.html,35.0,,,,
1353,1986-87,Navy,CAA,32,34.6,10.9,18.5,0.591,10.9,18.5,0.591,0.0,0.0,1.0,6.3,9.9,0.637,11.8,1.0,2.1,4.5,2.2,2.7,28.2,-1.43,/players/david-robinson-1.html,32.0,,,,
1354,1992-93,Purdue,Big Ten,28,36.1,8.8,18.5,0.474,7.6,15.7,0.487,1.1,2.9,0.4,5.4,7.3,0.741,9.2,1.8,2.0,1.2,3.7,2.9,24.1,9.63,/players/glenn-robinson-1.html,28,,,,
1355,1993-94,Purdue,Big Ten,34,34.3,10.8,22.4,0.483,8.5,16.3,0.522,2.3,6.1,0.38,6.3,7.9,0.796,10.1,1.9,1.6,0.9,4.1,2.6,30.3,10.0,/players/glenn-robinson-1.html,34,,,,
1356,1988-89,Centenary (LA),TAAC,30,34.6,7.6,15.4,0.495,7.1,13.8,0.516,0.5,1.6,0.313,2.9,4.1,0.702,6.7,2.0,2.1,0.2,2.3,3.1,18.6,-4.44,/players/larry-robinson-1.html,,,,,
1357,1989-90,Centenary (LA),TAAC,30,34.7,9.3,17.4,0.537,8.9,16.0,0.557,0.4,1.3,0.3,3.9,5.6,0.696,7.1,3.0,3.5,0.3,2.3,2.7,23.0,-5.49,/players/larry-robinson-1.html,,,,,
1358,1988-89,Centenary (LA),TAAC,30,34.6,7.6,15.4,0.495,7.1,13.8,0.516,0.5,1.6,0.313,2.9,4.1,0.702,6.7,2.0,2.1,0.2,2.3,3.1,18.6,-4.44,/players/larry-robinson-1.html,,,,,
1359,1989-90,Centenary (LA),TAAC,30,34.7,9.3,17.4,0.537,8.9,16.0,0.557,0.4,1.3,0.3,3.9,5.6,0.696,7.1,3.0,3.5,0.3,2.3,2.7,23.0,-5.49,/players/larry-robinson-1.html,,,,,
1360,1990-91,Wake Forest,ACC,30,29.8,6.6,11.6,0.57,6.3,10.5,0.602,0.3,1.2,0.286,2.7,4.0,0.669,7.9,1.5,1.8,0.6,2.7,2.8,16.3,8.19,/players/rodney-rogers-1.html,29,,,,
1361,1991-92,Wake Forest,ACC,29,32.6,8.4,13.8,0.614,7.8,12.0,0.648,0.7,1.7,0.38,3.0,4.3,0.683,8.5,2.8,1.3,0.9,2.4,3.0,20.5,7.31,/players/rodney-rogers-1.html,28,,,,
1362,1992-93,Wake Forest,ACC,30,32.7,8.0,14.4,0.555,7.2,12.1,0.591,0.8,2.2,0.358,4.5,6.2,0.717,7.4,2.3,1.8,0.9,3.2,2.7,21.2,9.32,/players/rodney-rogers-1.html,29,,,,
1363,2004-05,Kentucky,SEC,34,25.1,3.0,5.9,0.51,2.7,4.9,0.551,0.3,1.0,0.303,1.8,3.0,0.583,2.9,3.5,2.6,0.2,2.0,1.9,8.1,8.1,/players/rajon-rondo-1.html,34,0.6,2.3,,
1364,2005-06,Kentucky,SEC,34,31.0,4.3,9.0,0.482,3.8,7.0,0.54,0.5,1.9,0.273,2.0,3.5,0.571,6.1,4.9,2.0,0.1,2.3,2.1,11.2,8.88,/players/rajon-rondo-1.html,28,1.1,5.1,,
1365,2007-08,Memphis,CUSA,40,29.2,5.2,10.9,0.477,4.3,8.3,0.521,0.9,2.6,0.337,3.7,5.1,0.712,4.5,4.7,1.2,0.4,2.7,1.7,14.9,5.76,/players/derrick-rose-1.html,39,1.4,3.2,,
1366,1991-92,Michigan,Big Ten,34,33.1,6.1,12.5,0.486,5.0,9.2,0.543,1.1,3.3,0.324,4.4,5.8,0.756,4.3,4.0,1.1,0.2,3.4,2.2,17.6,12.29,/players/jalen-rose-1.html,33,,,,
1367,1992-93,Michigan,Big Ten,36,34.2,5.6,12.6,0.446,4.7,9.8,0.483,0.9,2.9,0.32,3.2,4.5,0.72,4.2,3.9,1.2,0.4,3.1,2.3,15.4,11.9,/players/jalen-rose-1.html,36,,,,
1368,1993-94,Michigan,Big Ten,32,36.0,6.9,14.9,0.461,5.2,10.1,0.512,1.7,4.8,0.355,4.4,6.0,0.734,5.7,3.9,1.2,0.2,2.7,2.6,19.9,12.15,/players/jalen-rose-1.html,32,,,,
1369,1992-93,Drexel,NAC,29,28.3,5.0,9.9,0.502,5.0,9.9,0.502,0.0,0.0,,3.7,6.6,0.563,11.4,0.3,0.4,0.8,2.6,3.8,13.6,-8.49,/players/malik-rose-1.html,,,,,
1370,1993-94,Drexel,NAC,30,29.2,5.1,9.9,0.52,5.1,9.9,0.52,0.0,0.0,,3.7,6.7,0.545,12.4,0.7,0.3,1.0,2.5,3.4,13.9,-6.21,/players/malik-rose-1.html,,,,,
1371,1994-95,Drexel,NAC,30,32.8,7.2,12.8,0.563,7.2,12.7,0.567,0.0,0.1,0.0,5.1,7.1,0.714,13.5,1.2,1.1,1.3,3.4,3.4,19.5,-3.69,/players/malik-rose-1.html,,,,,
1372,1995-96,Drexel,NAC,31,31.4,7.1,11.9,0.595,6.8,11.2,0.611,0.2,0.7,0.333,5.9,8.2,0.714,13.2,1.7,1.1,1.0,2.8,2.7,20.2,-5.05,/players/malik-rose-1.html,,,,,
1373,2002-03,Washington,Pac-10,13,17.2,2.3,4.6,0.5,2.2,3.8,0.58,0.1,0.8,0.1,1.4,2.8,0.486,2.9,1.0,0.3,0.2,1.4,1.2,6.1,7.28,/players/brandon-roy-1.html,2,1.2,1.7,,
1374,2003-04,Washington,Pac-10,31,30.3,4.6,9.7,0.48,4.5,8.8,0.505,0.2,0.9,0.222,3.4,4.4,0.785,5.3,3.3,1.2,0.4,2.7,2.4,12.9,6.42,/players/brandon-roy-1.html,31,1.5,3.8,,
1375,2004-05,Washington,Pac-10,26,24.2,5.0,8.9,0.565,4.8,8.2,0.585,0.3,0.8,0.35,2.4,3.3,0.741,5.0,2.2,0.6,0.3,1.5,1.9,12.8,7.65,/players/brandon-roy-1.html,5,2.1,2.9,,
1376,2005-06,Washington,Pac-10,33,31.7,6.9,13.6,0.508,5.7,10.7,0.537,1.2,2.9,0.402,5.2,6.4,0.81,5.6,4.1,1.4,0.8,2.3,2.5,20.2,5.96,/players/brandon-roy-1.html,33,2.1,3.5,,
1377,2005-06,Kansas,Big 12,33,31.7,5.2,10.9,0.474,3.6,7.7,0.474,1.5,3.2,0.472,1.6,2.2,0.761,5.9,2.0,0.9,0.7,2.5,1.2,13.5,7.6,/players/brandon-rush-1.html,33,1.5,4.5,,
1378,2006-07,Kansas,Big 12,38,32.5,4.9,11.1,0.443,2.9,6.5,0.451,2.0,4.6,0.431,2.1,3.1,0.681,5.6,2.0,0.4,0.9,2.1,1.6,13.8,6.86,/players/brandon-rush-1.html,38,1.5,4.1,,
1379,2007-08,Kansas,Big 12,38,29.7,4.7,10.9,0.435,2.6,5.9,0.448,2.1,5.0,0.419,1.8,2.3,0.779,5.1,2.1,0.8,0.8,1.8,1.6,13.3,8.2,/players/brandon-rush-1.html,30,1.5,3.6,,
1380,2014-15,Ohio State,Big Ten,35,33.9,6.6,14.7,0.449,3.9,8.1,0.479,2.7,6.6,0.411,3.4,4.5,0.756,5.7,5.0,1.6,0.3,2.9,2.1,19.3,7.37,/players/dangelo-russell-1.html,34,1.0,4.7,,
1381,2014-15,Gonzaga,WCC,38,21.6,3.8,5.7,0.668,3.8,5.7,0.668,0.0,0.0,,2.1,3.1,0.664,7.1,0.9,0.4,0.3,1.6,2.7,9.7,5.12,/players/domantas-sabonis-1.html,1,2.2,4.9,,
1382,2015-16,Gonzaga,WCC,36,31.9,6.6,10.9,0.611,6.5,10.5,0.621,0.1,0.4,0.357,4.2,5.4,0.769,11.8,1.8,0.6,0.9,2.6,3.2,17.6,4.23,/players/domantas-sabonis-1.html,31,3.1,8.8,,
1383,1982-83,Georgia Tech,ACC,27,30.7,3.9,7.7,0.502,,,,,,,3.8,5.9,0.638,5.7,1.3,0.7,1.3,2.6,3.6,11.5,7.55,/players/john-salley-1.html,27,,,,
1384,1983-84,Georgia Tech,ACC,29,34.2,4.3,7.4,0.589,,,,,,,3.1,4.6,0.674,5.8,2.5,0.8,2.3,2.8,3.1,11.8,8.61,/players/john-salley-1.html,29,,,,
1385,1984-85,Georgia Tech,ACC,35,35.2,5.5,8.8,0.627,,,,,,,3.0,4.7,0.636,7.1,2.7,0.8,2.3,2.8,2.9,14.0,7.42,/players/john-salley-1.html,35,,,,
1386,1985-86,Georgia Tech,ACC,34,33.7,5.1,8.4,0.606,,,,,,,3.0,5.0,0.594,6.7,3.4,0.8,1.7,,3.2,13.1,11.71,/players/john-salley-1.html,34,,,,
1387,1998-99,USC,Pac-10,28,31.0,5.4,10.2,0.531,5.4,10.0,0.539,0.0,0.2,0.167,3.7,4.6,0.792,6.4,2.4,0.8,0.9,3.5,2.9,14.6,7.64,/players/brian-scalabrine-1.html,28,,,,
1388,1999-00,USC,Pac-10,30,35.1,6.8,12.7,0.531,5.9,10.7,0.556,0.8,2.1,0.403,3.4,4.8,0.715,6.0,2.8,1.2,0.8,3.7,2.6,17.8,8.77,/players/brian-scalabrine-1.html,30,,,,
1389,2000-01,USC,Pac-10,34,32.8,5.1,10.6,0.478,4.5,8.7,0.517,0.6,1.9,0.303,3.9,4.9,0.801,5.9,2.8,0.9,0.9,3.1,2.6,14.7,10.84,/players/brian-scalabrine-1.html,33,2.1,3.9,,
1390,1981-82,Washington,Pac-10,28,11.2,1.2,2.6,0.452,,,,,,,0.9,1.7,0.553,2.0,0.5,0.1,0.1,0.8,1.9,3.3,5.76,/players/detlef-schrempf-1.html,,,,,
1391,1982-83,Washington,Pac-10,31,30.9,4.0,8.6,0.466,,,,,,,2.6,3.6,0.717,6.8,1.4,0.5,0.3,2.5,3.7,10.6,4.68,/players/detlef-schrempf-1.html,,,,,
1392,1983-84,Washington,Pac-10,31,38.3,6.3,11.7,0.539,,,,,,,4.2,5.7,0.736,7.4,3.0,1.0,0.4,2.9,3.0,16.8,3.35,/players/detlef-schrempf-1.html,31.0,,,,
1393,1984-85,Washington,Pac-10,32,36.9,6.0,10.7,0.558,,,,,,,3.9,5.5,0.714,8.0,4.2,0.5,0.6,3.6,2.8,15.8,5.88,/players/detlef-schrempf-1.html,,,,,
1394,1987-88,Georgia Tech,ACC,32,34.8,5.7,12.8,0.44,2.6,6.3,0.409,3.1,6.5,0.471,1.1,1.7,0.655,5.0,3.6,1.3,0.3,2.0,2.2,15.5,7.43,/players/dennis-scott-1.html,31,,,,
1395,1988-89,Georgia Tech,ACC,32,37.7,7.1,16.0,0.443,3.5,6.9,0.505,3.6,9.1,0.397,2.5,3.0,0.814,4.1,3.1,1.4,0.2,2.3,2.0,20.3,8.19,/players/dennis-scott-1.html,32,,,,
1396,1989-90,Georgia Tech,ACC,35,39.1,9.6,20.6,0.465,5.7,11.2,0.509,3.9,9.5,0.414,4.6,5.8,0.793,6.6,2.0,1.8,0.9,2.6,2.1,27.7,10.33,/players/dennis-scott-1.html,35,,,,
1397,1984-85,Syracuse,Big East,31,25.0,3.1,5.7,0.542,,,,,,,1.9,3.4,0.558,6.4,0.4,0.4,1.9,1.6,3.9,8.1,7.05,/players/rony-seikaly-1.html,31,,,,
1398,1985-86,Syracuse,Big East,32,27.3,3.8,7.0,0.547,,,,,,,2.5,4.4,0.563,7.8,0.5,0.8,3.0,1.9,3.6,10.1,6.65,/players/rony-seikaly-1.html,32,,,,
1399,1986-87,Syracuse,Big East,38,27.1,5.7,10.0,0.568,5.7,10.0,0.57,0.0,0.0,0.0,3.7,6.2,0.6,8.2,0.9,0.7,2.1,2.0,2.9,15.1,8.23,/players/rony-seikaly-1.html,35,,,,
1400,1987-88,Syracuse,Big East,35,31.0,6.2,11.0,0.566,6.2,11.0,0.566,0.0,0.0,,3.8,6.7,0.568,9.6,0.6,0.7,2.4,2.5,3.0,16.3,8.55,/players/rony-seikaly-1.html,35,,,,
1401,2017-18,Alabama,SEC,33,29.9,5.9,13.3,0.447,4.6,9.3,0.495,1.3,4.0,0.336,5.9,7.6,0.778,3.8,3.6,0.8,0.1,2.8,2.5,19.2,10.64,/players/collin-sexton-1.html,32,1.0,2.7,,
1402,2015-16,Wichita State,MVC,3,17.7,2.3,5.3,0.438,1.3,2.0,0.667,1.0,3.3,0.3,3.0,4.0,0.75,2.7,1.7,1.7,0.3,0.7,2.7,8.7,4.24,/players/landry-shamet-1.html,1,1.0,1.7,,
1403,2016-17,Wichita State,MVC,36,26.7,3.8,7.9,0.472,1.8,3.4,0.516,2.0,4.6,0.439,1.9,2.4,0.802,2.8,3.3,0.7,0.2,1.1,2.1,11.4,2.96,/players/landry-shamet-1.html,35,0.6,2.2,,
1404,2017-18,Wichita State,AAC,32,31.7,4.8,9.8,0.489,2.2,3.9,0.56,2.6,5.9,0.442,2.7,3.2,0.825,3.2,5.2,0.7,0.2,2.1,1.9,14.9,5.46,/players/landry-shamet-1.html,32,0.4,2.8,,
1405,1983-84,Saint Mary's,WCAC,14,9.2,0.9,2.6,.361,,,,,,,1.0,1.4,.737,0.9,1.6,0.3,0.1,0.9,1.4,2.9,1.81,/players/brian-shaw-1.html,0,,,,
1406,1984-85,Saint Mary's,WCAC,27,36.1,3.7,9.1,.402,,,,,,,2.0,2.8,.724,5.3,5.3,1.4,0.3,3.5,2.8,9.4,-0.53,/players/brian-shaw-1.html,26,,,,
1407,1985-86,,,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,/players/brian-shaw-1.html,Transfer,Transfer,Transfer,Transfer,
1408,1986-87,UCSB,PCAA,29,34.9,4.3,9.9,.434,3.7,8.5,.435,0.6,1.4,.429,1.6,2.3,.712,7.7,6.7,1.4,0.3,3.9,3.0,10.9,3.23,/players/brian-shaw-1.html,28,,,,
1409,1987-88,UCSB,PCAA,30,35.8,5.0,10.8,.466,4.2,8.3,.500,0.9,2.5,.351,2.4,3.2,.740,8.7,6.1,1.6,0.3,3.2,2.5,13.3,6.11,/players/brian-shaw-1.html,30,,,,
1410,2008-09,Georgia Tech,ACC,31,31.6,3.4,8.7,0.391,2.4,5.5,0.438,1.0,3.3,0.314,2.8,4.2,0.656,3.9,5.0,2.1,0.2,3.7,2.9,10.6,7.32,/players/iman-shumpert-1.html,31,0.7,3.2,,
1411,2009-10,Georgia Tech,ACC,30,30.1,3.5,9.0,0.385,2.2,5.3,0.421,1.2,3.7,0.333,1.8,2.5,0.72,3.6,4.0,1.9,0.2,3.1,2.3,10.0,9.02,/players/iman-shumpert-1.html,29,0.9,2.7,,
1412,2010-11,Georgia Tech,ACC,31,32.0,5.7,14.1,0.406,4.4,9.2,0.474,1.4,4.9,0.278,4.5,5.6,0.806,5.9,3.5,2.7,0.2,2.3,2.8,17.3,5.68,/players/iman-shumpert-1.html,31,1.7,4.2,,
1413,2014-15,New Mexico State,WAC,34,30.8,4.9,8.5,0.572,4.9,8.5,0.576,0.0,0.1,0.0,3.1,4.0,0.759,7.7,1.3,0.8,1.8,1.9,2.6,12.8,-3.67,/players/pascal-siakam-1.html,27,3.3,4.4,,
1414,2015-16,New Mexico State,WAC,34,34.6,8.1,15.0,0.539,8.0,14.6,0.549,0.1,0.4,0.2,4.0,5.9,0.678,11.6,1.7,1.0,2.2,2.0,2.7,20.3,-3.54,/players/pascal-siakam-1.html,34,3.9,7.7,,
1415,2001-02,Kansas,Big 12,32,15.3,3.1,5.6,0.553,3.1,5.6,0.553,0.0,0.0,,1.9,2.6,0.738,5.3,0.3,0.6,0.8,1.1,1.8,8.1,9.36,/players/wayne-simien-1.html,0,2.0,3.3,,
1416,2002-03,Kansas,Big 12,16,24.4,5.9,9.2,0.646,5.9,9.2,0.646,0.0,0.0,,2.9,4.3,0.676,8.2,0.6,0.9,0.3,1.3,2.1,14.8,10.53,/players/wayne-simien-1.html,12,3.2,5.0,,
1417,2003-04,Kansas,Big 12,32,32.7,6.3,11.8,0.532,6.2,11.4,0.542,0.1,0.3,0.182,5.2,6.4,0.811,9.3,1.2,0.9,0.9,2.2,2.8,17.8,9.44,/players/wayne-simien-1.html,31,3.1,6.2,,
1418,2004-05,Kansas,Big 12,26,34.3,7.3,13.3,0.552,7.2,12.8,0.563,0.2,0.5,0.286,5.5,6.7,0.816,11.0,1.4,0.6,0.6,2.3,2.6,20.3,10.85,/players/wayne-simien-1.html,26,3.2,7.8,,
1419,2015-16,LSU,SEC,33,34.9,6.5,11.7,0.56,6.5,11.6,0.561,0.0,0.1,0.333,6.0,9.0,0.67,11.8,4.8,2.0,0.8,3.4,2.8,19.2,7.0,/players/ben-simmons-1.html,32,3.1,8.6,,
1420,1998-99,DePaul,CUSA,31,30.6,3.6,9.7,0.373,2.6,6.1,0.431,1.0,3.6,0.277,3.0,3.7,0.793,6.1,2.6,1.7,0.1,2.9,2.5,11.2,8.02,/players/bobby-simmons-1.html,31,,,,
1421,1999-00,DePaul,CUSA,33,30.6,4.3,9.3,0.461,3.4,6.6,0.516,0.9,2.7,0.326,3.6,4.8,0.759,7.9,1.6,1.5,0.3,2.6,2.9,13.1,7.82,/players/bobby-simmons-1.html,33,,,,
1422,2000-01,DePaul,CUSA,29,33.8,5.1,11.5,0.447,3.0,5.8,0.524,2.1,5.7,0.37,4.3,5.3,0.8,8.6,2.5,0.8,0.1,2.1,3.3,16.7,8.02,/players/bobby-simmons-1.html,28,2.6,5.9,,
1423,1986-87,La Salle,MAAC,33,38.0,8.0,15.2,0.526,7.9,15.0,0.528,0.1,0.2,0.333,4.3,5.6,0.763,9.8,1.8,1.6,1.4,2.8,2.3,20.3,0.21,/players/lionel-simmons-1.html,33,3.1,6.7,,
1424,1987-88,La Salle,MAAC,34,39.0,8.7,18.0,0.485,8.7,17.8,0.488,0.1,0.2,0.25,5.8,7.6,0.757,11.4,2.5,2.1,2.3,2.9,2.1,23.3,-1.58,/players/lionel-simmons-1.html,34,3.7,7.7,,
1425,1988-89,La Salle,MAAC,32,38.9,10.9,22.4,0.487,10.3,20.6,0.497,0.7,1.8,0.375,5.9,8.3,0.711,11.4,3.0,1.7,1.9,2.9,2.2,28.4,-0.96,/players/lionel-simmons-1.html,32,3.8,7.6,,
1426,1989-90,La Salle,MAAC,32,38.1,10.5,20.4,0.513,9.5,18.4,0.517,1.0,2.0,0.477,4.6,6.9,0.661,11.1,3.6,1.9,2.0,2.8,2.2,26.5,-1.34,/players/lionel-simmons-1.html,32,3.3,7.8,,
1427,1990-91,Providence,Big East,32,21.8,2.8,5.7,0.492,2.7,5.4,0.497,0.1,0.3,0.4,2.1,3.4,0.609,6.6,1.0,0.8,1.0,1.5,2.4,7.8,6.99,/players/dickey-simpkins-1.html,,,,,
1428,1991-92,Providence,Big East,30,26.4,3.0,6.0,0.492,2.9,5.9,0.497,0.0,0.1,0.25,3.0,4.3,0.703,5.8,1.2,0.5,0.9,2.7,2.8,9.0,5.27,/players/dickey-simpkins-1.html,,,,,
1429,1992-93,Providence,Big East,33,29.6,3.7,8.2,0.45,3.7,8.1,0.451,0.0,0.1,0.333,3.2,5.4,0.596,6.5,1.2,0.8,0.5,2.5,2.5,10.6,8.18,/players/dickey-simpkins-1.html,,,,,
1430,1993-94,Providence,Big East,30,29.2,4.3,8.3,0.516,4.2,8.0,0.523,0.1,0.3,0.333,3.1,4.6,0.686,6.3,1.3,0.7,0.7,1.9,2.1,11.8,9.91,/players/dickey-simpkins-1.html,29.0,,,,
1431,2007-08,Duke,ACC,34,28.6,4.7,10.2,0.457,3.2,5.8,0.545,1.5,4.4,0.34,2.4,3.1,0.774,5.8,1.4,1.1,0.7,2.2,3.1,13.3,9.28,/players/kyle-singler-1.html,34,2.1,3.8,,
1432,2008-09,Duke,ACC,37,32.2,5.6,12.8,0.441,3.8,7.9,0.476,1.9,4.9,0.383,3.4,4.7,0.713,7.7,2.4,1.5,1.0,2.5,2.7,16.5,9.07,/players/kyle-singler-1.html,36,3.0,4.6,,
1433,2009-10,Duke,ACC,40,35.9,5.7,13.8,0.415,3.6,8.4,0.424,2.1,5.3,0.399,4.2,5.2,0.798,7.0,2.4,1.0,0.8,2.0,2.2,17.7,9.21,/players/kyle-singler-1.html,40,2.3,4.8,,
1434,2010-11,Duke,ACC,37,34.8,5.9,13.8,0.43,4.2,8.5,0.497,1.7,5.2,0.321,3.4,4.2,0.806,6.8,1.6,0.9,0.3,1.9,2.6,16.9,8.32,/players/kyle-singler-1.html,37,2.4,4.5,,
1435,1982-83,Michigan State,Big Ten,30,34.1,4.7,9.5,0.493,3.9,7.9,0.492,0.8,1.7,0.5,2.3,2.8,0.831,2.1,4.9,1.1,0.0,3.9,2.8,12.5,6.37,/players/scott-skiles-1.html,27,,,,
1436,1983-84,Michigan State,Big Ten,28,35.1,5.5,11.4,0.48,,,,,,,3.5,4.3,0.832,2.2,4.6,1.4,0.0,4.1,3.2,14.5,6.62,/players/scott-skiles-1.html,28,,,,
1437,1984-85,Michigan State,Big Ten,29,38.2,7.3,14.5,0.505,,,,,,,3.1,3.9,0.789,3.2,5.8,1.7,0.0,3.7,2.9,17.7,7.7,/players/scott-skiles-1.html,29,,,,
1438,1985-86,Michigan State,Big Ten,31,37.8,10.7,19.3,0.554,,,,,,,6.1,6.7,0.9,4.4,6.5,1.7,0.0,3.3,1.8,27.4,7.98,/players/scott-skiles-1.html,31,,,,
1439,2012-13,Oklahoma State,Big 12,33,33.5,4.6,11.3,0.404,3.4,7.4,0.465,1.2,4.0,0.29,5.1,6.5,0.777,5.8,4.2,3.0,0.7,3.4,2.8,15.4,6.72,/players/marcus-smart-1.html,32,1.5,4.3,,
1440,2013-14,Oklahoma State,Big 12,31,32.7,5.3,12.5,0.422,3.7,7.2,0.514,1.6,5.3,0.299,5.9,8.1,0.728,5.9,4.8,2.9,0.6,2.6,2.9,18.0,8.34,/players/marcus-smart-1.html,31,1.4,4.5,,
1441,1984-85,Pitt,Big East,29,33.0,5.2,10.4,0.502,,,,,,,4.6,6.0,0.76,8.0,0.5,0.8,2.2,2.0,1.9,15.0,5.61,/players/charles-smith-1.html,29,,,,
1442,1985-86,Pitt,Big East,29,37.1,5.7,14.1,0.404,,,,,,,4.5,5.9,0.762,8.1,1.6,0.9,2.8,2.0,3.3,15.9,6.57,/players/charles-smith-1.html,29,,,,
1443,1986-87,Pitt,Big East,33,31.8,5.5,9.9,0.55,5.5,9.9,0.55,0.0,0.0,,6.1,8.3,0.735,8.5,1.6,0.8,3.2,2.0,3.7,17.0,7.26,/players/charles-smith-1.html,33,,,,
1444,1987-88,Pitt,Big East,31,32.9,6.8,12.2,0.558,6.7,11.8,0.567,0.1,0.4,0.273,5.2,6.8,0.764,7.7,1.8,1.2,3.1,2.2,3.0,18.9,8.15,/players/charles-smith-1.html,31,,,,
1445,1984-85,Pitt,Big East,29,33.0,5.2,10.4,0.502,,,,,,,4.6,6.0,0.76,8.0,0.5,0.8,2.2,2.0,1.9,15.0,5.61,/players/charles-smith-1.html,29,,,,
1446,1985-86,Pitt,Big East,29,37.1,5.7,14.1,0.404,,,,,,,4.5,5.9,0.762,8.1,1.6,0.9,2.8,2.0,3.3,15.9,6.57,/players/charles-smith-1.html,29,,,,
1447,1986-87,Pitt,Big East,33,31.8,5.5,9.9,0.55,5.5,9.9,0.55,0.0,0.0,,6.1,8.3,0.735,8.5,1.6,0.8,3.2,2.0,3.7,17.0,7.26,/players/charles-smith-1.html,33,,,,
1448,1987-88,Pitt,Big East,31,32.9,6.8,12.2,0.558,6.7,11.8,0.567,0.1,0.4,0.273,5.2,6.8,0.764,7.7,1.8,1.2,3.1,2.2,3.0,18.9,8.15,/players/charles-smith-1.html,31,,,,
1449,2002-03,Boston College,Big East,31,31.9,7.8,12.9,0.603,7.7,12.4,0.618,0.1,0.5,0.2,4.3,6.3,0.68,7.9,1.3,0.9,0.9,2.4,3.4,19.9,7.24,/players/craig-smith-1.html,28,3.2,4.7,,
