,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS,ORB,DRB,Unnamed: 27,Unnamed: 25
112,2001-02,UCLA,Pac-10,31,30.7,4.9,10.4,0.471,3.5,7.1,0.495,1.4,3.3,0.417,2.4,3.8,0.619,6.2,3.5,1.1,0.3,2.8,2.4,13.5,10.78,/players/matt-barnes-1.html,31,1.5,4.7,,
113,2020-21,Florida State,ACC,24,24.8,4.1,8.1,0.503,3.6,6.5,0.561,0.5,1.7,0.275,1.7,2.8,0.621,4.0,4.1,1.5,0.5,2.5,2.2,10.3,9.16,/players/scottie-barnes-1.html,7,1.5,2.5,,
114,1985-86,Boston College,Big East,28,34.7,5.6,11.8,0.479,,,,,,,2.4,3.1,0.791,2.8,3.5,2.0,0.0,1.8,2.4,13.7,7.05,/players/dana-barros-1.html,28.0,,,,
115,1986-87,Boston College,Big East,29,39.5,6.7,14.6,0.458,4.3,8.7,0.494,2.4,6.0,0.405,2.9,3.4,0.85,3.1,3.8,1.2,0.1,2.7,1.9,18.7,5.32,/players/dana-barros-1.html,29.0,,,,
116,1987-88,Boston College,Big East,33,37.1,7.3,15.3,0.48,4.0,8.0,0.504,3.3,7.3,0.454,3.9,4.6,0.85,3.4,4.1,1.3,0.1,2.3,1.4,21.9,6.07,/players/dana-barros-1.html,,,,,
117,1988-89,Boston College,Big East,29,35.2,7.9,16.7,0.475,4.1,7.7,0.529,3.9,9.0,0.429,4.1,4.8,0.857,3.6,3.3,1.6,0.1,2.2,1.7,23.9,6.51,/players/dana-barros-1.html,,,,,
118,1991-92,Oregon State,Pac-10,31,17.6,1.8,4.4,0.419,1.0,1.9,0.542,0.8,2.5,0.325,0.7,1.1,0.667,1.5,2.3,1.0,0.4,1.7,1.6,5.2,8.85,/players/brent-barry-1.html,13.0,,,,
119,1992-93,Oregon State,Pac-10,23,26.4,2.4,5.8,0.41,1.7,3.0,0.571,0.7,2.8,0.234,1.7,2.0,0.851,2.1,3.6,1.4,0.9,3.3,2.7,7.2,9.08,/players/brent-barry-1.html,17.0,,,,
120,1993-94,Oregon State,Pac-10,27,35.5,5.3,10.7,0.498,3.9,6.9,0.573,1.4,3.9,0.365,3.1,4.1,0.759,5.2,3.5,2.4,0.9,3.4,3.1,15.2,8.18,/players/brent-barry-1.html,27.0,,,,
121,1994-95,Oregon State,Pac-10,27,37.5,6.7,13.0,0.514,4.8,8.1,0.586,1.9,4.9,0.394,5.7,6.9,0.823,5.9,3.9,2.7,0.4,3.2,2.6,21.0,10.43,/players/brent-barry-1.html,,,,,
122,1997-98,Duke,ACC,36,24.6,2.7,4.9,0.539,2.6,4.3,0.597,0.1,0.7,0.167,2.2,3.0,0.731,6.4,1.1,1.4,1.5,0.7,1.9,7.6,9.32,/players/shane-battier-1.html,20,,,,
123,1998-99,Duke,ACC,37,23.8,3.1,5.6,0.545,2.0,3.1,0.652,1.1,2.5,0.415,1.9,2.6,0.724,4.9,1.5,1.8,1.2,0.9,2.1,9.1,10.12,/players/shane-battier-1.html,27,,,,
124,1999-00,Duke,ACC,34,35.5,5.6,11.3,0.496,3.3,6.0,0.541,2.3,5.2,0.444,3.9,4.8,0.817,5.6,2.1,2.0,2.1,1.3,2.1,17.4,8.88,/players/shane-battier-1.html,34,,,,
125,2000-01,Duke,ACC,39,34.9,6.4,13.7,0.471,3.3,6.1,0.536,3.2,7.6,0.419,3.9,4.9,0.796,7.3,1.8,2.1,2.3,1.5,2.1,19.9,11.98,/players/shane-battier-1.html,39,2.4,4.9,,
126,2005-06,Washington State,Pac-10,28,16.5,2.1,5.0,0.429,2.1,5.0,0.432,0.0,0.0,0.0,0.9,1.4,0.641,4.1,0.1,0.2,0.5,1.1,1.9,5.2,7.79,/players/aron-baynes-1.html,12,1.5,2.6,,
127,2006-07,Washington State,Pac-10,26,16.4,1.8,3.6,0.495,1.8,3.6,0.495,0.0,0.0,,1.6,2.5,0.646,3.1,0.1,0.2,0.4,0.5,2.4,5.2,6.0,/players/aron-baynes-1.html,7,1.3,1.8,,
128,2007-08,Washington State,Pac-10,35,24.0,3.9,6.4,0.6,3.9,6.4,0.603,0.0,0.0,0.0,2.7,4.1,0.66,6.0,0.3,0.7,0.7,1.5,2.9,10.4,6.35,/players/aron-baynes-1.html,34,1.8,4.2,,
129,2008-09,Washington State,Pac-10,33,28.8,4.6,8.0,0.58,4.6,8.0,0.578,0.0,0.0,1.0,3.4,4.4,0.774,7.5,0.6,0.3,1.3,1.6,2.2,12.7,7.5,/players/aron-baynes-1.html,33,2.1,5.4,,
130,2011-12,Florida,SEC,37,34.2,4.7,10.6,0.445,3.0,5.6,0.541,1.7,5.0,0.339,3.6,4.7,0.769,6.7,2.2,1.4,0.8,2.1,2.1,14.8,7.33,/players/bradley-beal-1.html,37,1.4,5.4,,
131,2007-08,Kansas State,Big 12,33,31.5,9.3,17.5,0.532,8.2,14.6,0.562,1.1,2.9,0.379,6.5,8.5,0.774,12.4,1.2,1.3,1.6,2.9,2.6,26.2,7.79,/players/michael-beasley-1.html,33,4.0,8.4,,
132,1983-84,Memphis,Metro,26,26.3,4.2,7.2,0.578,,,,,,,1.2,2.2,0.536,5.3,0.6,0.3,2.2,1.2,2.8,9.5,4.8,/players/william-bedford-1.html,,,,,
133,1984-85,Memphis,Metro,35,31.4,5.1,9.4,0.542,,,,,,,1.9,2.9,0.673,7.6,0.9,0.4,2.6,1.9,2.5,12.2,5.73,/players/william-bedford-1.html,,,,,
134,1985-86,Memphis,Metro,32,32.4,7.1,12.2,0.584,,,,,,,3.1,4.9,0.628,8.5,0.6,0.3,2.7,1.6,2.3,17.3,5.48,/players/william-bedford-1.html,,,,,
135,2014-15,Oregon,Pac-12,35,23.7,2.4,4.0,0.597,2.4,4.0,0.597,0.0,0.0,,0.3,0.6,0.524,6.1,1.3,0.8,2.7,1.1,2.7,5.1,7.65,/players/jordan-bell-1.html,20,1.9,4.2,,
136,2015-16,Oregon,Pac-12,31,20.5,2.9,5.1,0.576,2.9,5.0,0.583,0.0,0.1,0.0,0.9,1.7,0.519,5.3,1.2,1.1,1.7,1.6,2.5,6.8,8.64,/players/jordan-bell-1.html,4,1.5,3.8,,
137,2016-17,Oregon,Pac-12,39,28.8,4.4,6.9,0.636,4.3,6.5,0.659,0.1,0.4,0.214,2.1,3.0,0.701,8.8,1.8,1.3,2.3,1.9,1.7,10.9,8.38,/players/jordan-bell-1.html,38,2.9,5.9,,
138,1994-95,Boston University,NAC,30,28.9,3.9,9.7,.405,2.8,7.1,.397,1.1,2.6,.429,2.0,2.7,.728,4.2,1.2,0.6,0.2,2.2,3.1,10.9,-2.56,/players/raja-bell-1.html,23,,,,
139,1995-96,Boston University,NAC,28,33.3,5.5,12.9,.431,4.2,8.9,.476,1.3,4.0,.330,1.6,2.5,.629,4.1,1.9,1.2,0.1,2.4,2.8,15.0,-4.32,/players/raja-bell-1.html,27,,,,
140,1996-97,,,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,/players/raja-bell-1.html,Transfer,Transfer,Transfer,Transfer,
141,1997-98,Florida International,TAAC,29,29.5,5.7,12.9,.442,4.3,8.7,.500,1.3,4.2,.322,3.9,5.0,.767,4.1,2.2,1.2,0.1,2.2,,16.6,-5.67,/players/raja-bell-1.html,,,,,
142,1998-99,Florida International,Sun Belt,29,34.9,5.8,12.6,.456,4.1,7.9,.522,1.7,4.8,.348,3.5,4.7,.745,4.3,2.7,1.3,0.2,2.6,1.0,16.7,0.91,/players/raja-bell-1.html,,,,,
143,2006-07,Arkansas,SEC,35,34.4,4.3,10.0,0.427,2.2,4.6,0.475,2.1,5.4,0.386,3.2,3.9,0.812,4.5,3.1,1.7,0.4,2.0,2.2,13.9,8.75,/players/patrick-beverley-1.html,34,1.1,3.3,,
144,2007-08,Arkansas,SEC,35,33.8,3.9,9.4,0.412,2.0,4.5,0.449,1.9,4.9,0.378,2.4,3.8,0.644,6.6,2.4,1.3,0.5,2.0,2.4,12.1,6.73,/players/patrick-beverley-1.html,33,1.2,5.4,,
145,2018-19,Villanova,Big East,36,29.6,3.0,6.6,0.458,1.7,3.0,0.561,1.4,3.6,0.374,0.8,1.3,0.644,5.1,1.3,0.9,0.3,0.8,2.2,8.2,7.97,/players/saddiq-bey-1.html,29,2.1,3.0,,
146,2019-20,Villanova,Big East,31,33.9,5.6,11.8,0.477,3.1,6.2,0.5,2.5,5.6,0.451,2.3,2.9,0.769,4.7,2.4,0.8,0.4,1.5,2.5,16.1,10.03,/players/saddiq-bey-1.html,31,1.3,3.5,,
147,1996-97,Arizona,Pac-10,34,32.6,4.4,10.0,0.445,2.5,5.0,0.497,2.0,5.0,0.394,2.6,3.7,0.701,3.2,5.2,2.2,0.2,2.9,2.3,13.5,11.04,/players/mike-bibby-1.html,34,,,,
148,1997-98,Arizona,Pac-10,35,32.0,6.0,12.9,0.464,3.8,7.2,0.526,2.2,5.7,0.387,3.1,4.1,0.755,3.0,5.7,2.4,0.2,2.2,1.6,17.2,8.36,/players/mike-bibby-1.html,35,,,,
149,1995-96,Colorado,Big 8,26,35.3,5.6,13.5,0.413,3.8,8.6,0.446,1.7,4.9,0.354,5.0,5.8,0.861,6.3,5.5,1.6,0.2,4.5,2.9,17.9,6.6,/players/chauncey-billups-1.html,25,,,,
150,1996-97,Colorado,Big 12,29,32.7,5.2,12.7,0.413,2.7,6.2,0.425,2.6,6.4,0.401,6.1,7.1,0.854,4.9,4.8,2.1,0.1,2.9,1.8,19.1,6.19,/players/chauncey-billups-1.html,29,,,,
151,2007-08,Pitt,Big East,37,26.0,4.5,8.5,0.537,4.5,8.5,0.537,0.0,0.0,,2.5,4.0,0.624,9.1,0.9,1.7,1.1,1.9,2.9,11.6,7.84,/players/dejuan-blair-1.html,36,3.9,5.2,,
152,2008-09,Pitt,Big East,35,27.3,6.5,10.9,0.593,6.5,10.9,0.593,0.0,0.0,,2.8,4.6,0.605,12.3,1.2,1.5,1.0,1.3,2.7,15.7,8.61,/players/dejuan-blair-1.html,35,5.6,6.8,,
153,1987-88,Oklahoma,Big 8,39,34.5,6.2,13.4,0.46,4.2,8.3,0.505,2.0,5.2,0.388,2.0,2.9,0.684,4.2,5.9,3.8,0.1,2.6,2.3,16.4,7.61,/players/mookie-blaylock-1.html,,,,,
154,1988-89,Oklahoma,Big 8,35,38.8,7.8,17.1,0.455,5.2,10.1,0.513,2.6,7.0,0.371,1.9,2.9,0.65,4.7,6.7,3.7,0.6,2.9,2.3,20.0,10.25,/players/mookie-blaylock-1.html,,,,,
155,2009-10,Kentucky,SEC,37,30.3,3.9,8.4,0.462,2.6,5.0,0.516,1.3,3.5,0.383,2.2,3.3,0.667,3.1,2.9,1.4,0.3,3.0,2.2,11.3,6.82,/players/eric-bledsoe-1.html,35,0.5,2.6,,
156,2003-04,Utah,MWC,33,30.4,5.1,8.8,0.577,5.0,8.5,0.586,0.1,0.3,0.364,2.2,3.4,0.64,9.9,2.2,0.4,1.3,2.6,2.4,12.5,4.53,/players/andrew-bogut-1.html,33,3.2,6.7,,
157,2004-05,Utah,MWC,35,35.0,8.0,12.9,0.62,7.8,12.2,0.636,0.3,0.7,0.36,4.1,5.9,0.692,12.2,2.3,1.0,1.9,2.7,2.2,20.4,4.53,/players/andrew-bogut-1.html,35,3.7,8.5,,
158,1999-00,Florida,SEC,36,13.5,1.8,4.2,0.44,1.4,2.6,0.532,0.4,1.6,0.286,0.7,0.8,0.867,3.2,0.4,0.3,0.3,0.6,1.8,4.8,8.51,/players/matt-bonner-1.html,0,,,,
159,2000-01,Florida,SEC,31,28.5,4.8,9.4,0.514,3.5,6.0,0.588,1.3,3.4,0.381,2.3,3.5,0.664,7.7,1.5,0.8,0.4,1.6,2.1,13.3,7.55,/players/matt-bonner-1.html,17,2.3,5.4,,
160,2001-02,Florida,SEC,31,28.3,5.9,11.5,0.513,4.4,7.5,0.589,1.5,4.0,0.371,2.4,3.0,0.796,7.2,1.5,0.7,0.7,1.6,1.9,15.6,8.37,/players/matt-bonner-1.html,31,2.5,4.8,,
161,2002-03,Florida,SEC,33,31.4,5.5,10.8,0.51,3.6,6.8,0.531,1.9,4.0,0.474,2.2,3.1,0.733,6.1,1.5,1.1,0.6,1.6,2.1,15.2,7.76,/players/matt-bonner-1.html,33,2.1,4.0,,
162,2014-15,Kentucky,SEC,38,21.5,3.6,7.6,0.47,2.0,3.8,0.527,1.5,3.7,0.411,1.4,1.7,0.828,2.0,1.1,0.4,0.1,1.0,1.5,10.0,8.67,/players/devin-booker-2.html,0,0.4,1.6,,
163,1993-94,Maryland,ACC,30,28.9,3.8,8.3,0.454,3.4,7.4,0.459,0.4,0.9,0.407,2.9,5.0,0.584,6.1,2.2,1.5,0.6,3.6,3.6,10.8,7.4,/players/keith-booth-1.html,30,,,,
164,1994-95,Maryland,ACC,34,27.9,3.7,8.1,0.455,3.6,7.5,0.484,0.1,0.7,0.13,3.4,4.8,0.695,7.3,2.2,1.3,0.4,3.0,3.1,10.9,10.44,/players/keith-booth-1.html,34,,,,
165,1995-96,Maryland,ACC,30,31.8,4.8,10.9,0.442,4.6,9.8,0.469,0.2,1.1,0.206,5.4,7.1,0.757,7.8,2.4,1.4,0.8,3.1,3.3,15.3,9.93,/players/keith-booth-1.html,30,,,,
166,1996-97,Maryland,ACC,32,34.4,6.4,13.7,0.469,6.4,13.0,0.49,0.0,0.7,0.048,6.7,9.3,0.717,7.9,2.6,2.0,0.6,3.2,2.9,19.5,9.08,/players/keith-booth-1.html,32,,,,
167,1999-00,Duke,ACC,34,23.7,4.8,7.9,0.614,4.8,7.9,0.614,0.0,0.0,,3.4,4.6,0.742,6.3,1.1,1.1,0.7,1.6,2.6,13.0,8.88,/players/carlos-boozer-1.html,30,,,,
168,2000-01,Duke,ACC,32,25.6,5.0,8.3,0.604,5.0,8.3,0.604,0.0,0.0,,3.3,4.6,0.719,6.5,1.3,0.9,0.9,1.2,2.8,13.3,11.98,/players/carlos-boozer-1.html,28,1.9,4.6,,
169,2001-02,Duke,ACC,35,28.4,6.6,9.9,0.665,6.6,9.9,0.667,0.0,0.0,0.0,5.1,6.7,0.754,8.7,1.1,0.9,0.6,1.9,3.1,18.2,9.16,/players/carlos-boozer-1.html,35,3.4,5.3,,
170,2002-03,Georgia Tech,ACC,31,31.0,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,9.0,1.2,1.0,2.2,2.3,2.4,15.6,7.94,/players/chris-bosh-1.html,31,3.1,5.9,,
171,2015-16,Oregon,Pac-12,38,25.8,4.2,7.8,0.539,3.2,4.7,0.667,1.0,3.0,0.339,2.7,3.9,0.685,7.4,0.4,0.8,2.9,1.1,2.7,12.1,8.64,/players/chris-boucher-1.html,35,2.7,4.7,,
172,2016-17,Oregon,Pac-12,31,23.6,4.5,8.7,0.524,3.4,5.4,0.633,1.2,3.3,0.35,1.5,2.7,0.565,6.1,0.4,0.4,2.5,1.0,2.7,11.8,8.38,/players/chris-boucher-1.html,12,1.7,4.3,,
173,1989-90,Cal State Fullerton,Big West,18,5.4,0.5,1.2,0.409,0.3,0.9,0.353,0.2,0.3,0.6,0.6,0.7,0.769,1.0,0.2,0.2,0.2,0.4,0.9,1.7,5.13,/players/bruce-bowen-1.html,0,,,,
174,1990-91,Cal State Fullerton,Big West,28,30.3,3.2,8.4,0.377,2.7,6.3,0.426,0.5,2.1,0.233,3.0,4.3,0.692,6.0,2.1,0.9,0.9,2.2,2.9,9.8,1.99,/players/bruce-bowen-1.html,23,,,,
175,1991-92,Cal State Fullerton,Big West,28,34.6,4.9,11.1,0.444,4.5,9.5,0.472,0.4,1.6,0.273,4.3,5.8,0.745,7.0,2.5,1.8,0.8,2.4,2.7,14.6,3.79,/players/bruce-bowen-1.html,27,,,,
176,1992-93,Cal State Fullerton,Big West,27,36.6,5.5,11.8,0.465,5.0,10.2,0.487,0.5,1.6,0.326,4.9,7.4,0.652,6.5,2.3,2.0,0.8,2.7,2.8,16.3,2.2,/players/bruce-bowen-1.html,27,,,,
177,2009-10,Texas,Big 12,34,29.5,4.7,10.8,0.432,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,2.9,2.1,1.3,0.5,1.5,2.4,11.6,7.38,/players/avery-bradley-1.html,32,1.0,1.9,,
178,1990-91,BYU,WAC,34,28.9,5.5,10.6,0.518,5.5,10.6,0.517,0.0,0.0,1.0,3.8,5.4,0.692,7.7,1.2,0.7,5.2,2.3,3.2,14.8,5.37,/players/shawn-bradley-1.html,34,,,,
179,1981-82,Maryland,ACC,29,33.7,5.7,11.9,0.474,,,,,,,3.9,5.1,0.765,4.3,1.4,0.5,0.4,3.0,2.7,15.2,5.19,/players/adrian-branch-1.html,29,,,,
180,1982-83,Maryland,ACC,29,36.0,6.8,14.5,0.469,,,,,,,4.1,5.7,0.715,5.2,3.3,0.7,0.4,3.3,3.0,17.7,5.8,/players/adrian-branch-1.html,29,,,,
181,1983-84,Maryland,ACC,28,30.8,4.9,10.1,0.479,,,,,,,3.3,4.3,0.752,3.2,2.7,1.0,0.4,2.4,3.0,13.0,8.55,/players/adrian-branch-1.html,25,,,,
182,1984-85,Maryland,ACC,37,35.1,7.3,14.3,0.51,,,,,,,3.5,4.6,0.762,4.9,2.2,1.2,0.5,2.7,3.3,18.1,8.47,/players/adrian-branch-1.html,37,,,,
183,1997-98,Duke,ACC,21,23.5,4.8,8.0,0.592,4.8,8.0,0.592,0.0,0.0,,3.9,6.4,0.604,7.3,0.5,1.5,1.3,1.6,2.5,13.4,9.32,/players/elton-brand-1.html,18,,,,
184,1998-99,Duke,ACC,39,29.3,6.5,10.5,0.62,6.5,10.5,0.62,0.0,0.0,,4.6,6.6,0.707,9.8,1.1,1.3,2.2,1.7,2.5,17.7,10.12,/players/elton-brand-1.html,37,,,,
185,1989-90,Oregon,Pac-10,29,36.8,6.6,13.8,0.474,5.1,10.6,0.485,1.4,3.2,0.436,3.3,4.4,0.752,3.7,6.0,1.8,0.1,3.5,2.2,17.9,8.43,/players/terrell-brandon-1.html,,,,,
186,1990-91,Oregon,Pac-10,28,39.6,9.8,19.9,0.491,8.3,15.6,0.533,1.4,4.3,0.336,5.7,6.7,0.85,3.6,5.0,2.3,0.1,3.6,2.0,26.6,10.14,/players/terrell-brandon-1.html,28.0,,,,
187,1988-89,Wyoming,WAC,31,26.1,3.0,6.5,0.465,2.4,4.8,0.5,0.6,1.7,0.365,2.1,3.2,0.646,3.5,0.8,0.7,0.2,,,8.7,5.45,/players/tim-breaux-1.html,,,,,
188,1989-90,Wyoming,WAC,29,29.9,4.6,11.4,0.403,3.1,7.4,0.423,1.4,4.0,0.365,2.2,3.5,0.624,4.0,1.9,0.7,0.1,,,12.8,3.99,/players/tim-breaux-1.html,,,,,
189,1990-91,Wyoming,WAC,32,30.7,4.5,9.6,0.466,4.0,7.7,0.52,0.5,1.9,0.246,3.1,4.0,0.767,4.5,1.5,1.1,0.3,,,12.5,3.33,/players/tim-breaux-1.html,,,,,
190,1991-92,Wyoming,WAC,29,35.1,5.7,10.8,0.527,4.7,8.6,0.548,1.0,2.2,0.446,3.9,5.9,0.661,4.5,1.8,1.0,0.2,,,16.3,2.81,/players/tim-breaux-1.html,,,,,
191,1998-99,St. Bonaventure,A-10,29,28.3,3.0,8.9,0.342,2.1,4.8,0.432,1.0,4.1,0.237,2.3,3.1,0.753,3.5,2.3,1.8,0.1,2.3,1.0,9.3,1.99,/players/jr-bremer-1.html,7,,,,
192,1999-00,St. Bonaventure,A-10,23,24.7,3.3,7.5,0.434,1.8,3.7,0.494,1.4,3.8,0.375,1.8,2.9,0.612,3.0,2.1,1.2,0.0,2.0,1.7,9.7,5.29,/players/jr-bremer-1.html,0,,,,
193,2000-01,St. Bonaventure,A-10,30,34.5,5.2,12.5,0.418,2.8,6.0,0.464,2.5,6.6,0.376,3.7,5.0,0.735,3.9,4.2,1.6,0.0,2.2,2.3,16.6,4.54,/players/jr-bremer-1.html,30,1.1,2.8,,
194,2001-02,St. Bonaventure,A-10,30,38.0,7.7,18.7,0.413,4.8,9.8,0.486,2.9,8.9,0.331,6.3,7.8,0.803,4.7,3.1,1.9,0.1,3.0,2.0,24.6,3.61,/players/jr-bremer-1.html,30,1.3,3.3,,
195,2004-05,Florida,SEC,32,24.7,2.7,5.3,0.515,2.2,4.1,0.538,0.5,1.2,0.436,1.6,2.7,0.581,3.4,2.0,1.4,0.4,1.6,2.3,7.5,7.13,/players/corey-brewer-1.html,32,1.5,1.9,,
196,2005-06,Florida,SEC,39,28.1,4.4,9.4,0.468,3.3,6.3,0.527,1.1,3.1,0.35,2.8,3.7,0.769,4.8,3.3,1.6,0.4,2.8,2.5,12.7,5.49,/players/corey-brewer-1.html,37,1.3,3.5,,
197,2006-07,Florida,SEC,37,28.5,4.6,9.6,0.475,3.5,6.4,0.544,1.1,3.2,0.336,3.0,4.2,0.723,4.7,2.9,1.9,0.4,2.5,1.9,13.2,7.34,/players/corey-brewer-1.html,37,1.1,3.6,,
198,2004-05,Florida,SEC,32,24.7,2.7,5.3,0.515,2.2,4.1,0.538,0.5,1.2,0.436,1.6,2.7,0.581,3.4,2.0,1.4,0.4,1.6,2.3,7.5,7.13,/players/corey-brewer-1.html,32,1.5,1.9,,
199,2005-06,Florida,SEC,39,28.1,4.4,9.4,0.468,3.3,6.3,0.527,1.1,3.1,0.35,2.8,3.7,0.769,4.8,3.3,1.6,0.4,2.8,2.5,12.7,5.49,/players/corey-brewer-1.html,37,1.3,3.5,,
200,2006-07,Florida,SEC,37,28.5,4.6,9.6,0.475,3.5,6.4,0.544,1.1,3.2,0.336,3.0,4.2,0.723,4.7,2.9,1.9,0.4,2.5,1.9,13.2,7.34,/players/corey-brewer-1.html,37,1.1,3.6,,
201,2015-16,Villanova,Big East,40,20.3,2.2,4.1,0.521,1.6,2.2,0.716,0.6,1.9,0.299,1.5,1.9,0.787,3.2,0.9,1.1,0.7,0.6,2.2,6.4,9.71,/players/mikal-bridges-1.html,0,0.9,2.3,,
202,2016-17,Villanova,Big East,36,29.8,3.6,6.5,0.549,2.3,3.4,0.694,1.2,3.1,0.393,1.4,1.6,0.911,4.6,2.0,1.7,0.9,1.3,2.3,9.8,9.28,/players/mikal-bridges-1.html,33,1.1,3.4,,
203,2017-18,Villanova,Big East,40,32.1,6.1,11.9,0.514,3.5,5.9,0.593,2.6,6.0,0.435,2.9,3.4,0.851,5.3,1.9,1.5,1.1,1.4,2.2,17.7,10.24,/players/mikal-bridges-1.html,40,1.4,4.0,,
204,2011-12,Virginia,ACC,28,22.4,2.3,5.7,0.396,1.5,3.3,0.451,0.8,2.4,0.324,1.4,1.8,0.8,2.8,1.4,0.5,0.1,1.6,1.4,6.7,4.23,/players/malcolm-brogdon-1.html,1,0.5,2.3,,
205,2013-14,Virginia,ACC,37,31.4,4.1,9.8,0.413,2.9,6.6,0.434,1.2,3.2,0.37,3.4,3.9,0.875,5.4,2.7,1.2,0.1,1.4,1.9,12.7,7.86,/players/malcolm-brogdon-1.html,37,0.9,4.5,,
206,2014-15,Virginia,ACC,34,32.5,4.6,11.0,0.422,3.4,7.2,0.463,1.3,3.8,0.344,3.4,3.9,0.879,3.9,2.4,0.7,0.4,1.7,1.9,14.0,7.81,/players/malcolm-brogdon-1.html,34,0.5,3.5,,
207,2015-16,Virginia,ACC,37,34.1,6.2,13.6,0.457,4.2,8.4,0.498,2.0,5.2,0.391,3.8,4.2,0.897,4.1,3.1,0.9,0.2,1.4,2.1,18.2,11.12,/players/malcolm-brogdon-1.html,37,0.5,3.5,,
208,2003-04,Oregon,Pac-10,21,25.8,2.2,5.9,0.371,0.9,2.3,0.375,1.3,3.6,0.368,1.2,1.6,0.788,2.4,2.7,0.8,0.0,2.3,2.3,7.0,6.9,/players/aaron-brooks-1.html,18,0.5,1.9,,
209,2004-05,Oregon,Pac-10,27,33.1,4.7,10.9,0.429,2.7,5.7,0.481,1.9,5.2,0.371,3.5,4.1,0.855,3.3,4.6,1.0,0.1,3.2,2.1,14.7,6.67,/players/aaron-brooks-1.html,26,0.7,2.6,,
210,2005-06,Oregon,Pac-10,32,32.4,3.6,8.8,0.406,2.2,4.7,0.47,1.4,4.2,0.336,2.2,2.8,0.807,3.4,4.4,1.1,0.2,2.4,2.2,10.8,6.85,/players/aaron-brooks-1.html,31,0.8,2.7,,
211,2006-07,Oregon,Pac-10,35,36.8,6.1,13.2,0.46,3.8,7.6,0.502,2.3,5.7,0.404,3.3,3.9,0.846,4.3,4.3,1.4,0.2,2.5,2.5,17.7,6.3,/players/aaron-brooks-1.html,35,0.9,3.4,,
212,2007-08,Providence,Big East,18,9.3,1.2,3.1,0.382,0.9,2.0,0.444,0.3,1.1,0.263,0.8,1.2,0.714,0.9,0.4,0.3,0.2,0.7,0.7,3.4,7.86,/players/marshon-brooks-1.html,0,0.4,0.5,,
213,2008-09,Providence,Big East,32,21.8,3.8,8.7,0.437,2.6,4.7,0.543,1.3,4.0,0.313,1.7,2.5,0.684,3.6,1.4,1.1,0.7,1.4,1.8,10.6,7.23,/players/marshon-brooks-1.html,0,1.4,2.2,,
214,2009-10,Providence,Big East,31,26.6,5.4,11.6,0.467,3.9,7.4,0.533,1.5,4.2,0.351,1.9,2.7,0.711,4.2,1.4,1.3,0.5,1.7,2.3,14.2,8.24,/players/marshon-brooks-1.html,25,1.8,2.4,,
215,2010-11,Providence,Big East,32,36.5,8.6,17.8,0.483,6.5,11.7,0.559,2.1,6.2,0.34,5.3,6.8,0.772,7.0,2.5,1.5,1.2,3.1,2.5,24.6,6.44,/players/marshon-brooks-1.html,31,2.3,4.8,,
216,1983-84,TCU,SWC,27,15.6,1.7,3.2,.529,,,,,,,0.4,0.5,.714,1.2,1.4,0.5,0.0,1.1,1.9,3.8,0.37,/players/scott-brooks-1.html,0,,,,
217,1984-85,,,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,/players/scott-brooks-1.html,Transfer,Transfer,Transfer,Transfer,
218,1985-86,UC-Irvine,PCAA,30,31.5,3.3,7.4,.448,2.3,4.8,.490,1.0,2.7,.375,2.6,2.9,.886,2.3,3.2,1.9,0.0,1.6,2.8,10.3,2.57,/players/scott-brooks-1.html,,,,,
219,1986-87,UC-Irvine,PCAA,28,36.7,7.4,15.4,.478,3.4,6.2,.546,4.0,9.2,.432,5.1,6.0,.845,0.0,3.8,2.4,0.0,2.7,2.5,23.8,4.69,/players/scott-brooks-1.html,28,,,,
220,1985-86,NC State,ACC,31,10.0,1.2,2.6,0.475,,,,,,,0.7,1.1,0.618,2.2,0.4,0.3,0.2,0.4,1.0,3.1,10.39,/players/chucky-brown-1.html,5,,,,
221,1986-87,NC State,ACC,34,18.5,2.4,4.1,0.587,2.4,4.0,0.591,0.0,0.0,0.0,1.8,2.4,0.763,4.3,0.4,0.3,0.2,0.9,1.4,6.6,8.08,/players/chucky-brown-1.html,5,,,,
222,1987-88,NC State,ACC,32,32.0,7.1,12.3,0.572,7.0,12.2,0.578,0.0,0.2,0.167,2.4,3.8,0.636,6.0,0.8,0.6,0.7,1.5,2.1,16.6,6.53,/players/chucky-brown-1.html,32,,,,
