,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%,Trp Dbl
5159,1996-97,26.0,UTA,NBA,SF,20.0,20.0,758.0,89.0,193.0,0.461,36.0,101.0,53.0,92.0,0.576,0.554,31.0,43.0,0.721,18.0,74.0,92.0,27.0,21.0,6.0,20.0,59.0,245.0,/players/r/russebr01.html,0.356,
5160,1997-98,27.0,UTA,NBA,SF,20.0,13.0,698.0,69.0,147.0,0.469,23.0,63.0,46.0,84.0,0.548,0.548,58.0,81.0,0.716,12.0,81.0,93.0,22.0,21.0,5.0,17.0,49.0,219.0,/players/r/russebr01.html,0.365,
5161,1998-99,28.0,UTA,NBA,SF,11.0,11.0,387.0,49.0,115.0,0.426,9.0,36.0,40.0,79.0,0.506,0.465,26.0,36.0,0.722,17.0,50.0,67.0,13.0,20.0,2.0,11.0,37.0,133.0,/players/r/russebr01.html,0.25,
5162,1999-00,29.0,UTA,NBA,SF,10.0,10.0,371.0,48.0,114.0,0.421,13.0,45.0,35.0,69.0,0.507,0.478,31.0,41.0,0.756,9.0,43.0,52.0,21.0,16.0,5.0,15.0,27.0,140.0,/players/r/russebr01.html,0.289,
5163,2000-01,30.0,UTA,NBA,SF,5.0,5.0,214.0,25.0,56.0,0.446,10.0,22.0,15.0,34.0,0.441,0.536,11.0,12.0,0.917,4.0,32.0,36.0,15.0,3.0,1.0,2.0,13.0,71.0,/players/r/russebr01.html,0.455,
5164,2001-02,31.0,UTA,NBA,SG,4.0,4.0,120.0,9.0,36.0,0.25,6.0,15.0,3.0,21.0,0.143,0.333,4.0,4.0,1.0,6.0,11.0,17.0,7.0,4.0,0.0,9.0,15.0,28.0,/players/r/russebr01.html,0.4,
5165,2003-04,33.0,LAL,NBA,SF,6.0,0.0,16.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,/players/r/russebr01.html,0.0,
5166,2004-05,34.0,DEN,NBA,SF,3.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,/players/r/russebr01.html,0.0,
5167,2018-19,22.0,BRK,NBA,PG,5.0,5.0,148.0,37.0,103.0,0.359,12.0,37.0,25.0,66.0,0.379,0.417,11.0,13.0,0.846,2.0,16.0,18.0,18.0,7.0,1.0,14.0,12.0,97.0,/players/r/russeda01.html,0.324,
5168,2021-22,25.0,MIN,NBA,PG,6.0,6.0,196.0,24.0,72.0,0.333,12.0,31.0,12.0,41.0,0.293,0.417,12.0,16.0,0.75,0.0,15.0,15.0,40.0,9.0,0.0,17.0,17.0,72.0,/players/r/russeda01.html,0.387,
5169,1995-96,31.0,POR,NBA,C,5.0,5.0,177.0,35.0,81.0,0.432,5.0,9.0,30.0,72.0,0.417,0.463,43.0,60.0,0.717,12.0,39.0,51.0,9.0,4.0,3.0,10.0,17.0,118.0,/players/s/sabonar01.html,0.556,
5170,1996-97,32.0,POR,NBA,C,4.0,4.0,108.0,18.0,42.0,0.429,2.0,8.0,16.0,34.0,0.471,0.452,7.0,8.0,0.875,8.0,18.0,26.0,9.0,3.0,3.0,9.0,19.0,45.0,/players/s/sabonar01.html,0.25,
5171,1997-98,33.0,POR,NBA,C,4.0,4.0,107.0,18.0,40.0,0.45,1.0,2.0,17.0,38.0,0.447,0.463,12.0,14.0,0.857,7.0,24.0,31.0,6.0,7.0,3.0,10.0,19.0,49.0,/players/s/sabonar01.html,0.5,
5172,1998-99,34.0,POR,NBA,C,13.0,13.0,392.0,45.0,113.0,0.398,1.0,5.0,44.0,108.0,0.407,0.403,39.0,43.0,0.907,12.0,102.0,114.0,29.0,15.0,15.0,19.0,35.0,130.0,/players/s/sabonar01.html,0.2,
5173,1999-00,35.0,POR,NBA,C,16.0,16.0,493.0,68.0,150.0,0.453,6.0,21.0,62.0,129.0,0.481,0.473,39.0,49.0,0.796,19.0,88.0,107.0,31.0,14.0,13.0,26.0,59.0,181.0,/players/s/sabonar01.html,0.286,
5174,2000-01,36.0,POR,NBA,C,3.0,3.0,104.0,14.0,29.0,0.483,0.0,2.0,14.0,27.0,0.519,0.483,6.0,8.0,0.75,8.0,17.0,25.0,8.0,1.0,7.0,2.0,12.0,34.0,/players/s/sabonar01.html,0.0,
5175,2002-03,38.0,POR,NBA,C,6.0,1.0,86.0,24.0,36.0,0.667,0.0,0.0,24.0,36.0,0.667,0.667,12.0,15.0,0.8,6.0,18.0,24.0,5.0,4.0,4.0,6.0,14.0,60.0,/players/s/sabonar01.html,,
5176,1995-96,31.0,POR,NBA,C,5.0,5.0,177.0,35.0,81.0,0.432,5.0,9.0,30.0,72.0,0.417,0.463,43.0,60.0,0.717,12.0,39.0,51.0,9.0,4.0,3.0,10.0,17.0,118.0,/players/s/sabonar01.html,0.556,
5177,1996-97,32.0,POR,NBA,C,4.0,4.0,108.0,18.0,42.0,0.429,2.0,8.0,16.0,34.0,0.471,0.452,7.0,8.0,0.875,8.0,18.0,26.0,9.0,3.0,3.0,9.0,19.0,45.0,/players/s/sabonar01.html,0.25,
5178,1997-98,33.0,POR,NBA,C,4.0,4.0,107.0,18.0,40.0,0.45,1.0,2.0,17.0,38.0,0.447,0.463,12.0,14.0,0.857,7.0,24.0,31.0,6.0,7.0,3.0,10.0,19.0,49.0,/players/s/sabonar01.html,0.5,
5179,1998-99,34.0,POR,NBA,C,13.0,13.0,392.0,45.0,113.0,0.398,1.0,5.0,44.0,108.0,0.407,0.403,39.0,43.0,0.907,12.0,102.0,114.0,29.0,15.0,15.0,19.0,35.0,130.0,/players/s/sabonar01.html,0.2,
5180,1999-00,35.0,POR,NBA,C,16.0,16.0,493.0,68.0,150.0,0.453,6.0,21.0,62.0,129.0,0.481,0.473,39.0,49.0,0.796,19.0,88.0,107.0,31.0,14.0,13.0,26.0,59.0,181.0,/players/s/sabonar01.html,0.286,
5181,2000-01,36.0,POR,NBA,C,3.0,3.0,104.0,14.0,29.0,0.483,0.0,2.0,14.0,27.0,0.519,0.483,6.0,8.0,0.75,8.0,17.0,25.0,8.0,1.0,7.0,2.0,12.0,34.0,/players/s/sabonar01.html,0.0,
5182,2002-03,38.0,POR,NBA,C,6.0,1.0,86.0,24.0,36.0,0.667,0.0,0.0,24.0,36.0,0.667,0.667,12.0,15.0,0.8,6.0,18.0,24.0,5.0,4.0,4.0,6.0,14.0,60.0,/players/s/sabonar01.html,,
5183,2016-17,20.0,OKC,NBA,PF,2.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,4.0,/players/s/sabondo01.html,0.0,
5184,2017-18,21.0,IND,NBA,C,7.0,0.0,166.0,36.0,62.0,0.581,1.0,7.0,35.0,55.0,0.636,0.589,14.0,18.0,0.778,14.0,18.0,32.0,5.0,1.0,2.0,7.0,22.0,87.0,/players/s/sabondo01.html,0.143,
5185,2018-19,22.0,IND,NBA,C,4.0,0.0,96.0,12.0,29.0,0.414,1.0,4.0,11.0,25.0,0.44,0.431,9.0,14.0,0.643,7.0,22.0,29.0,16.0,3.0,1.0,5.0,12.0,34.0,/players/s/sabondo01.html,0.25,
5186,2012-13,23.0,LAL,NBA,C,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,/players/s/sacrero01.html,,
5187,1986-87,22.0,DET,NBA,C,15.0,0.0,311.0,33.0,66.0,0.5,0.0,0.0,33.0,66.0,0.5,0.5,27.0,42.0,0.643,30.0,42.0,72.0,11.0,3.0,17.0,14.0,60.0,93.0,/players/s/sallejo01.html,,
5188,1987-88,23.0,DET,NBA,C,23.0,0.0,623.0,56.0,104.0,0.538,0.0,1.0,56.0,103.0,0.544,0.538,49.0,69.0,0.71,64.0,91.0,155.0,21.0,15.0,37.0,23.0,88.0,161.0,/players/s/sallejo01.html,0.0,
5189,1988-89,24.0,DET,NBA,PF,17.0,0.0,392.0,58.0,99.0,0.586,0.0,0.0,58.0,99.0,0.586,0.586,36.0,54.0,0.667,34.0,45.0,79.0,9.0,9.0,25.0,12.0,58.0,152.0,/players/s/sallejo01.html,,
5190,1989-90,25.0,DET,NBA,PF,20.0,0.0,547.0,58.0,122.0,0.475,0.0,0.0,58.0,122.0,0.475,0.475,74.0,98.0,0.755,57.0,60.0,117.0,20.0,9.0,33.0,22.0,76.0,190.0,/players/s/sallejo01.html,,
5191,1990-91,26.0,DET,NBA,PF,15.0,0.0,308.0,38.0,70.0,0.543,0.0,0.0,38.0,70.0,0.543,0.543,36.0,60.0,0.6,20.0,42.0,62.0,11.0,6.0,20.0,13.0,58.0,112.0,/players/s/sallejo01.html,,
5192,1991-92,27.0,DET,NBA,PF,5.0,1.0,149.0,20.0,44.0,0.455,0.0,1.0,20.0,43.0,0.465,0.455,23.0,28.0,0.821,10.0,20.0,30.0,14.0,3.0,14.0,9.0,18.0,63.0,/players/s/sallejo01.html,0.0,
5193,1993-94,29.0,MIA,NBA,PF,5.0,5.0,201.0,22.0,57.0,0.386,0.0,0.0,22.0,57.0,0.386,0.386,11.0,16.0,0.688,16.0,24.0,40.0,8.0,2.0,5.0,6.0,21.0,55.0,/players/s/sallejo01.html,,
5194,1995-96,31.0,CHI,NBA,PF,16.0,0.0,85.0,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,2.0,7.0,0.286,4.0,7.0,11.0,6.0,1.0,2.0,4.0,25.0,14.0,/players/s/sallejo01.html,,
5195,1999-00,35.0,LAL,NBA,C,18.0,0.0,78.0,5.0,13.0,0.385,0.0,0.0,5.0,13.0,0.385,0.385,7.0,10.0,0.7,9.0,13.0,22.0,4.0,1.0,6.0,4.0,16.0,17.0,/players/s/sallejo01.html,,
5196,2002-03,23.0,PHI,NBA,PG,6.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,/players/s/salmojo01.html,0.0,
5197,2004-05,25.0,PHI,NBA,SG,2.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,/players/s/salmojo01.html,,
5198,2008-09,29.0,CHI,NBA,SF,7.0,7.0,313.0,43.0,107.0,0.402,12.0,38.0,31.0,69.0,0.449,0.458,29.0,34.0,0.853,6.0,25.0,31.0,16.0,9.0,7.0,12.0,20.0,127.0,/players/s/salmojo01.html,0.316,
5199,2009-10,30.0,MIL,NBA,SG,7.0,7.0,285.0,44.0,109.0,0.404,4.0,23.0,40.0,86.0,0.465,0.422,27.0,28.0,0.964,7.0,19.0,26.0,28.0,10.0,4.0,12.0,19.0,119.0,/players/s/salmojo01.html,0.174,
5200,2013-14,34.0,TOR,NBA,SG,6.0,0.0,77.0,5.0,17.0,0.294,2.0,12.0,3.0,5.0,0.6,0.353,1.0,1.0,1.0,0.0,6.0,6.0,5.0,2.0,0.0,1.0,9.0,13.0,/players/s/salmojo01.html,0.167,
5201,2019-20,26.0,IND,NBA,PF,4.0,0.0,50.0,10.0,16.0,0.625,0.0,0.0,10.0,16.0,0.625,0.625,0.0,0.0,,1.0,12.0,13.0,4.0,2.0,0.0,2.0,10.0,20.0,/players/s/sampsja02.html,,
5202,1989-90,24.0,CHI,NBA,PF,3.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/s/sandeje01.html,,
5203,2012-13,24.0,MIL,NBA,C,4.0,4.0,113.0,19.0,33.0,0.576,0.0,0.0,19.0,33.0,0.576,0.576,5.0,11.0,0.455,11.0,22.0,33.0,5.0,3.0,5.0,12.0,18.0,43.0,/players/s/sandela01.html,,
5204,2000-01,24.0,PHO,NBA,C,1.0,0.0,12.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,4.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,/players/s/santida01.html,,
5205,2003-04,27.0,MIL,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,/players/s/santida01.html,,
5206,2017-18,23.0,PHI,NBA,PF,10.0,10.0,329.0,59.0,140.0,0.421,20.0,52.0,39.0,88.0,0.443,0.493,34.0,40.0,0.85,32.0,41.0,73.0,35.0,10.0,4.0,15.0,28.0,172.0,/players/s/saricda01.html,0.385,
5207,2020-21,26.0,PHO,NBA,C,14.0,0.0,147.0,21.0,45.0,0.467,8.0,18.0,13.0,27.0,0.481,0.556,13.0,14.0,0.929,9.0,26.0,35.0,14.0,2.0,1.0,6.0,21.0,63.0,/players/s/saricda01.html,0.444,
5208,2002-03,23.0,ORL,NBA,SG,6.0,0.0,25.0,2.0,7.0,0.286,1.0,4.0,1.0,3.0,0.333,0.357,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,/players/s/sasseje01.html,0.25,
5209,2016-17,25.0,WAS,NBA,SG,10.0,0.0,36.0,3.0,6.0,0.5,0.0,0.0,3.0,6.0,0.5,0.5,2.0,5.0,0.4,1.0,4.0,5.0,6.0,1.0,0.0,2.0,4.0,8.0,/players/s/satorto01.html,,
5210,2017-18,26.0,WAS,NBA,SG,6.0,0.0,60.0,2.0,13.0,0.154,0.0,3.0,2.0,10.0,0.2,0.154,3.0,4.0,0.75,5.0,4.0,9.0,3.0,0.0,0.0,3.0,4.0,7.0,/players/s/satorto01.html,0.0,
5211,2001-02,23.0,NJN,NBA,PF,6.0,0.0,14.0,1.0,3.0,0.333,0.0,1.0,1.0,2.0,0.5,0.333,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,/players/s/scalabr01.html,0.0,
5212,2002-03,24.0,NJN,NBA,PF,7.0,0.0,20.0,2.0,4.0,0.5,0.0,1.0,2.0,3.0,0.667,0.5,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,/players/s/scalabr01.html,0.0,
5213,2003-04,25.0,NJN,NBA,PF,9.0,0.0,73.0,11.0,17.0,0.647,5.0,6.0,6.0,11.0,0.545,0.794,3.0,6.0,0.5,7.0,5.0,12.0,1.0,3.0,0.0,4.0,15.0,30.0,/players/s/scalabr01.html,0.833,
5214,2004-05,26.0,NJN,NBA,PF,4.0,3.0,61.0,2.0,11.0,0.182,1.0,4.0,1.0,7.0,0.143,0.227,4.0,4.0,1.0,2.0,5.0,7.0,2.0,1.0,2.0,4.0,6.0,9.0,/players/s/scalabr01.html,0.25,
5215,2008-09,30.0,BOS,NBA,C,12.0,0.0,246.0,22.0,52.0,0.423,13.0,29.0,9.0,23.0,0.391,0.548,4.0,4.0,1.0,7.0,19.0,26.0,12.0,2.0,5.0,5.0,43.0,61.0,/players/s/scalabr01.html,0.448,
5216,2009-10,31.0,BOS,NBA,PF,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/s/scalabr01.html,,
5217,1992-93,25.0,SEA,NBA,C,9.0,0.0,22.0,5.0,10.0,0.5,0.0,0.0,5.0,10.0,0.5,0.5,4.0,4.0,1.0,6.0,4.0,10.0,1.0,2.0,0.0,0.0,1.0,14.0,/players/s/schefst01.html,,
5218,1993-94,26.0,SEA,NBA,C,1.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,/players/s/schefst01.html,,
5219,1994-95,27.0,SEA,NBA,C,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/s/schefst01.html,,
5220,1995-96,28.0,SEA,NBA,C,8.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,2.0,1.0,0.0,1.0,2.0,0.0,/players/s/schefst01.html,,
5221,2005-06,23.0,CHI,NBA,C,3.0,0.0,17.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,0.75,3.0,4.0,7.0,0.0,0.0,0.0,1.0,2.0,7.0,/players/s/schenlu01.html,,
5222,1992-93,24.0,NJN,NBA,C,5.0,0.0,106.0,13.0,29.0,0.448,0.0,0.0,13.0,29.0,0.448,0.448,3.0,6.0,0.5,6.0,19.0,25.0,4.0,1.0,6.0,3.0,12.0,29.0,/players/s/schindw01.html,,
5223,1985-86,23.0,DAL,NBA,SF,10.0,0.0,120.0,13.0,28.0,0.464,0.0,1.0,13.0,27.0,0.481,0.464,11.0,17.0,0.647,7.0,16.0,23.0,14.0,2.0,1.0,10.0,24.0,37.0,/players/s/schrede01.html,0.0,
5224,1986-87,24.0,DAL,NBA,SF,4.0,0.0,97.0,13.0,35.0,0.371,0.0,3.0,13.0,32.0,0.406,0.371,5.0,11.0,0.455,4.0,8.0,12.0,6.0,3.0,2.0,6.0,13.0,31.0,/players/s/schrede01.html,0.0,
5225,1987-88,25.0,DAL,NBA,SF,15.0,0.0,274.0,40.0,86.0,0.465,1.0,3.0,39.0,83.0,0.47,0.471,36.0,51.0,0.706,25.0,30.0,55.0,24.0,8.0,7.0,21.0,29.0,117.0,/players/s/schrede01.html,0.333,
5226,1989-90,27.0,IND,NBA,PF,3.0,3.0,125.0,23.0,47.0,0.489,0.0,3.0,23.0,44.0,0.523,0.489,15.0,16.0,0.938,5.0,17.0,22.0,5.0,2.0,1.0,10.0,13.0,61.0,/players/s/schrede01.html,0.0,
5227,1990-91,28.0,IND,NBA,PF,5.0,0.0,179.0,27.0,57.0,0.474,0.0,4.0,27.0,53.0,0.509,0.474,25.0,30.0,0.833,10.0,26.0,36.0,11.0,2.0,0.0,11.0,17.0,79.0,/players/s/schrede01.html,0.0,
5228,1991-92,29.0,IND,NBA,PF,3.0,0.0,120.0,18.0,47.0,0.383,2.0,4.0,16.0,43.0,0.372,0.404,25.0,28.0,0.893,12.0,27.0,39.0,7.0,2.0,1.0,7.0,10.0,63.0,/players/s/schrede01.html,0.5,
5229,1992-93,30.0,IND,NBA,PF,4.0,4.0,165.0,25.0,54.0,0.463,0.0,2.0,25.0,52.0,0.481,0.463,28.0,36.0,0.778,3.0,20.0,23.0,29.0,1.0,2.0,17.0,14.0,78.0,/players/s/schrede01.html,0.0,
5230,1993-94,31.0,SEA,NBA,SF,5.0,5.0,174.0,26.0,50.0,0.52,2.0,6.0,24.0,44.0,0.545,0.54,39.0,45.0,0.867,8.0,19.0,27.0,10.0,1.0,3.0,8.0,21.0,93.0,/players/s/schrede01.html,0.333,
5231,1994-95,32.0,SEA,NBA,SF,4.0,4.0,153.0,23.0,57.0,0.404,10.0,18.0,13.0,39.0,0.333,0.491,19.0,24.0,0.792,2.0,17.0,19.0,12.0,3.0,2.0,11.0,12.0,75.0,/players/s/schrede01.html,0.556,
5232,1995-96,33.0,SEA,NBA,SF,21.0,21.0,789.0,123.0,259.0,0.475,21.0,57.0,102.0,202.0,0.505,0.515,69.0,92.0,0.75,19.0,86.0,105.0,67.0,14.0,5.0,67.0,63.0,336.0,/players/s/schrede01.html,0.368,
5233,1996-97,34.0,SEA,NBA,SF,12.0,12.0,459.0,67.0,142.0,0.472,16.0,29.0,51.0,113.0,0.451,0.528,53.0,65.0,0.815,20.0,49.0,69.0,41.0,13.0,1.0,18.0,40.0,203.0,/players/s/schrede01.html,0.552,
5234,1997-98,35.0,SEA,NBA,SF,10.0,10.0,375.0,64.0,125.0,0.512,2.0,14.0,62.0,111.0,0.559,0.52,31.0,38.0,0.816,18.0,59.0,77.0,39.0,7.0,1.0,22.0,21.0,161.0,/players/s/schrede01.html,0.143,
5235,1999-00,37.0,POR,NBA,SF,15.0,0.0,276.0,22.0,56.0,0.393,1.0,6.0,21.0,50.0,0.42,0.402,39.0,47.0,0.83,10.0,43.0,53.0,30.0,4.0,0.0,15.0,29.0,84.0,/players/s/schrede01.html,0.167,
5236,2000-01,38.0,POR,NBA,SF,3.0,0.0,32.0,4.0,6.0,0.667,2.0,3.0,2.0,3.0,0.667,0.833,4.0,6.0,0.667,0.0,5.0,5.0,1.0,0.0,0.0,2.0,3.0,14.0,/players/s/schrede01.html,0.667,
5237,2013-14,20.0,ATL,NBA,PG,2.0,0.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,/players/s/schrode01.html,1.0,
5238,2014-15,21.0,ATL,NBA,PG,16.0,0.0,290.0,56.0,145.0,0.386,8.0,34.0,48.0,111.0,0.432,0.414,24.0,28.0,0.857,5.0,24.0,29.0,62.0,9.0,0.0,27.0,28.0,144.0,/players/s/schrode01.html,0.235,
5239,2015-16,22.0,ATL,NBA,PG,10.0,0.0,191.0,47.0,104.0,0.452,12.0,35.0,35.0,69.0,0.507,0.51,11.0,13.0,0.846,6.0,13.0,19.0,36.0,4.0,1.0,21.0,24.0,117.0,/players/s/schrode01.html,0.343,
5240,2016-17,23.0,ATL,NBA,PG,6.0,6.0,211.0,50.0,110.0,0.455,17.0,40.0,33.0,70.0,0.471,0.532,31.0,37.0,0.838,4.0,10.0,14.0,46.0,6.0,0.0,10.0,19.0,148.0,/players/s/schrode01.html,0.425,
5241,2018-19,25.0,OKC,NBA,PG,5.0,0.0,151.0,25.0,55.0,0.455,6.0,20.0,19.0,35.0,0.543,0.509,13.0,18.0,0.722,2.0,14.0,16.0,17.0,4.0,0.0,6.0,11.0,69.0,/players/s/schrode01.html,0.3,
5242,2019-20,26.0,OKC,NBA,PG,7.0,0.0,227.0,44.0,109.0,0.404,13.0,45.0,31.0,64.0,0.484,0.463,20.0,25.0,0.8,2.0,24.0,26.0,25.0,4.0,1.0,17.0,15.0,121.0,/players/s/schrode01.html,0.289,
5243,2020-21,27.0,LAL,NBA,SG,6.0,6.0,196.0,28.0,70.0,0.4,8.0,26.0,20.0,44.0,0.455,0.457,22.0,26.0,0.846,1.0,17.0,18.0,17.0,6.0,1.0,10.0,13.0,86.0,/players/s/schrode01.html,0.308,
5244,2007-08,27.0,HOU,NBA,PF,6.0,6.0,220.0,30.0,67.0,0.448,0.0,1.0,30.0,66.0,0.455,0.448,24.0,35.0,0.686,24.0,32.0,56.0,8.0,4.0,1.0,12.0,30.0,84.0,/players/s/scolalu01.html,0.0,
5245,2008-09,28.0,HOU,NBA,PF,13.0,13.0,424.0,77.0,156.0,0.494,0.0,0.0,77.0,156.0,0.494,0.494,33.0,49.0,0.673,28.0,81.0,109.0,23.0,7.0,3.0,22.0,45.0,187.0,/players/s/scolalu01.html,,
5246,2013-14,33.0,IND,NBA,PF,18.0,0.0,243.0,48.0,105.0,0.457,1.0,3.0,47.0,102.0,0.461,0.462,13.0,22.0,0.591,11.0,31.0,42.0,9.0,6.0,3.0,7.0,29.0,110.0,/players/s/scolalu01.html,0.333,
5247,2015-16,35.0,TOR,NBA,PF,11.0,9.0,140.0,8.0,31.0,0.258,4.0,21.0,4.0,10.0,0.4,0.323,8.0,11.0,0.727,2.0,16.0,18.0,7.0,3.0,0.0,5.0,22.0,28.0,/players/s/scolalu01.html,0.19,
5248,1993-94,25.0,ORL,NBA,SF,3.0,3.0,99.0,14.0,41.0,0.341,7.0,22.0,7.0,19.0,0.368,0.427,8.0,10.0,0.8,1.0,5.0,6.0,3.0,2.0,3.0,8.0,7.0,43.0,/players/s/scottde01.html,0.318,
5249,1994-95,26.0,ORL,NBA,SF,21.0,15.0,746.0,109.0,264.0,0.413,56.0,151.0,53.0,113.0,0.469,0.519,34.0,40.0,0.85,9.0,54.0,63.0,45.0,22.0,5.0,33.0,62.0,308.0,/players/s/scottde01.html,0.371,
5250,1995-96,27.0,ORL,NBA,SF,12.0,12.0,446.0,48.0,116.0,0.414,26.0,69.0,22.0,47.0,0.468,0.526,14.0,22.0,0.636,9.0,34.0,43.0,23.0,9.0,1.0,15.0,37.0,136.0,/players/s/scottde01.html,0.377,
5251,1996-97,28.0,ORL,NBA,SF,5.0,1.0,94.0,6.0,23.0,0.261,3.0,11.0,3.0,12.0,0.25,0.326,0.0,0.0,,2.0,7.0,9.0,5.0,2.0,0.0,2.0,8.0,15.0,/players/s/scottde01.html,0.273,
5252,1997-98,29.0,PHO,NBA,SF,4.0,0.0,62.0,7.0,17.0,0.412,3.0,8.0,4.0,9.0,0.444,0.5,0.0,0.0,,2.0,6.0,8.0,1.0,1.0,0.0,2.0,2.0,17.0,/players/s/scottde01.html,0.375,
5253,2012-13,24.0,ATL,NBA,PF,4.0,0.0,20.0,5.0,10.0,0.5,0.0,1.0,5.0,9.0,0.556,0.5,3.0,4.0,0.75,1.0,6.0,7.0,1.0,0.0,0.0,0.0,2.0,13.0,/players/s/scottmi01.html,0.0,
5254,2013-14,25.0,ATL,NBA,PF,7.0,0.0,146.0,23.0,63.0,0.365,10.0,31.0,13.0,32.0,0.406,0.444,10.0,14.0,0.714,3.0,15.0,18.0,3.0,1.0,0.0,2.0,11.0,66.0,/players/s/scottmi01.html,0.323,
5255,2014-15,26.0,ATL,NBA,PF,11.0,0.0,172.0,21.0,55.0,0.382,4.0,26.0,17.0,29.0,0.586,0.418,4.0,4.0,1.0,16.0,30.0,46.0,5.0,5.0,0.0,7.0,16.0,50.0,/players/s/scottmi01.html,0.154,
5256,2015-16,27.0,ATL,NBA,PF,10.0,0.0,161.0,25.0,40.0,0.625,8.0,16.0,17.0,24.0,0.708,0.725,7.0,8.0,0.875,5.0,27.0,32.0,5.0,3.0,3.0,8.0,20.0,65.0,/players/s/scottmi01.html,0.5,
5257,2017-18,29.0,WAS,NBA,PF,6.0,0.0,126.0,26.0,41.0,0.634,7.0,11.0,19.0,30.0,0.633,0.72,6.0,6.0,1.0,6.0,15.0,21.0,4.0,2.0,1.0,5.0,10.0,65.0,/players/s/scottmi01.html,0.636,
5258,2018-19,30.0,PHI,NBA,PF,10.0,0.0,193.0,21.0,47.0,0.447,12.0,34.0,9.0,13.0,0.692,0.574,2.0,2.0,1.0,4.0,30.0,34.0,5.0,3.0,0.0,7.0,22.0,56.0,/players/s/scottmi01.html,0.353,
5259,2019-20,31.0,PHI,NBA,PF,4.0,0.0,20.0,1.0,5.0,0.2,0.0,2.0,1.0,3.0,0.333,0.2,4.0,4.0,1.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,2.0,6.0,/players/s/scottmi01.html,0.0,
5260,2020-21,32.0,PHI,NBA,PF,5.0,0.0,34.0,2.0,9.0,0.222,2.0,7.0,0.0,2.0,0.0,0.333,0.0,0.0,,1.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,6.0,/players/s/scottmi01.html,0.286,
5261,1997-98,25.0,CLE,NBA,C,1.0,0.0,3.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,/players/s/scottsh01.html,,
