,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%
4750,2004-05,29.0,IND,NBA,C,9.0,0.0,7.4,0.7,1.7,0.4,0.0,0.0,0.7,1.7,0.4,0.4,0.1,0.2,0.5,0.4,0.8,1.2,0.1,0.1,0.0,0.4,1.0,1.4,/players/p/pollasc01.html,
4751,2005-06,30.0,IND,NBA,C,4.0,0.0,3.8,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,1.0,1.3,0.0,0.3,0.0,0.3,1.3,0.0,/players/p/pollasc01.html,
4752,2006-07,31.0,CLE,NBA,C,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,/players/p/pollasc01.html,
4753,1987-88,23.0,SEA,NBA,C,5.0,0.0,8.8,1.0,2.2,0.455,0.0,0.0,1.0,2.2,0.455,0.455,0.0,0.4,0.0,0.4,1.2,1.6,0.0,0.6,0.0,0.2,1.2,2.0,/players/p/polynol01.html,
4754,1988-89,24.0,SEA,NBA,C,8.0,0.0,20.3,3.1,5.1,0.61,0.0,0.0,3.1,5.1,0.61,0.61,0.9,1.6,0.538,3.4,4.4,7.8,0.1,0.8,0.5,0.6,4.0,7.1,/players/p/polynol01.html,
4755,1991-92,27.0,LAC,NBA,C,5.0,0.0,12.6,1.4,2.4,0.583,0.0,0.0,1.4,2.4,0.583,0.583,0.4,1.2,0.333,0.4,3.2,3.6,0.4,0.2,0.2,0.2,2.2,3.2,/players/p/polynol01.html,
4756,1995-96,31.0,SAC,NBA,C,4.0,4.0,35.3,6.0,11.5,0.522,0.3,0.3,5.8,11.3,0.511,0.533,1.5,2.3,0.667,4.0,8.0,12.0,0.8,0.3,1.8,0.8,3.8,13.8,/players/p/polynol01.html,1.0
4757,1999-00,35.0,UTA,NBA,C,10.0,10.0,26.0,2.8,5.2,0.538,0.0,0.0,2.8,5.2,0.538,0.538,0.3,0.6,0.5,2.4,4.2,6.6,0.5,0.3,0.8,1.3,3.6,5.9,/players/p/polynol01.html,
4758,2000-01,36.0,UTA,NBA,C,5.0,5.0,20.0,3.2,6.0,0.533,0.0,0.2,3.2,5.8,0.552,0.533,1.4,2.0,0.7,3.2,0.6,3.8,0.2,0.2,0.4,1.2,2.4,7.8,/players/p/polynol01.html,0.0
4759,2010-11,22.0,NOH,NBA,SF,3.0,0.0,3.0,0.3,2.0,0.167,0.0,1.0,0.3,1.0,0.333,0.167,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.7,/players/p/pondequ01.html,0.0
4760,2011-12,23.0,MEM,NBA,SF,7.0,0.0,16.3,1.7,2.6,0.667,0.3,0.6,1.4,2.0,0.714,0.722,1.0,1.3,0.778,0.4,1.9,2.3,0.3,0.6,0.0,0.7,1.9,4.7,/players/p/pondequ01.html,0.5
4761,2012-13,24.0,MEM,NBA,SF,15.0,0.0,23.8,3.1,6.3,0.489,1.6,3.5,1.5,2.7,0.537,0.617,1.1,1.9,0.607,0.6,1.9,2.5,0.7,0.7,0.1,0.6,2.1,8.9,/players/p/pondequ01.html,0.453
4762,2014-15,26.0,NOP,NBA,SF,4.0,4.0,31.0,2.5,7.0,0.357,0.8,2.5,1.8,4.5,0.389,0.411,1.5,1.8,0.857,0.8,4.3,5.0,3.0,1.8,0.0,0.3,3.3,7.3,/players/p/pondequ01.html,0.3
4763,2018-19,30.0,SAS,NBA,SF,5.0,0.0,2.4,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.4,0.0,/players/p/pondequ01.html,0.0
4764,2021-22,22.0,GSW,NBA,SG,14.0,5.0,30.3,6.5,12.4,0.523,2.3,5.8,4.2,6.6,0.634,0.615,3.6,3.9,0.909,0.6,2.6,3.2,4.4,0.9,0.4,2.6,2.9,18.9,/players/p/poolejo01.html,0.395
4765,1997-98,25.0,IND,NBA,SF,7.0,0.0,6.0,0.6,0.9,0.667,0.0,0.1,0.6,0.7,0.8,0.667,0.1,0.1,1.0,0.3,0.4,0.7,0.1,0.1,0.0,0.1,1.1,1.3,/players/p/popema01.html,0.0
4766,2000-01,28.0,MIL,NBA,PF,6.0,3.0,7.7,0.8,1.7,0.5,0.0,0.2,0.8,1.5,0.556,0.5,0.0,0.0,,0.8,1.2,2.0,0.3,0.3,0.0,0.0,1.0,1.7,/players/p/popema01.html,0.0
4767,2019-20,21.0,DEN,NBA,SF,19.0,3.0,23.7,4.1,8.6,0.476,1.8,4.7,2.3,3.9,0.587,0.579,1.4,1.8,0.743,1.1,5.6,6.7,0.8,0.7,0.3,1.3,2.3,11.4,/players/p/portemi01.html,0.382
4768,2020-21,22.0,DEN,NBA,SF,10.0,10.0,33.2,6.4,13.5,0.474,2.9,7.3,3.5,6.2,0.565,0.581,1.7,2.1,0.81,1.2,5.0,6.2,1.3,1.1,0.3,1.6,3.1,17.4,/players/p/portemi01.html,0.397
4769,2013-14,20.0,WAS,NBA,SF,3.0,0.0,2.0,0.3,1.0,0.333,0.0,0.3,0.3,0.7,0.5,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,/players/p/porteot01.html,0.0
4770,2014-15,21.0,WAS,NBA,SF,10.0,0.0,33.1,3.9,8.8,0.443,1.2,3.2,2.7,5.6,0.482,0.511,1.0,2.1,0.476,2.4,5.6,8.0,1.8,1.2,0.2,0.6,1.6,10.0,/players/p/porteot01.html,0.375
4771,2016-17,23.0,WAS,NBA,SF,13.0,13.0,32.9,4.5,8.4,0.532,0.8,3.0,3.6,5.4,0.671,0.583,2.4,2.7,0.886,1.2,5.8,6.9,1.8,1.6,0.5,0.8,2.0,12.2,/players/p/porteot01.html,0.282
4772,2017-18,24.0,WAS,NBA,SF,5.0,5.0,31.6,4.0,8.2,0.488,1.0,2.4,3.0,5.8,0.517,0.549,1.0,1.6,0.625,0.2,4.8,5.0,1.6,1.2,1.0,0.6,1.2,10.0,/players/p/porteot01.html,0.417
4773,2021-22,28.0,GSW,NBA,PF,13.0,0.0,20.7,2.2,4.6,0.467,0.8,2.4,1.4,2.2,0.621,0.55,0.4,0.5,0.714,0.8,3.3,4.1,2.2,0.8,0.4,0.8,2.2,5.5,/players/p/porteot01.html,0.323
4774,1985-86,22.0,POR,NBA,PG,4.0,0.0,17.0,3.0,6.8,0.444,0.3,1.5,2.8,5.3,0.524,0.463,0.5,1.0,0.5,0.3,1.0,1.3,3.0,0.8,0.5,1.5,2.5,6.8,/players/p/portete01.html,0.167
4775,1986-87,23.0,POR,NBA,PG,4.0,4.0,37.5,6.0,12.5,0.48,0.5,1.3,5.5,11.3,0.489,0.5,4.5,5.0,0.9,0.3,4.5,4.8,10.0,2.5,0.5,3.3,3.5,17.0,/players/p/portete01.html,0.4
4776,1987-88,24.0,POR,NBA,PG,4.0,4.0,37.3,7.3,13.0,0.558,0.3,0.8,7.0,12.3,0.571,0.567,2.3,3.3,0.692,1.0,2.5,3.5,7.0,2.5,0.0,3.3,3.3,17.0,/players/p/portete01.html,0.333
4777,1988-89,25.0,POR,NBA,PG,3.0,3.0,41.3,8.7,17.3,0.5,1.3,3.7,7.3,13.7,0.537,0.538,3.3,4.0,0.833,2.0,3.3,5.3,8.3,0.3,0.3,2.3,2.7,22.0,/players/p/portete01.html,0.364
4778,1989-90,26.0,POR,NBA,PG,21.0,21.0,38.8,6.0,13.0,0.464,1.9,4.9,4.1,8.2,0.506,0.536,6.6,7.9,0.842,0.4,2.5,2.9,7.4,1.3,0.1,3.0,2.4,20.6,/players/p/portete01.html,0.392
4779,1990-91,27.0,POR,NBA,PG,16.0,16.0,37.2,6.4,12.8,0.5,1.1,2.9,5.3,9.8,0.541,0.542,4.3,4.9,0.861,0.5,2.3,2.8,6.6,1.5,0.1,2.0,2.0,18.1,/players/p/portete01.html,0.362
4780,1991-92,28.0,POR,NBA,PG,21.0,21.0,41.4,7.0,13.6,0.516,1.8,3.7,5.2,9.9,0.531,0.581,5.7,6.8,0.832,1.2,3.4,4.6,6.7,1.0,0.1,2.2,2.3,21.4,/players/p/portete01.html,0.474
4781,1992-93,29.0,POR,NBA,PG,4.0,4.0,38.0,6.8,17.0,0.397,0.8,4.8,6.0,12.3,0.49,0.419,2.3,2.8,0.818,1.0,4.0,5.0,2.0,1.0,0.0,1.5,2.5,16.5,/players/p/portete01.html,0.158
4782,1993-94,30.0,POR,NBA,PG,4.0,0.0,19.0,3.0,8.8,0.343,1.5,3.5,1.5,5.3,0.286,0.429,2.8,3.5,0.786,0.3,2.8,3.0,2.3,1.0,0.0,0.5,0.8,10.3,/players/p/portete01.html,0.429
4783,1994-95,31.0,POR,NBA,PG,3.0,0.0,7.0,2.3,4.3,0.538,0.7,1.7,1.7,2.7,0.625,0.615,1.0,1.7,0.6,0.3,0.3,0.7,1.3,0.0,0.0,0.3,2.0,6.3,/players/p/portete01.html,0.4
4784,1996-97,33.0,MIN,NBA,PG,3.0,0.0,15.3,1.7,4.3,0.385,1.0,3.0,0.7,1.3,0.5,0.5,1.0,1.3,0.75,0.3,0.7,1.0,3.0,0.7,0.7,0.7,0.7,5.3,/players/p/portete01.html,0.333
4785,1997-98,34.0,MIN,NBA,PG,5.0,4.0,37.6,5.4,12.6,0.429,2.0,5.0,3.4,7.6,0.447,0.508,3.0,3.6,0.833,1.4,3.6,5.0,3.2,1.0,0.0,0.8,2.0,15.8,/players/p/portete01.html,0.4
4786,1998-99,35.0,MIA,NBA,PG,5.0,0.0,27.8,3.0,6.4,0.469,0.6,2.4,2.4,4.0,0.6,0.516,2.4,3.0,0.8,0.6,3.2,3.8,3.0,0.6,0.0,1.6,1.6,9.0,/players/p/portete01.html,0.25
4787,1999-00,36.0,SAS,NBA,PG,4.0,0.0,22.3,2.0,7.8,0.258,1.0,3.5,1.0,4.3,0.235,0.323,0.0,0.0,,0.0,0.3,0.3,1.3,1.5,0.0,1.8,1.0,5.0,/players/p/portete01.html,0.286
4788,2000-01,37.0,SAS,NBA,PG,13.0,13.0,25.1,3.0,6.6,0.453,1.0,3.0,2.0,3.6,0.553,0.529,1.3,1.7,0.773,0.1,1.8,1.8,3.4,0.8,0.0,1.7,1.2,8.3,/players/p/portete01.html,0.333
4789,2001-02,38.0,SAS,NBA,PG,10.0,0.0,13.1,1.3,3.5,0.371,0.5,1.7,0.8,1.8,0.444,0.443,0.2,0.4,0.5,0.1,0.8,0.9,0.8,0.4,0.0,0.5,1.0,3.3,/players/p/portete01.html,0.294
4790,2016-17,21.0,CHI,NBA,PF,6.0,0.0,20.2,2.8,5.5,0.515,1.0,2.2,1.8,3.3,0.55,0.606,0.0,0.0,,0.8,5.2,6.0,1.2,0.5,0.5,1.0,1.7,6.7,/players/p/portibo01.html,0.462
4791,2020-21,25.0,MIL,NBA,C,20.0,2.0,18.3,3.5,7.6,0.464,0.9,2.6,2.6,5.0,0.525,0.523,0.9,1.3,0.72,1.7,3.4,5.0,0.6,0.7,0.4,0.5,1.6,8.8,/players/p/portibo01.html,0.346
4792,2021-22,26.0,MIL,NBA,C,12.0,5.0,24.8,4.0,9.6,0.417,1.2,3.9,2.8,5.7,0.5,0.478,1.4,1.8,0.773,2.1,7.9,10.0,0.8,0.4,0.3,1.3,2.2,10.6,/players/p/portibo01.html,0.298
4793,2019-20,24.0,DAL,NBA,C,3.0,3.0,31.3,7.0,13.3,0.525,3.0,5.7,4.0,7.7,0.522,0.638,6.7,7.7,0.87,1.0,7.7,8.7,0.7,0.0,1.0,1.0,3.0,23.7,/players/p/porzikr01.html,0.529
4794,2020-21,25.0,DAL,NBA,C,7.0,7.0,33.3,4.9,10.3,0.472,1.1,3.9,3.7,6.4,0.578,0.528,2.3,2.7,0.842,1.0,4.4,5.4,1.3,1.3,0.7,0.4,2.7,13.1,/players/p/porzikr01.html,0.296
4795,2003-04,27.0,MEM,NBA,SG,4.0,4.0,32.5,3.8,9.3,0.405,0.3,1.5,3.5,7.8,0.452,0.419,4.8,5.3,0.905,2.0,3.5,5.5,1.0,2.3,0.5,1.5,3.3,12.5,/players/p/poseyja01.html,0.167
4796,2004-05,28.0,MEM,NBA,SF,4.0,0.0,25.0,2.8,6.3,0.44,1.8,3.8,1.0,2.5,0.4,0.58,2.5,3.3,0.769,0.3,3.0,3.3,1.0,0.5,0.3,1.3,3.5,9.8,/players/p/poseyja01.html,0.467
4797,2005-06,29.0,MIA,NBA,SF,22.0,1.0,27.6,2.2,5.2,0.43,1.6,3.8,0.6,1.4,0.452,0.583,1.2,1.7,0.73,0.7,5.0,5.7,0.9,0.8,0.1,0.5,3.2,7.3,/players/p/poseyja01.html,0.422
4798,2006-07,30.0,MIA,NBA,SF,4.0,1.0,34.8,2.5,6.5,0.385,1.5,4.8,1.0,1.8,0.571,0.5,1.3,1.3,1.0,0.3,7.5,7.8,1.5,2.0,1.3,1.3,4.5,7.8,/players/p/poseyja01.html,0.316
4799,2007-08,31.0,BOS,NBA,PF,26.0,0.0,22.0,2.0,4.6,0.437,1.3,3.4,0.7,1.2,0.548,0.584,1.3,1.5,0.875,0.5,3.1,3.6,1.1,1.0,0.3,0.5,2.3,6.7,/players/p/poseyja01.html,0.398
4800,2008-09,32.0,NOH,NBA,SG,5.0,0.0,24.6,3.0,8.0,0.375,1.0,3.8,2.0,4.2,0.476,0.438,4.4,5.2,0.846,1.0,5.2,6.2,0.6,0.6,0.0,2.0,2.4,11.4,/players/p/poseyja01.html,0.263
4801,1997-98,22.0,CLE,NBA,C,4.0,0.0,17.5,1.5,3.8,0.4,0.0,0.0,1.5,3.8,0.4,0.4,1.3,2.5,0.5,0.8,2.0,2.8,0.8,0.5,0.0,1.5,2.0,4.3,/players/p/potapvi01.html,
4802,2004-05,29.0,SEA,NBA,C,5.0,0.0,7.4,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,0.6,0.8,1.4,0.0,0.0,0.0,0.0,1.6,2.0,/players/p/potapvi01.html,
4803,2005-06,30.0,SAC,NBA,C,4.0,0.0,2.3,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.5,1.0,/players/p/potapvi01.html,
4804,2007-08,24.0,BOS,NBA,C,23.0,1.0,11.7,1.6,3.2,0.493,0.0,0.0,1.6,3.2,0.493,0.493,1.9,2.9,0.667,1.4,1.3,2.7,0.2,0.0,0.1,0.5,2.0,5.0,/players/p/powele01.html,
4805,2008-09,25.0,BOS,NBA,PF,2.0,0.0,12.0,1.5,3.5,0.429,0.0,0.0,1.5,3.5,0.429,0.429,2.0,3.0,0.667,0.5,4.0,4.5,0.0,0.0,0.0,0.5,1.5,5.0,/players/p/powele01.html,
4806,2009-10,26.0,CLE,NBA,SF,3.0,0.0,3.0,0.3,1.3,0.25,0.0,0.0,0.3,1.3,0.25,0.25,1.0,1.3,0.75,0.3,0.3,0.7,0.0,0.0,0.0,0.3,1.0,1.7,/players/p/powele01.html,
4807,2010-11,27.0,MEM,NBA,C,4.0,0.0,3.5,0.5,2.0,0.25,0.0,0.0,0.5,2.0,0.25,0.25,0.8,1.0,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.8,/players/p/powele01.html,
4808,2014-15,23.0,DAL,NBA,PF,2.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,/players/p/poweldw01.html,
4809,2015-16,24.0,DAL,NBA,PF,4.0,0.0,16.0,2.3,4.8,0.474,0.0,0.3,2.3,4.5,0.5,0.474,1.5,2.8,0.545,2.3,2.0,4.3,1.0,0.3,0.0,0.3,1.3,6.0,/players/p/poweldw01.html,0.0
4810,2020-21,29.0,DAL,NBA,C,7.0,0.0,7.4,1.0,1.1,0.875,0.0,0.0,1.0,1.1,0.875,0.875,0.7,0.9,0.833,0.7,1.1,1.9,0.9,0.3,0.0,0.1,1.1,2.7,/players/p/poweldw01.html,
4811,2021-22,30.0,DAL,NBA,C,16.0,16.0,14.4,1.3,2.1,0.618,0.0,0.1,1.3,2.0,0.656,0.618,0.8,1.4,0.591,1.0,1.8,2.8,0.3,0.2,0.4,0.6,2.4,3.4,/players/p/poweldw01.html,0.0
4812,2005-06,23.0,DAL,NBA,PF,6.0,0.0,4.2,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,,0.3,0.0,0.3,0.2,0.0,0.0,0.2,0.8,0.0,/players/p/poweljo01.html,
4813,2006-07,24.0,GSW,NBA,PF,4.0,0.0,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.3,0.5,0.5,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,/players/p/poweljo01.html,
4814,2008-09,26.0,LAL,NBA,PF,14.0,0.0,5.2,0.8,1.9,0.423,0.1,0.1,0.7,1.8,0.4,0.442,0.4,0.4,1.0,0.5,0.7,1.2,0.3,0.0,0.1,0.3,0.6,2.1,/players/p/poweljo01.html,1.0
4815,2009-10,27.0,LAL,NBA,PF,13.0,0.0,3.1,0.2,0.6,0.375,0.0,0.1,0.2,0.5,0.429,0.375,0.2,0.3,0.75,0.2,0.3,0.5,0.1,0.0,0.0,0.1,0.7,0.7,/players/p/poweljo01.html,0.0
4816,2010-11,28.0,ATL,NBA,PF,9.0,0.0,5.3,0.6,1.0,0.556,0.0,0.0,0.6,1.0,0.556,0.556,0.0,0.0,,0.3,0.7,1.0,0.1,0.0,0.0,0.2,0.9,1.1,/players/p/poweljo01.html,
4817,2015-16,22.0,TOR,NBA,SG,18.0,3.0,11.4,1.5,3.9,0.386,0.4,1.4,1.1,2.4,0.455,0.436,0.4,0.4,0.875,0.2,1.3,1.5,0.3,0.7,0.1,0.3,1.0,3.8,/players/p/powelno01.html,0.269
4818,2016-17,23.0,TOR,NBA,SG,9.0,5.0,25.2,3.9,9.1,0.427,1.7,3.8,2.2,5.3,0.417,0.518,2.2,2.7,0.833,0.6,2.6,3.1,1.6,1.1,0.3,1.7,2.8,11.7,/players/p/powelno01.html,0.441
4819,2017-18,24.0,TOR,NBA,SG,6.0,0.0,6.7,0.7,2.3,0.286,0.2,1.2,0.5,1.2,0.429,0.321,0.5,0.7,0.75,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.7,2.0,/players/p/powelno01.html,0.143
4820,2018-19,25.0,TOR,NBA,SG,23.0,0.0,15.9,2.4,5.5,0.444,1.0,2.7,1.4,2.8,0.5,0.54,0.6,0.8,0.737,0.2,2.0,2.2,1.1,0.4,0.0,0.5,1.3,6.5,/players/p/powelno01.html,0.387
4821,2019-20,26.0,TOR,NBA,SG,11.0,0.0,24.8,4.6,9.5,0.49,2.0,4.7,2.6,4.7,0.558,0.596,2.1,2.6,0.793,0.4,2.0,2.4,1.0,0.5,0.3,1.0,2.6,13.4,/players/p/powelno01.html,0.423
4822,2020-21,27.0,POR,NBA,SF,6.0,6.0,36.0,6.3,12.7,0.5,1.7,4.3,4.7,8.3,0.56,0.566,2.7,3.0,0.889,0.5,1.7,2.2,2.0,0.8,1.0,1.2,2.8,17.0,/players/p/powelno01.html,0.385
4823,2014-15,23.0,BOS,NBA,PG,2.0,0.0,2.5,0.0,1.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,/players/p/pressph01.html,0.0
4824,2010-11,24.0,IND,NBA,PG,5.0,0.0,16.0,2.6,7.0,0.371,1.4,3.2,1.2,3.8,0.316,0.471,1.8,2.0,0.9,0.4,1.0,1.4,1.2,0.6,0.0,1.4,1.0,8.4,/players/p/priceaj01.html,0.438
4825,2011-12,25.0,IND,NBA,PG,4.0,0.0,1.8,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5,0.5,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.0,0.0,0.0,0.5,/players/p/priceaj01.html,
4826,1997-98,29.0,HOU,NBA,PG,5.0,0.0,15.0,1.2,3.0,0.4,1.0,2.6,0.2,0.4,0.5,0.567,0.4,0.6,0.667,0.2,1.6,1.8,1.2,0.8,0.0,1.2,2.4,3.8,/players/p/pricebr01.html,0.385
4827,1998-99,30.0,HOU,NBA,PG,4.0,0.0,24.5,2.8,6.0,0.458,1.3,3.5,1.5,2.5,0.6,0.563,1.5,1.5,1.0,0.8,1.3,2.0,3.5,1.0,0.3,1.5,1.3,8.3,/players/p/pricebr01.html,0.357
4828,1987-88,23.0,CLE,NBA,PG,5.0,5.0,41.0,7.6,13.4,0.567,1.0,2.4,6.6,11.0,0.6,0.604,4.8,5.0,0.96,0.6,3.0,3.6,7.6,0.6,0.0,1.6,2.2,21.0,/players/p/pricema01.html,0.417
4829,1988-89,24.0,CLE,NBA,PG,4.0,4.0,39.5,5.5,14.3,0.386,1.5,4.0,4.0,10.3,0.39,0.439,3.5,3.8,0.933,1.0,2.3,3.3,5.5,0.8,0.0,4.8,0.8,16.0,/players/p/pricema01.html,0.375
4830,1989-90,25.0,CLE,NBA,PG,5.0,5.0,38.4,6.4,12.2,0.525,1.2,3.4,5.2,8.8,0.591,0.574,6.0,6.0,1.0,0.0,2.8,2.8,8.8,1.8,0.2,3.0,1.8,20.0,/players/p/pricema01.html,0.353
4831,1991-92,27.0,CLE,NBA,PG,17.0,17.0,35.5,6.9,14.0,0.496,1.5,4.1,5.5,9.9,0.55,0.548,3.9,4.3,0.904,0.6,1.9,2.5,7.5,1.4,0.2,3.3,2.0,19.2,/players/p/pricema01.html,0.362
4832,1992-93,28.0,CLE,NBA,PG,9.0,9.0,32.0,4.8,10.8,0.443,0.9,2.9,3.9,7.9,0.493,0.485,2.6,2.7,0.958,0.1,2.0,2.1,6.1,1.7,0.0,3.7,1.4,13.0,/players/p/pricema01.html,0.308
4833,1993-94,29.0,CLE,NBA,PG,3.0,3.0,34.0,5.0,14.3,0.349,0.7,3.0,4.3,11.3,0.382,0.372,4.3,4.7,0.929,0.3,1.7,2.0,4.7,1.3,0.0,3.0,2.0,15.0,/players/p/pricema01.html,0.222
4834,1994-95,30.0,CLE,NBA,PG,4.0,4.0,35.8,3.0,10.0,0.3,1.0,4.3,2.0,5.8,0.348,0.35,8.0,8.3,0.97,0.5,2.5,3.0,6.5,1.5,0.0,4.5,1.3,15.0,/players/p/pricema01.html,0.235
4835,2005-06,22.0,SAC,NBA,PG,4.0,0.0,2.3,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,/players/p/pricero01.html,
4836,2007-08,24.0,UTA,NBA,PG,12.0,0.0,5.7,0.8,2.6,0.323,0.3,1.2,0.6,1.4,0.412,0.371,0.8,1.1,0.769,0.1,0.3,0.3,0.9,0.5,0.2,0.5,0.5,2.8,/players/p/pricero01.html,0.214
4837,2008-09,25.0,UTA,NBA,PG,2.0,0.0,8.0,1.5,5.0,0.3,0.0,1.5,1.5,3.5,0.429,0.3,1.0,1.0,1.0,1.5,0.0,1.5,2.5,0.5,0.0,0.0,2.0,4.0,/players/p/pricero01.html,0.0
4838,2009-10,26.0,UTA,NBA,PG,10.0,0.0,9.0,0.7,2.4,0.292,0.2,0.7,0.5,1.7,0.294,0.333,0.4,0.8,0.5,0.5,0.5,1.0,1.4,0.4,0.1,0.2,2.0,2.0,/players/p/pricero01.html,0.286
4839,2012-13,35.0,NYK,NBA,PG,11.0,10.0,20.9,1.5,3.9,0.395,1.2,2.7,0.4,1.2,0.308,0.547,0.2,0.4,0.5,0.2,1.4,1.5,3.2,1.3,0.1,0.5,1.9,4.5,/players/p/prigipa01.html,0.433
4840,2014-15,37.0,HOU,NBA,PG,17.0,0.0,17.2,1.1,3.4,0.333,0.7,2.4,0.4,0.9,0.438,0.439,0.2,0.2,0.75,0.4,0.8,1.1,2.3,0.9,0.0,0.7,2.4,3.1,/players/p/prigipa01.html,0.293
4841,2015-16,38.0,LAC,NBA,PG,5.0,0.0,5.2,0.0,1.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,,0.4,0.2,0.6,1.4,0.0,0.0,0.6,1.6,0.0,/players/p/prigipa01.html,0.0
4842,2016-17,22.0,ATL,NBA,SF,6.0,6.0,31.2,4.8,8.7,0.558,0.7,2.3,4.2,6.3,0.658,0.596,0.8,0.8,1.0,1.2,4.2,5.3,1.3,0.3,0.2,1.2,1.5,11.2,/players/p/princta02.html,0.286
4843,2021-22,27.0,MIN,NBA,PF,5.0,0.0,13.0,2.0,5.4,0.37,0.8,2.8,1.2,2.6,0.462,0.444,1.2,1.4,0.857,0.2,1.4,1.6,1.2,0.4,0.2,0.8,1.0,6.0,/players/p/princta02.html,0.286
4844,2002-03,22.0,DET,NBA,SF,15.0,3.0,25.5,3.3,7.7,0.426,0.9,3.2,2.3,4.5,0.522,0.487,1.9,2.5,0.763,0.7,3.1,3.8,1.5,0.5,0.9,1.1,1.3,9.4,/players/p/princta01.html,0.292
4845,2003-04,23.0,DET,NBA,SF,23.0,23.0,34.6,3.8,9.2,0.41,0.6,2.1,3.2,7.1,0.454,0.441,1.8,2.4,0.745,1.8,4.2,6.0,2.3,1.1,1.3,0.8,2.7,9.9,/players/p/princta01.html,0.265
4846,2004-05,24.0,DET,NBA,SF,25.0,25.0,40.9,5.3,12.3,0.433,0.9,2.4,4.4,9.9,0.449,0.469,1.9,2.4,0.8,2.2,4.1,6.3,3.3,1.0,0.4,1.5,2.0,13.4,/players/p/princta01.html,0.367
4847,2005-06,25.0,DET,NBA,SF,18.0,18.0,41.4,5.9,12.8,0.459,1.2,2.6,4.7,10.3,0.459,0.504,3.5,4.2,0.829,2.4,3.3,5.7,3.0,0.7,0.8,1.7,1.3,16.4,/players/p/princta01.html,0.457
4848,2006-07,26.0,DET,NBA,SF,16.0,16.0,41.6,5.2,12.5,0.415,1.1,2.8,4.1,9.8,0.417,0.46,2.6,3.4,0.759,1.7,4.8,6.4,3.8,0.9,0.3,1.9,1.9,14.1,/players/p/princta01.html,0.409
4849,2007-08,27.0,DET,NBA,SF,17.0,17.0,39.5,5.9,12.2,0.481,0.5,1.5,5.4,10.8,0.503,0.5,1.6,2.0,0.794,1.9,3.6,5.5,3.2,0.8,0.5,1.9,1.8,13.8,/players/p/princta01.html,0.32
4850,2008-09,28.0,DET,NBA,SF,4.0,4.0,32.3,1.8,6.8,0.259,0.3,1.3,1.5,5.5,0.273,0.278,0.0,0.0,,0.3,3.3,3.5,1.3,0.3,0.0,1.3,1.0,3.8,/players/p/princta01.html,0.2
4851,2012-13,32.0,MEM,NBA,SF,15.0,15.0,30.3,2.9,8.1,0.355,0.3,1.3,2.5,6.8,0.373,0.376,0.9,1.5,0.609,0.8,3.0,3.8,1.9,0.5,0.3,0.7,1.2,7.0,/players/p/princta01.html,0.263
4852,2013-14,33.0,MEM,NBA,SF,7.0,6.0,16.1,1.4,3.7,0.385,0.1,0.6,1.3,3.1,0.409,0.404,0.0,0.0,,0.6,0.9,1.4,0.9,0.1,0.0,0.1,1.1,3.0,/players/p/princta01.html,0.25
4853,2020-21,23.0,BOS,NBA,SG,5.0,0.0,13.4,1.2,3.4,0.353,0.6,2.0,0.6,1.4,0.429,0.441,0.4,0.4,1.0,0.4,1.4,1.8,2.4,0.4,0.0,0.6,0.8,3.4,/players/p/pritcpa01.html,0.3
