,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%
1315,1994-95,25.0,UTA,NBA,PG,3.0,0.0,8.0,0.7,1.0,0.667,0.0,0.0,0.7,1.0,0.667,0.667,1.0,1.7,0.6,0.0,0.0,0.0,2.0,0.3,0.0,0.0,0.7,2.3,/players/c/crottjo01.html,
1316,1995-96,26.0,CLE,NBA,PG,2.0,0.0,4.5,0.0,0.0,,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,/players/c/crottjo01.html,
1317,1996-97,27.0,MIA,NBA,PG,15.0,0.0,8.3,0.9,2.2,0.394,0.3,0.8,0.5,1.4,0.381,0.47,0.4,0.5,0.857,0.3,0.4,0.7,0.7,0.3,0.0,0.9,1.0,2.5,/players/c/crottjo01.html,0.417
1318,1999-00,30.0,DET,NBA,PG,3.0,0.0,17.0,0.7,3.3,0.2,0.0,1.0,0.7,2.3,0.286,0.2,0.7,0.7,1.0,0.0,1.3,1.3,1.3,0.3,0.3,1.3,1.3,2.0,/players/c/crottjo01.html,0.0
1319,2000-01,31.0,UTA,NBA,PG,4.0,0.0,4.8,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.8,1.0,0.3,0.5,0.8,0.8,0.3,0.3,0.0,0.8,0.8,/players/c/crottjo01.html,
1320,1991-92,22.0,UTA,NBA,SF,4.0,0.0,3.0,1.3,2.3,0.556,0.0,0.5,1.3,1.8,0.714,0.556,0.0,0.3,0.0,0.3,0.3,0.5,0.3,0.3,0.0,0.5,0.3,2.5,/players/c/crowdco01.html,0.0
1321,2013-14,23.0,DAL,NBA,SF,7.0,0.0,11.6,1.1,2.6,0.444,0.4,1.0,0.7,1.6,0.455,0.528,0.0,0.0,,0.6,1.1,1.7,0.3,0.3,0.1,0.4,1.9,2.7,/players/c/crowdja01.html,0.429
1322,2014-15,24.0,BOS,NBA,SF,4.0,1.0,25.0,3.8,7.3,0.517,0.8,2.5,3.0,4.8,0.632,0.569,2.5,3.3,0.769,2.0,3.0,5.0,2.0,1.0,0.8,1.3,3.5,10.8,/players/c/crowdja01.html,0.3
1323,2015-16,25.0,BOS,NBA,SF,6.0,6.0,32.8,3.3,12.0,0.278,1.7,6.8,1.7,5.2,0.323,0.347,1.2,1.8,0.636,0.8,5.7,6.5,2.2,1.5,0.5,1.2,2.8,9.5,/players/c/crowdja01.html,0.244
1324,2016-17,26.0,BOS,NBA,SF,18.0,18.0,33.1,4.8,11.1,0.435,1.7,4.9,3.1,6.2,0.5,0.513,2.2,2.7,0.833,1.1,5.3,6.4,2.7,1.1,0.3,0.7,2.9,13.6,/players/c/crowdja01.html,0.352
1325,2017-18,27.0,UTA,NBA,SF,11.0,2.0,29.4,3.2,9.8,0.324,2.0,6.0,1.2,3.8,0.31,0.426,1.6,2.5,0.643,0.4,4.7,5.1,1.7,1.4,0.2,1.3,2.3,10.0,/players/c/crowdja01.html,0.333
1326,2018-19,28.0,UTA,NBA,SF,5.0,3.0,26.0,3.4,9.2,0.37,1.8,6.0,1.6,3.2,0.5,0.467,2.8,3.8,0.737,0.8,5.0,5.8,0.8,1.0,0.0,0.2,1.4,11.4,/players/c/crowdja01.html,0.3
1327,2019-20,29.0,MIA,NBA,PF,21.0,21.0,31.4,3.9,9.6,0.403,2.6,7.7,1.2,1.9,0.65,0.54,1.7,2.2,0.761,0.5,5.0,5.6,1.9,0.7,0.6,0.7,2.6,12.0,/players/c/crowdja01.html,0.342
1328,2020-21,30.0,PHO,NBA,PF,22.0,22.0,33.1,3.5,8.4,0.413,2.5,6.5,1.0,1.9,0.524,0.56,1.4,1.6,0.886,0.5,5.6,6.1,1.9,0.9,0.8,0.9,3.0,10.8,/players/c/crowdja01.html,0.38
1329,2021-22,31.0,PHO,NBA,PF,13.0,13.0,29.5,3.2,8.1,0.4,1.5,4.8,1.8,3.2,0.548,0.49,1.5,2.0,0.731,0.6,4.1,4.7,2.4,1.0,0.5,1.5,3.6,9.4,/players/c/crowdja01.html,0.302
1330,2021-22,22.0,MEM,NBA,SG,3.0,0.0,7.3,1.0,3.3,0.3,0.0,0.7,1.0,2.7,0.375,0.3,0.3,0.7,0.5,0.7,1.7,2.3,0.3,0.7,0.0,0.7,1.3,2.3,/players/c/culveja01.html,0.0
1331,2001-02,25.0,PHI,NBA,PG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/c/cummivo01.html,
1332,2009-10,22.0,POR,NBA,PF,5.0,0.0,8.4,1.8,3.0,0.6,0.0,0.2,1.8,2.8,0.643,0.6,1.0,1.2,0.833,1.0,1.6,2.6,0.0,1.0,0.0,0.6,2.0,4.6,/players/c/cunnida01.html,0.0
1333,2011-12,24.0,MEM,NBA,PF,7.0,0.0,7.0,0.6,1.6,0.364,0.0,0.0,0.6,1.6,0.364,0.364,0.0,0.0,,0.9,0.7,1.6,0.0,0.1,0.3,0.1,0.4,1.1,/players/c/cunnida01.html,
1334,2014-15,27.0,NOP,NBA,PF,4.0,0.0,18.8,2.3,2.8,0.818,0.0,0.0,2.3,2.8,0.818,0.818,0.8,0.8,1.0,1.0,3.5,4.5,0.5,0.8,1.0,0.0,1.8,5.3,/players/c/cunnida01.html,
1335,2018-19,31.0,SAS,NBA,PF,5.0,0.0,2.6,0.4,0.6,0.667,0.4,0.4,0.0,0.2,0.0,1.0,0.0,0.0,,0.4,0.8,1.2,0.0,0.0,0.0,0.0,0.0,1.2,/players/c/cunnida01.html,1.0
1336,1997-98,25.0,MIN,NBA,PF,2.0,0.0,3.5,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/c/curlebi01.html,
1337,1986-87,22.0,UTA,NBA,SG,2.0,0.0,2.0,0.0,1.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,/players/c/curryde01.html,0.0
1338,1987-88,23.0,CLE,NBA,SG,2.0,0.0,8.5,0.5,2.0,0.25,0.0,0.5,0.5,1.5,0.333,0.25,0.0,0.0,,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,/players/c/curryde01.html,0.0
1339,1992-93,28.0,CHH,NBA,SG,9.0,0.0,24.7,4.7,10.8,0.433,0.7,2.3,4.0,8.4,0.474,0.464,1.0,1.2,0.818,1.2,2.3,3.6,2.0,1.4,0.0,1.4,2.1,11.0,/players/c/curryde01.html,0.286
1340,1994-95,30.0,CHH,NBA,SG,4.0,0.0,26.8,4.0,8.5,0.471,2.3,5.3,1.8,3.3,0.538,0.603,2.5,2.8,0.909,1.3,1.0,2.3,1.5,0.0,0.0,1.5,2.8,12.8,/players/c/curryde01.html,0.429
1341,1996-97,32.0,CHH,NBA,SG,3.0,1.0,16.7,1.7,5.7,0.294,0.3,1.3,1.3,4.3,0.308,0.324,1.0,1.0,1.0,0.3,0.0,0.3,1.7,1.3,0.0,0.3,1.7,4.7,/players/c/curryde01.html,0.25
1342,1997-98,33.0,CHH,NBA,SG,9.0,0.0,19.0,2.3,5.8,0.404,0.4,1.8,1.9,4.0,0.472,0.442,0.7,0.8,0.857,0.7,1.4,2.1,1.1,0.8,0.3,0.6,2.3,5.8,/players/c/curryde01.html,0.25
1343,1998-99,34.0,MIL,NBA,SG,3.0,0.0,16.3,0.7,5.0,0.133,0.3,2.7,0.3,2.3,0.143,0.167,1.3,1.3,1.0,0.0,1.3,1.3,0.3,1.0,0.0,0.0,1.7,3.0,/players/c/curryde01.html,0.125
1344,1999-00,35.0,TOR,NBA,SG,3.0,0.0,10.0,0.7,1.3,0.5,0.7,1.0,0.0,0.3,0.0,0.75,0.3,0.7,0.5,0.3,0.3,0.7,0.3,0.7,0.0,0.7,1.3,2.3,/players/c/curryde01.html,0.667
1345,2000-01,36.0,TOR,NBA,SG,12.0,0.0,15.2,2.3,5.3,0.422,1.2,3.1,1.1,2.3,0.481,0.531,0.8,1.0,0.833,0.2,1.0,1.2,0.8,0.5,0.1,0.9,0.8,6.5,/players/c/curryde01.html,0.378
1346,2001-02,37.0,TOR,NBA,SG,4.0,0.0,14.8,2.5,6.3,0.4,1.0,1.3,1.5,5.0,0.3,0.48,1.0,1.0,1.0,0.0,1.3,1.3,1.0,1.3,0.5,0.8,1.0,7.0,/players/c/curryde01.html,0.8
1347,1995-96,27.0,DET,NBA,SG,3.0,0.0,14.3,1.0,2.3,0.429,0.0,0.3,1.0,2.0,0.5,0.429,0.0,0.0,,0.3,0.7,1.0,0.3,0.3,0.3,0.0,1.7,2.0,/players/c/currymi01.html,0.0
1348,1996-97,28.0,DET,NBA,SG,2.0,0.0,3.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,/players/c/currymi01.html,
1349,1998-99,30.0,MIL,NBA,SF,3.0,0.0,19.7,2.3,4.0,0.583,0.0,0.3,2.3,3.7,0.636,0.583,2.0,2.0,1.0,0.3,1.0,1.3,1.0,0.7,0.3,0.7,2.7,6.7,/players/c/currymi01.html,0.0
1350,1999-00,31.0,DET,NBA,SG,3.0,1.0,26.3,4.0,7.7,0.522,0.0,0.0,4.0,7.7,0.522,0.522,1.3,2.0,0.667,0.0,1.0,1.0,1.0,0.3,0.3,0.7,1.7,9.3,/players/c/currymi01.html,
1351,2001-02,33.0,DET,NBA,SG,10.0,10.0,22.1,2.2,3.9,0.564,0.5,1.3,1.7,2.6,0.654,0.628,0.8,1.1,0.727,0.1,1.3,1.4,1.2,0.4,0.0,0.5,3.2,5.7,/players/c/currymi01.html,0.385
1352,2002-03,34.0,DET,NBA,SF,15.0,14.0,18.3,1.1,2.9,0.364,0.2,0.6,0.9,2.3,0.371,0.398,0.4,0.5,0.857,0.2,0.9,1.1,1.1,0.5,0.1,0.3,2.3,2.7,/players/c/currymi01.html,0.333
1353,2018-19,28.0,POR,NBA,SG,16.0,0.0,20.4,1.9,5.1,0.366,1.3,3.3,0.6,1.9,0.3,0.494,0.6,0.7,0.818,0.3,1.3,1.6,0.8,0.8,0.3,0.4,1.7,5.6,/players/c/curryse01.html,0.404
1354,2019-20,29.0,DAL,NBA,SG,6.0,0.0,28.8,5.2,8.8,0.585,1.7,3.5,3.5,5.3,0.656,0.679,0.8,0.8,1.0,0.3,1.5,1.8,1.3,1.0,0.0,1.3,2.3,12.8,/players/c/curryse01.html,0.476
1355,2020-21,30.0,PHI,NBA,SG,12.0,12.0,31.8,7.1,12.3,0.578,3.4,6.8,3.7,5.5,0.667,0.718,1.3,1.6,0.789,0.3,2.0,2.3,2.3,0.8,0.3,0.8,2.8,18.8,/players/c/curryse01.html,0.506
1356,2021-22,31.0,BRK,NBA,SG,4.0,4.0,33.0,5.5,9.8,0.564,3.0,5.8,2.5,4.0,0.625,0.718,0.5,0.8,0.667,0.5,2.0,2.5,3.0,0.3,0.8,0.8,3.8,14.5,/players/c/curryse01.html,0.522
1357,2012-13,24.0,GSW,NBA,PG,12.0,12.0,41.4,8.5,19.6,0.434,3.5,8.8,5.0,10.8,0.465,0.523,2.9,3.2,0.921,0.4,3.4,3.8,8.1,1.7,0.2,3.3,2.9,23.4,/players/c/curryst01.html,0.396
1358,2013-14,25.0,GSW,NBA,PG,7.0,7.0,42.3,7.3,16.6,0.44,3.1,8.1,4.1,8.4,0.492,0.534,5.3,6.0,0.881,0.6,3.0,3.6,8.4,1.7,0.1,3.7,2.6,23.0,/players/c/curryst01.html,0.386
1359,2014-15,26.0,GSW,NBA,PG,21.0,21.0,39.3,9.5,20.9,0.456,4.7,11.0,4.9,9.9,0.493,0.567,4.6,5.5,0.835,1.0,4.0,5.0,6.4,1.9,0.1,3.9,2.2,28.3,/players/c/curryst01.html,0.422
1360,2015-16,27.0,GSW,NBA,PG,18.0,17.0,34.1,8.2,18.8,0.438,4.4,11.0,3.8,7.8,0.486,0.556,4.2,4.6,0.916,0.8,4.7,5.5,5.2,1.4,0.3,4.2,2.2,25.1,/players/c/curryst01.html,0.404
1361,2016-17,28.0,GSW,NBA,PG,17.0,17.0,35.4,8.9,18.4,0.484,4.2,10.1,4.6,8.2,0.564,0.599,6.1,6.7,0.904,1.3,4.9,6.2,6.7,2.0,0.2,3.4,2.2,28.1,/players/c/curryst01.html,0.419
1362,2017-18,29.0,GSW,NBA,PG,15.0,14.0,37.0,9.1,20.3,0.451,4.3,10.8,4.9,9.5,0.514,0.556,3.0,3.1,0.957,0.6,5.5,6.1,5.4,1.7,0.7,2.9,2.5,25.5,/players/c/curryst01.html,0.395
1363,2018-19,30.0,GSW,NBA,PG,22.0,22.0,38.5,8.6,19.6,0.441,4.2,11.1,4.5,8.5,0.524,0.548,6.7,7.1,0.943,0.8,5.2,6.0,5.7,1.1,0.2,3.0,3.1,28.2,/players/c/curryst01.html,0.377
1364,2021-22,33.0,GSW,NBA,PG,14.0,10.0,33.6,8.9,19.3,0.459,4.0,10.4,4.9,8.9,0.548,0.563,5.4,6.6,0.817,0.6,4.4,5.1,5.9,0.9,0.4,2.7,2.6,27.1,/players/c/curryst01.html,0.384
1365,2004-05,23.0,PHI,NBA,C,5.0,5.0,38.4,5.2,9.4,0.553,0.0,0.0,5.2,9.4,0.553,0.553,1.2,3.0,0.4,3.6,9.2,12.8,0.4,0.4,1.4,1.8,3.8,11.6,/players/d/dalemsa01.html,
1366,2007-08,26.0,PHI,NBA,C,6.0,6.0,32.2,3.2,7.5,0.422,0.0,0.0,3.2,7.5,0.422,0.422,2.7,3.2,0.842,3.3,6.2,9.5,0.5,0.3,1.7,1.7,2.8,9.0,/players/d/dalemsa01.html,
1367,2008-09,27.0,PHI,NBA,C,6.0,6.0,22.2,2.7,4.2,0.64,0.0,0.0,2.7,4.2,0.64,0.64,0.5,0.7,0.75,1.7,6.2,7.8,0.5,0.3,1.5,1.0,4.0,5.8,/players/d/dalemsa01.html,
1368,2012-13,31.0,MIL,NBA,C,1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.25,1.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,/players/d/dalemsa01.html,
1369,2013-14,32.0,DAL,NBA,C,7.0,7.0,19.3,1.6,3.4,0.458,0.0,0.0,1.6,3.4,0.458,0.458,1.4,2.1,0.667,3.3,5.1,8.4,0.0,0.3,1.4,0.6,2.1,4.6,/players/d/dalemsa01.html,
1370,2004-05,29.0,DAL,NBA,C,13.0,13.0,23.7,3.1,5.2,0.597,0.0,0.1,3.1,5.1,0.606,0.597,0.8,2.2,0.393,3.9,3.5,7.5,0.5,0.5,1.4,0.9,4.2,7.0,/players/d/dampier01.html,0.0
1371,2005-06,30.0,DAL,NBA,C,19.0,2.0,23.9,1.8,3.3,0.54,0.0,0.1,1.8,3.3,0.548,0.54,1.4,2.3,0.614,2.9,3.8,6.7,0.3,0.6,1.3,0.6,3.9,5.0,/players/d/dampier01.html,0.0
1372,2006-07,31.0,DAL,NBA,C,5.0,2.0,7.6,0.4,0.6,0.667,0.0,0.0,0.4,0.6,0.667,0.667,0.2,0.4,0.5,1.8,1.6,3.4,0.2,0.0,0.0,0.8,1.8,1.0,/players/d/dampier01.html,
1373,2007-08,32.0,DAL,NBA,C,5.0,5.0,19.0,1.4,3.4,0.412,0.0,0.0,1.4,3.4,0.412,0.412,0.8,2.0,0.4,2.4,1.8,4.2,0.0,0.2,0.6,0.6,3.0,3.6,/players/d/dampier01.html,
1374,2008-09,33.0,DAL,NBA,C,10.0,10.0,25.5,2.2,3.6,0.611,0.0,0.0,2.2,3.6,0.611,0.611,1.3,2.1,0.619,2.5,3.6,6.1,0.7,0.4,0.9,1.9,4.1,5.7,/players/d/dampier01.html,
1375,2009-10,34.0,DAL,NBA,C,5.0,4.0,23.6,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.0,2.4,0.417,3.6,3.0,6.6,0.6,0.2,1.0,1.2,3.8,1.0,/players/d/dampier01.html,
1376,2011-12,36.0,ATL,NBA,C,4.0,0.0,13.8,1.8,3.3,0.538,0.0,0.0,1.8,3.3,0.538,0.538,0.5,0.8,0.667,1.8,1.8,3.5,0.0,0.0,0.3,0.8,1.5,4.0,/players/d/dampier01.html,
1377,1998-99,23.0,SAS,NBA,PG,15.0,0.0,7.1,0.6,1.4,0.429,0.3,0.4,0.3,1.0,0.333,0.524,0.3,0.4,0.833,0.1,0.6,0.7,1.1,0.3,0.0,0.7,0.5,1.8,/players/d/daniean01.html,0.667
1378,1999-00,24.0,SAS,NBA,SG,4.0,0.0,20.5,2.3,5.8,0.391,0.5,2.0,1.8,3.8,0.467,0.435,2.3,3.3,0.692,0.5,2.0,2.5,1.5,1.8,0.0,1.5,1.3,7.3,/players/d/daniean01.html,0.25
1379,2000-01,25.0,SAS,NBA,PG,13.0,8.0,31.2,4.8,10.1,0.481,1.3,3.5,3.5,6.5,0.541,0.546,2.5,2.7,0.943,0.3,1.7,2.0,2.9,0.5,0.1,1.0,1.7,13.5,/players/d/daniean01.html,0.37
1380,2001-02,26.0,SAS,NBA,SG,10.0,0.0,22.4,3.5,7.7,0.455,0.6,1.6,2.9,6.1,0.475,0.494,1.9,2.2,0.864,0.3,2.4,2.7,1.5,0.7,0.3,0.5,1.3,9.5,/players/d/daniean01.html,0.375
1381,2002-03,27.0,POR,NBA,SG,6.0,1.0,16.3,1.5,3.2,0.474,0.5,0.8,1.0,2.3,0.429,0.553,0.2,0.3,0.5,0.5,0.8,1.3,2.0,0.2,0.2,0.3,0.8,3.7,/players/d/daniean01.html,0.6
1382,2004-05,29.0,SEA,NBA,PG,11.0,3.0,30.1,4.0,8.5,0.468,0.4,1.3,3.6,7.3,0.5,0.489,5.5,6.4,0.857,0.4,2.5,2.8,4.5,1.0,0.0,1.0,1.2,13.8,/players/d/daniean01.html,0.286
1383,2005-06,30.0,WAS,NBA,SG,6.0,0.0,36.0,4.7,8.7,0.538,0.5,1.8,4.2,6.8,0.61,0.567,3.3,3.7,0.909,0.3,2.5,2.8,3.3,0.5,0.2,1.7,0.7,13.2,/players/d/daniean01.html,0.273
1384,2006-07,31.0,WAS,NBA,SG,4.0,4.0,44.0,4.3,9.5,0.447,0.3,1.3,4.0,8.3,0.485,0.461,4.5,5.3,0.857,0.5,4.0,4.5,11.8,1.3,0.3,1.8,1.0,13.3,/players/d/daniean01.html,0.2
1385,2007-08,32.0,WAS,NBA,PG,6.0,4.0,25.7,2.3,5.2,0.452,0.2,0.7,2.2,4.5,0.481,0.468,2.5,2.8,0.882,0.2,2.2,2.3,3.0,0.3,0.3,1.2,1.0,7.3,/players/d/daniean01.html,0.25
1386,2008-09,33.0,NOH,NBA,PG,5.0,0.0,12.8,0.4,2.6,0.154,0.2,0.8,0.2,1.8,0.111,0.192,1.8,2.2,0.818,0.2,0.4,0.6,1.8,0.4,0.2,1.0,0.2,2.8,/players/d/daniean01.html,0.25
1387,1992-93,25.0,SAS,NBA,SG,8.0,0.0,9.3,1.4,3.8,0.367,0.1,0.9,1.3,2.9,0.435,0.383,0.6,0.8,0.833,1.1,0.8,1.9,0.3,0.4,0.0,0.6,1.0,3.5,/players/d/daniell01.html,0.143
1388,1993-94,26.0,SAS,NBA,SG,4.0,0.0,16.5,2.0,5.0,0.4,1.0,2.0,1.0,3.0,0.333,0.5,0.5,0.5,1.0,0.5,1.8,2.3,0.8,0.0,0.3,0.5,1.0,5.5,/players/d/daniell01.html,0.5
1389,2003-04,23.0,DAL,NBA,SG,5.0,5.0,36.8,6.4,15.0,0.427,0.2,1.4,6.2,13.6,0.456,0.433,2.8,4.4,0.636,2.0,4.2,6.2,3.0,2.0,0.6,3.0,2.8,15.8,/players/d/daniema01.html,0.143
1390,2004-05,24.0,DAL,NBA,SG,11.0,0.0,15.0,2.4,5.5,0.433,0.1,0.5,2.3,4.9,0.463,0.442,1.7,2.5,0.704,1.4,1.7,3.1,1.3,0.5,0.3,1.2,1.4,6.5,/players/d/daniema01.html,0.167
1391,2005-06,25.0,DAL,NBA,SG,20.0,0.0,11.1,1.3,2.8,0.446,0.1,0.3,1.2,2.6,0.451,0.464,0.8,1.1,0.762,0.5,0.6,1.1,1.3,0.3,0.1,0.6,1.3,3.4,/players/d/daniema01.html,0.4
1392,2009-10,29.0,BOS,NBA,SF,11.0,0.0,3.4,0.5,1.2,0.385,0.1,0.2,0.4,1.0,0.364,0.423,0.5,0.5,1.0,0.5,0.5,0.9,0.1,0.0,0.0,0.3,0.4,1.5,/players/d/daniema01.html,0.5
1393,2011-12,31.0,BOS,NBA,SG,15.0,0.0,6.1,0.7,1.3,0.579,0.0,0.1,0.7,1.1,0.647,0.579,0.5,0.7,0.8,0.1,0.6,0.7,0.2,0.1,0.1,0.1,0.9,2.0,/players/d/daniema01.html,0.0
1394,2012-13,32.0,MIL,NBA,SF,3.0,0.0,11.0,2.0,3.7,0.545,0.0,0.7,2.0,3.0,0.667,0.545,0.0,0.0,,0.0,1.3,1.3,1.3,0.3,0.0,0.3,1.0,4.0,/players/d/daniema01.html,0.0
1395,2013-14,22.0,HOU,NBA,SG,4.0,0.0,17.0,2.3,4.3,0.529,2.0,3.8,0.3,0.5,0.5,0.765,1.3,1.3,1.0,0.8,1.5,2.3,0.3,0.5,0.0,0.5,2.5,7.8,/players/d/danietr01.html,0.533
1396,2015-16,24.0,CHO,NBA,SG,4.0,0.0,4.5,0.3,2.0,0.125,0.0,0.8,0.3,1.3,0.2,0.125,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,/players/d/danietr01.html,0.0
1397,2016-17,25.0,MEM,NBA,SG,6.0,0.0,11.3,0.5,1.5,0.333,0.5,1.5,0.0,0.0,,0.5,0.0,0.0,,0.2,0.7,0.8,0.3,0.3,0.0,0.3,0.2,1.5,/players/d/danietr01.html,0.333
1398,2019-20,28.0,DEN,NBA,SG,6.0,0.0,5.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.625,0.2,0.3,0.5,0.2,0.3,0.5,0.3,0.0,0.0,0.0,0.3,2.7,/players/d/danietr01.html,0.5
1399,1995-96,25.0,MIA,NBA,SG,3.0,0.0,20.0,3.0,6.0,0.5,1.3,3.3,1.7,2.7,0.625,0.611,1.0,1.0,1.0,0.3,0.0,0.3,1.3,0.3,0.0,1.0,2.7,8.3,/players/d/danilsa01.html,0.4
1400,2014-15,27.0,BOS,NBA,SF,3.0,0.0,4.7,0.7,2.0,0.333,0.0,0.7,0.7,1.3,0.5,0.333,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.3,1.3,/players/d/datomlu01.html,0.0
1401,1987-88,22.0,CLE,NBA,C,5.0,5.0,40.8,5.8,12.6,0.46,0.0,0.0,5.8,12.6,0.46,0.46,4.2,6.2,0.677,2.0,7.2,9.2,3.2,0.4,1.4,3.2,2.2,15.8,/players/d/daughbr01.html,
1402,1988-89,23.0,CLE,NBA,C,5.0,5.0,33.4,3.4,9.4,0.362,0.0,0.2,3.4,9.2,0.37,0.362,4.2,7.0,0.6,2.4,6.8,9.2,2.4,1.2,1.0,1.2,3.6,11.0,/players/d/daughbr01.html,0.0
1403,1989-90,24.0,CLE,NBA,C,5.0,5.0,37.2,8.2,14.0,0.586,0.0,0.0,8.2,14.0,0.586,0.586,6.4,9.2,0.696,0.8,8.8,9.6,4.0,0.4,0.8,2.6,2.4,22.8,/players/d/daughbr01.html,
1404,1991-92,26.0,CLE,NBA,C,17.0,17.0,40.4,7.3,13.8,0.528,0.0,0.1,7.3,13.8,0.53,0.528,6.9,8.5,0.814,2.2,8.1,10.2,3.4,0.6,1.0,2.2,2.8,21.5,/players/d/daughbr01.html,0.0
1405,1992-93,27.0,CLE,NBA,C,9.0,9.0,39.6,7.1,12.8,0.557,0.0,0.0,7.1,12.8,0.557,0.557,4.4,5.6,0.8,2.9,8.8,11.7,3.4,0.7,0.8,2.9,2.8,18.7,/players/d/daughbr01.html,
1406,1993-94,25.0,IND,NBA,PF,16.0,0.0,25.1,3.0,5.6,0.539,0.1,0.1,2.9,5.5,0.534,0.545,2.4,4.3,0.559,2.3,4.3,6.6,0.4,0.7,1.1,1.4,2.9,8.4,/players/d/davisan01.html,1.0
1407,1994-95,26.0,IND,NBA,PF,17.0,0.0,21.6,1.9,4.2,0.451,0.0,0.0,1.9,4.2,0.451,0.451,2.2,3.5,0.627,2.2,3.5,5.7,0.4,0.5,0.6,1.4,3.6,5.9,/players/d/davisan01.html,
1408,1995-96,27.0,IND,NBA,PF,5.0,0.0,25.4,2.6,5.0,0.52,0.0,0.0,2.6,5.0,0.52,0.52,2.6,3.0,0.867,2.4,3.8,6.2,0.6,0.6,1.2,2.0,2.4,7.8,/players/d/davisan01.html,
1409,1997-98,29.0,IND,NBA,PF,16.0,0.0,28.7,2.6,5.7,0.462,0.0,0.0,2.6,5.7,0.462,0.462,3.9,5.9,0.67,2.3,4.4,6.8,0.9,0.8,1.1,1.6,4.1,9.2,/players/d/davisan01.html,
1410,1998-99,30.0,IND,NBA,PF,13.0,0.0,25.1,2.4,5.8,0.413,0.0,0.0,2.4,5.8,0.413,0.413,3.2,4.8,0.661,1.8,5.3,7.1,0.6,0.4,1.1,1.5,3.0,7.9,/players/d/davisan01.html,
1411,1999-00,31.0,TOR,NBA,C,3.0,3.0,35.0,4.7,8.0,0.583,0.0,0.0,4.7,8.0,0.583,0.583,3.7,4.7,0.786,2.3,6.0,8.3,1.0,0.3,1.3,1.3,3.0,13.0,/players/d/davisan01.html,
1412,2000-01,32.0,TOR,NBA,C,12.0,12.0,40.4,6.4,12.8,0.5,0.0,0.0,6.4,12.8,0.5,0.5,3.6,4.4,0.811,3.4,7.7,11.1,1.9,0.8,1.8,1.8,2.9,16.4,/players/d/davisan01.html,
1413,2001-02,33.0,TOR,NBA,PF,5.0,5.0,40.4,6.8,15.0,0.453,0.0,0.0,6.8,15.0,0.453,0.453,3.4,5.6,0.607,3.2,7.4,10.6,1.4,0.4,1.0,2.0,3.4,17.0,/players/d/davisan01.html,
1414,2004-05,36.0,CHI,NBA,PF,6.0,6.0,29.2,3.3,7.7,0.435,0.0,0.0,3.3,7.7,0.435,0.435,2.8,3.8,0.739,2.8,4.0,6.8,1.8,0.7,0.7,1.5,4.2,9.5,/players/d/davisan01.html,
1415,1999-00,20.0,CHH,NBA,PG,4.0,0.0,14.3,2.5,5.8,0.435,0.3,1.5,2.3,4.3,0.529,0.457,0.5,1.0,0.5,0.8,0.8,1.5,1.5,1.0,0.0,0.8,1.5,5.8,/players/d/davisba01.html,0.167
1416,2000-01,21.0,CHH,NBA,PG,10.0,10.0,39.7,5.9,12.3,0.48,2.0,5.0,3.9,7.3,0.534,0.561,4.0,5.6,0.714,0.9,3.5,4.4,5.8,2.8,0.5,2.2,3.3,17.8,/players/d/davisba01.html,0.4
1417,2001-02,22.0,CHH,NBA,PG,9.0,9.0,44.6,7.9,20.9,0.378,2.3,6.9,5.6,14.0,0.397,0.434,4.4,7.4,0.597,1.8,5.2,7.0,7.9,3.6,0.6,3.0,4.0,22.6,/players/d/davisba01.html,0.339
