,SEASON,SCHOOL,CONF,G,MP,TS%,eFG%,3PAr,FTr,TOV%,COLLEGE_URL,GS,OWS,DWS,WS,WS/40,PER,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OBPM,DBPM,BPM
569,2002-03,Villanova,Big East,31.0,830.0,0.463,0.41,0.316,0.273,24.3,/players/randy-foye-1.html,29.0,0.0,1.2,1.2,0.059,,,,,7.4,22.7,,0.6,25.8,,,
570,2003-04,Villanova,Big East,35.0,1094.0,0.483,0.437,0.336,0.303,20.4,/players/randy-foye-1.html,34.0,0.6,1.2,1.8,0.067,,,,,8.7,25.7,,0.7,28.4,,,
571,2004-05,Villanova,Big East,32.0,1027.0,0.516,0.481,0.357,0.264,12.8,/players/randy-foye-1.html,32.0,1.5,2.9,4.4,0.173,,,,,,,,,,,,
572,2005-06,Villanova,Big East,33.0,1145.0,0.536,0.492,0.462,0.313,10.1,/players/randy-foye-1.html,33.0,2.6,3.1,5.7,0.2,,,,,9.3,21.3,,1.4,30.8,,,
573,1998-99,Maryland,ACC,34.0,1044.0,0.62,0.58,0.296,0.401,17.9,/players/steve-francis-1.html,33.0,4.1,2.5,6.5,0.251,,,,,,,,,,,,
574,2001-02,Arizona,Pac-10,34.0,814.0,0.63,0.595,0.0,0.537,15.4,/players/channing-frye-1.html,25.0,2.1,1.6,3.7,0.184,,,,,,,,,,,,
575,2002-03,Arizona,Pac-10,32.0,814.0,0.589,0.569,0.003,0.379,8.3,/players/channing-frye-1.html,27.0,2.1,3.8,5.9,0.29,,,,,16.1,5.2,,4.6,20.2,,,
576,2003-04,Arizona,Pac-10,30.0,910.0,0.589,0.553,0.014,0.321,10.8,/players/channing-frye-1.html,30.0,2.4,1.8,4.2,0.185,,,,,13.1,10.7,,4.2,22.2,,,
577,2004-05,Arizona,Pac-10,37.0,1148.0,0.605,0.557,0.041,0.373,11.7,/players/channing-frye-1.html,37.0,3.6,3.7,7.4,0.256,,,,,14.3,12.0,,5.0,22.7,,,
578,2010-11,St. Joseph's,A-10,33.0,1132.0,0.548,0.496,0.491,0.287,9.4,/players/langston-galloway-1.html,33.0,3.0,0.9,4.0,0.14,21.2,419.0,4.8,14.1,9.5,19.0,3.1,1.7,20.4,4.4,1.2,5.7
579,2011-12,St. Joseph's,A-10,34.0,1215.0,0.632,0.609,0.517,0.249,8.9,/players/langston-galloway-1.html,33.0,4.2,1.1,5.3,0.175,21.5,474.0,3.6,11.1,7.5,13.0,1.7,1.6,20.0,5.4,1.0,6.4
580,2012-13,St. Joseph's,A-10,32.0,1142.0,0.552,0.525,0.561,0.218,10.5,/players/langston-galloway-1.html,32.0,2.7,1.1,3.7,0.131,17.6,399.0,2.4,10.0,6.2,14.1,2.4,1.0,21.2,2.7,1.3,4.0
581,2013-14,St. Joseph's,A-10,34.0,1231.0,0.61,0.57,0.57,0.322,5.4,/players/langston-galloway-1.html,34.0,4.2,1.6,5.8,0.19,21.5,523.0,2.8,10.5,6.9,9.3,1.8,1.5,22.4,6.1,1.5,7.6
582,2018-19,Vanderbilt,SEC,5.0,139.0,0.657,0.639,0.426,0.296,19.6,/players/darius-garland-1.html,5.0,0.4,0.1,0.5,0.148,23.6,71.0,1.6,13.7,7.7,25.7,1.7,1.5,27.9,3.8,1.1,4.9
583,1988-89,Old Dominion,Sun Belt,27.0,839.0,0.638,0.616,0.0,0.461,14.2,/players/chris-gatling-1.html,,,,,,,,,,,,,,,,,
584,1989-90,Old Dominion,Sun Belt,26.0,822.0,0.604,0.58,0.0,0.501,14.7,/players/chris-gatling-1.html,,,,,,,,,,,,,,,,,
585,1990-91,Old Dominion,Sun Belt,32.0,1002.0,0.644,0.62,0.002,0.61,14.7,/players/chris-gatling-1.html,30.0,,,,,,,,,,,,,,,,
586,2004-05,UConn,Big East,31.0,893.0,0.546,0.51,0.21,0.371,15.4,/players/rudy-gay-1.html,26.0,1.5,2.4,3.9,0.176,,,,,,,,,,,,
587,2005-06,UConn,Big East,33.0,1015.0,0.533,0.495,0.217,0.34,14.8,/players/rudy-gay-1.html,33.0,1.7,3.5,5.2,0.204,,,,,10.8,12.6,,3.2,25.2,,,
588,1988-89,Seton Hall,Big East,38.0,1240.0,0.666,0.65,0.662,0.338,17.3,/players/andrew-gaze-1.html,37.0,,,,,,,,,,,,,,,,
589,2008-09,Fresno State,WAC,34.0,1176.0,0.586,0.559,0.399,0.374,16.0,/players/paul-george-1.html,34.0,2.9,1.2,4.1,0.139,,,,,10.5,12.2,,2.2,22.0,,,
590,2009-10,Fresno State,WAC,29.0,962.0,0.572,0.506,0.46,0.364,18.1,/players/paul-george-1.html,29.0,2.3,1.8,4.2,0.173,,469.0,6.7,18.8,12.8,22.4,4.0,2.9,27.9,,,
591,2006-07,USC,Pac-10,37.0,1198.0,0.578,0.558,0.0,0.535,21.5,/players/taj-gibson-1.html,37.0,2.5,3.3,5.7,0.192,,,,,,,,,,,,
592,2007-08,USC,Pac-10,33.0,1058.0,0.589,0.58,0.0,0.559,21.2,/players/taj-gibson-1.html,32.0,2.2,2.9,5.1,0.193,,,,,14.8,8.4,,5.5,19.2,,,
593,2008-09,USC,Pac-10,35.0,1179.0,0.621,0.601,0.0,0.576,15.2,/players/taj-gibson-1.html,35.0,3.8,3.8,7.7,0.26,,,,,,,,,,,,
594,2017-18,Kentucky,SEC,37.0,1248.0,0.578,0.516,0.151,0.464,17.9,/players/shai-gilgeous-alexander-1.html,24.0,3.3,1.9,5.2,0.167,21.2,571.0,3.2,10.0,6.8,28.8,2.8,1.7,21.9,5.3,3.7,9.0
595,1986-87,Illinois,Big Ten,31.0,345.0,0.527,0.482,0.012,0.639,17.5,/players/kendall-gill-1.html,0.0,,,,,,,,,,,,,,,,
596,1987-88,Illinois,Big Ten,33.0,946.0,0.547,0.509,0.254,0.327,18.8,/players/kendall-gill-1.html,23.0,,,,,,,,,,,,,,,,
597,1988-89,Illinois,Big Ten,24.0,681.0,0.635,0.614,0.314,0.22,12.9,/players/kendall-gill-1.html,18.0,,,,,,,,,,,,,,,,
598,1989-90,Illinois,Big Ten,29.0,1000.0,0.575,0.527,0.156,0.415,12.5,/players/kendall-gill-1.html,29.0,,,,,,,,,,,,,,,,
599,1984-85,UNLV,PCAA,31.0,800.0,0.637,,,0.685,14.4,/players/armen-gilliam-1.html,27.0,,,,,,,,,,,,,,,,
600,1985-86,UNLV,PCAA,37.0,1243.0,0.573,,,0.455,13.3,/players/armen-gilliam-1.html,37.0,,,,,,,,,,,,,,,,
601,1986-87,UNLV,PCAA,39.0,1259.0,0.628,0.6,0.0,0.425,8.8,/players/armen-gilliam-1.html,39.0,,,,,,,,,,,,,,,,
602,2001-02,Providence,Big East,24.0,756.0,0.575,0.559,0.013,0.47,11.4,/players/ryan-gomes-1.html,23.0,1.8,1.8,3.6,0.191,,,,,13.8,11.4,,1.6,20.0,,,
603,2002-03,Providence,Big East,32.0,1152.0,0.602,0.537,0.008,0.489,13.8,/players/ryan-gomes-1.html,32.0,3.8,2.5,6.3,0.218,,,,,,,,,,,,
604,2003-04,Providence,Big East,29.0,1008.0,0.605,0.545,0.23,0.406,14.4,/players/ryan-gomes-1.html,29.0,3.7,1.9,5.6,0.223,,,,,16.4,15.6,,0.3,26.7,,,
605,2004-05,Providence,Big East,31.0,1161.0,0.583,0.548,0.275,0.323,11.7,/players/ryan-gomes-1.html,31.0,3.7,1.3,5.0,0.173,,,,,,,,,,,,
606,1999-00,Kansas,Big 12,33.0,686.0,0.487,0.459,0.05,0.287,16.5,/players/drew-gooden-1.html,8.0,0.5,2.2,2.7,0.159,,,,,18.1,9.4,1.8,3.5,27.1,,,
607,2000-01,Kansas,Big 12,28.0,761.0,0.553,0.522,0.031,0.503,15.3,/players/drew-gooden-1.html,20.0,1.8,2.0,3.8,0.2,,,,,,,,,,,,
608,2001-02,Kansas,Big 12,37.0,1119.0,0.554,0.512,0.064,0.36,14.0,/players/drew-gooden-1.html,36.0,2.8,3.8,6.6,0.235,,,,,,,,,,,,
609,2001-02,UConn,Big East,34.0,844.0,0.576,0.543,0.476,0.371,17.9,/players/ben-gordon-1.html,2.0,2.3,1.2,3.5,0.167,,,,,,,,,,,,
610,2002-03,UConn,Big East,33.0,1101.0,0.576,0.527,0.401,0.372,16.8,/players/ben-gordon-1.html,33.0,3.4,1.8,5.2,0.187,,,,,6.3,26.4,,0.4,27.8,,,
611,2003-04,UConn,Big East,39.0,1346.0,0.572,0.528,0.436,0.309,14.6,/players/ben-gordon-1.html,39.0,3.9,3.1,7.0,0.209,,,,,6.9,23.4,,0.3,25.8,,,
612,2007-08,Indiana,Big Ten,32.0,1110.0,0.601,0.515,0.489,0.652,17.1,/players/eric-gordon-1.html,32.0,4.2,1.8,6.0,0.217,,,,,5.5,15.2,,1.3,30.8,,,
613,2001-02,Bradley,MVC,29.0,712.0,0.525,0.452,0.068,0.498,15.2,/players/danny-granger-1.html,17.0,1.2,2.7,3.9,0.219,,,,,,,,,,,,
614,2002-03,Bradley,MVC,14.0,380.0,0.57,0.534,0.105,0.497,11.6,/players/danny-granger-1.html,13.0,1.3,1.3,2.6,0.274,,,,,,,,,,,,
615,2003-04,New Mexico,MWC,22.0,703.0,0.596,0.534,0.26,0.632,14.1,/players/danny-granger-1.html,22.0,2.8,1.4,4.2,0.239,,,,,17.4,17.3,,3.4,32.1,,,
616,2004-05,New Mexico,MWC,30.0,900.0,0.634,0.589,0.298,0.585,13.9,/players/danny-granger-1.html,30.0,4.3,3.3,7.6,0.339,,,,,17.8,17.8,,4.7,29.8,,,
617,1990-91,Xavier,MW Coll,32.0,932.0,0.608,0.572,0.0,0.61,20.2,/players/brian-grant-1.html,,,,,,,,,,,,,,,,,
618,1991-92,Xavier,MW Coll,26.0,729.0,0.585,0.576,0.0,0.626,20.0,/players/brian-grant-1.html,,,,,,,,,,,,,,,,,
619,1992-93,Xavier,MW Coll,30.0,944.0,0.667,0.654,0.0,0.466,12.6,/players/brian-grant-1.html,27.0,,,,,,,,,,,,,,,,
620,1993-94,Xavier,MW Coll,29.0,894.0,0.598,0.56,0.009,0.528,14.2,/players/brian-grant-1.html,,,,,,,,,,,,,,,,,
621,1983-84,Clemson,ACC,28.0,551.0,0.57,,,0.358,19.5,/players/horace-grant-1.html,9.0,,,,,,,,,,,,,,,,
622,1984-85,Clemson,ACC,29.0,703.0,0.342,,,0.429,15.4,/players/horace-grant-1.html,26.0,,,,,,,,,,,,,,,,
623,1985-86,Clemson,ACC,34.0,1099.0,0.621,,,0.542,13.0,/players/horace-grant-1.html,31.0,,,,,,,,,,,,,,,,
624,1986-87,Clemson,ACC,31.0,1010.0,0.674,0.658,0.005,0.5,12.2,/players/horace-grant-1.html,28.0,,,,,,,,,,,,,,,,
625,1981-82,Oregon State,Pac-10,30.0,895.0,0.621,,,0.621,25.7,/players/ac-green-1.html,,,,,,,,,,,,,,,,,
626,1982-83,Oregon State,Pac-10,31.0,1113.0,0.593,,,0.555,18.5,/players/ac-green-1.html,,,,,,,,,,,,,,,,,
627,1983-84,Oregon State,Pac-10,23.0,853.0,0.703,,,0.897,16.9,/players/ac-green-1.html,23.0,,,,,,,,,,,,,,,,
628,1984-85,Oregon State,Pac-10,31.0,1191.0,0.626,,,0.638,13.4,/players/ac-green-1.html,31.0,,,,,,,,,,,,,,,,
629,2005-06,UNC,ACC,31.0,475.0,0.544,0.505,0.406,0.283,16.2,/players/danny-green-1.html,0.0,0.9,1.6,2.5,0.21,,,,,13.6,13.2,,4.4,24.8,,,
630,2006-07,UNC,ACC,37.0,505.0,0.537,0.487,0.513,0.291,14.7,/players/danny-green-1.html,0.0,0.6,1.9,2.5,0.198,,,,,,,,,,,,
631,2007-08,UNC,ACC,39.0,869.0,0.587,0.551,0.437,0.23,16.3,/players/danny-green-1.html,1.0,2.2,3.3,5.6,0.257,,,,,11.9,14.6,,3.4,23.0,,,
632,2008-09,UNC,ACC,38.0,1040.0,0.592,0.569,0.471,0.156,13.0,/players/danny-green-1.html,38.0,2.7,3.6,6.3,0.241,,,,,8.9,16.3,,3.4,20.5,,,
633,2008-09,Michigan State,Big Ten,37.0,422.0,0.577,0.556,0.012,0.642,18.5,/players/draymond-green-1.html,0.0,0.7,1.5,2.2,0.211,,,,,16.8,14.0,,1.8,15.2,,,
634,2009-10,Michigan State,Big Ten,37.0,945.0,0.562,0.528,0.06,0.483,16.0,/players/draymond-green-1.html,3.0,2.8,2.3,5.1,0.215,24.9,392.0,10.4,24.6,17.7,23.3,2.9,4.1,20.7,,,
635,2010-11,Michigan State,Big Ten,34.0,1023.0,0.519,0.48,0.293,0.412,16.1,/players/draymond-green-1.html,27.0,2.6,2.2,4.8,0.187,24.9,467.0,9.6,23.6,16.6,30.6,3.6,4.0,24.7,6.3,5.6,11.8
636,2011-12,Michigan State,Big Ten,37.0,1229.0,0.542,0.504,0.284,0.367,16.8,/players/draymond-green-1.html,36.0,3.5,3.6,7.1,0.23,26.1,610.0,8.2,30.7,19.8,24.2,2.7,3.3,28.2,6.5,5.6,12.1
637,2004-05,Georgetown,Big East,32.0,1083.0,0.58,0.543,0.206,0.502,18.0,/players/jeff-green-1.html,32.0,2.7,1.9,4.6,0.169,,,,,12.5,19.8,,3.8,22.8,,,
638,2005-06,Georgetown,Big East,33.0,1073.0,0.517,0.491,0.287,0.389,17.7,/players/jeff-green-1.html,33.0,1.3,2.5,3.8,0.143,,,,,13.2,22.0,,2.3,24.7,,,
639,2006-07,Georgetown,Big East,37.0,1232.0,0.596,0.56,0.251,0.338,17.8,/players/jeff-green-1.html,37.0,3.5,2.7,6.3,0.204,,,,,12.4,20.5,,2.7,24.6,,,
640,2007-08,Oklahoma,Big 12,33.0,937.0,0.58,0.568,0.006,0.608,15.4,/players/blake-griffin-1.html,28.0,2.8,2.8,5.6,0.238,,,,,19.0,16.7,,2.2,27.8,,,
641,2008-09,Oklahoma,Big 12,35.0,1165.0,0.648,0.657,0.017,0.706,15.9,/players/blake-griffin-1.html,35.0,6.1,3.5,9.7,0.332,,,,,24.0,16.3,,2.6,30.8,,,
642,2000-01,Seton Hall,Big East,30.0,979.0,0.501,0.472,0.267,0.227,11.2,/players/eddie-griffin-1.html,30.0,1.0,3.6,4.6,0.189,,,,,,,,,,,,
643,1988-89,NC State,ACC,21.0,171.0,0.502,0.44,0.048,0.69,13.9,/players/tom-gugliotta-1.html,0.0,,,,,,,,,,,,,,,,
644,1989-90,NC State,ACC,30.0,886.0,0.562,0.547,0.175,0.228,15.4,/players/tom-gugliotta-1.html,29.0,,,,,,,,,,,,,,,,
645,1990-91,NC State,ACC,31.0,1123.0,0.607,0.597,0.488,0.297,14.7,/players/tom-gugliotta-1.html,31.0,,,,,,,,,13.8,11.9,,2.3,18.1,,,
646,1991-92,NC State,ACC,30.0,1107.0,0.558,0.537,0.436,0.279,15.3,/players/tom-gugliotta-1.html,30.0,,,,,,,,,,,,,,,,
647,2016-17,Gonzaga,WCC,28.0,130.0,0.567,0.566,0.264,0.453,11.0,/players/rui-hachimura-1.html,0.0,0.3,0.4,0.7,0.225,24.4,66.0,11.3,18.4,15.7,3.0,2.6,2.9,27.6,1.4,2.8,4.2
648,2017-18,Gonzaga,WCC,37.0,765.0,0.624,0.577,0.093,0.471,11.4,/players/rui-hachimura-1.html,2.0,2.7,1.6,4.3,0.223,25.0,386.0,7.4,17.9,12.9,5.5,1.4,2.7,25.1,4.2,2.4,6.6
649,2018-19,Gonzaga,WCC,37.0,1117.0,0.639,0.608,0.077,0.477,10.7,/players/rui-hachimura-1.html,37.0,4.7,2.7,7.4,0.264,28.6,644.0,5.9,16.9,12.1,9.1,1.7,2.4,28.1,6.4,2.9,9.4
650,1984-85,UCLA,Pac-10,25.0,125.0,0.416,,,0.773,28.5,/players/jack-haley-1.html,0.0,,,,,,,,,,,,,,,,
651,1985-86,UCLA,Pac-10,29.0,709.0,0.46,,,0.565,22.2,/players/jack-haley-1.html,21.0,,,,,,,,,,,,,,,,
652,1986-87,UCLA,Pac-10,32.0,740.0,0.513,0.467,0.0,0.689,23.6,/players/jack-haley-1.html,32.0,,,,,,,,,,,,,,,,
653,2018-19,Iowa State,Big 12,35.0,1163.0,0.666,0.662,0.677,0.156,13.5,/players/tyrese-haliburton-1.html,34.0,2.7,1.6,4.3,0.148,16.4,276.0,2.7,8.8,5.9,17.3,2.7,2.8,9.2,4.3,4.4,8.7
654,2019-20,Iowa State,Big 12,22.0,807.0,0.631,0.611,0.508,0.184,18.7,/players/tyrese-haliburton-1.html,22.0,2.7,1.0,3.8,0.187,25.9,365.0,4.6,13.7,9.2,35.3,3.8,2.0,20.1,8.0,3.7,11.7
655,1993-94,Texas Tech,SWC,28.0,668.0,0.601,0.618,0.0,0.459,18.7,/players/darvin-ham-1.html,28.0,,,,,,,,,,,,,,,,
656,1994-95,Texas Tech,SWC,30.0,638.0,0.601,0.595,0.0,0.649,18.1,/players/darvin-ham-1.html,,,,,,,,,,,,,,,,,
657,1995-96,Texas Tech,SWC,32.0,752.0,0.552,0.581,0.005,0.697,16.7,/players/darvin-ham-1.html,32.0,1.3,1.7,2.9,0.157,,,,,,,,,,,,
658,1996-97,UConn,Big East,32.0,980.0,0.503,0.463,0.412,0.257,15.8,/players/richard-hamilton-1.html,32.0,1.5,2.3,3.8,0.154,,,,,,,,,,,,
659,1997-98,UConn,Big East,37.0,1203.0,0.566,0.52,0.399,0.301,,/players/richard-hamilton-1.html,37.0,4.2,2.4,6.6,0.22,,,,,,,,,,,,
660,1998-99,UConn,Big East,34.0,1091.0,0.56,0.504,0.352,0.366,11.1,/players/richard-hamilton-1.html,34.0,3.8,2.5,6.4,0.233,,,,,,,,,,,,
661,1991-92,Memphis,GMWC,34.0,1224.0,0.529,0.504,0.393,0.327,18.3,/players/anfernee-hardaway-1.html,,,,,,,,,,,,,,,,,
662,1992-93,Memphis,GMWC,32.0,1196.0,0.588,0.547,0.421,0.395,15.0,/players/anfernee-hardaway-1.html,,,,,,,,,,,,,,,,,
663,1985-86,UTEP,WAC,28.0,435.0,0.57,,,0.887,21.1,/players/tim-hardaway-1.html,,,,,,,,,,,,,,,,,
664,1986-87,UTEP,WAC,31.0,922.0,0.552,0.509,0.052,0.433,17.8,/players/tim-hardaway-1.html,30.0,,,,,,,,,,,,,,,,
665,1987-88,UTEP,WAC,32.0,1036.0,0.522,0.472,0.15,0.367,14.8,/players/tim-hardaway-1.html,29.0,,,,,,,,,,,,,,,,
666,1988-89,UTEP,WAC,33.0,1182.0,0.589,0.548,0.257,0.448,12.6,/players/tim-hardaway-1.html,33.0,,,,,,,,,,,,,,,,
667,2010-11,Michigan,Big Ten,35.0,1074.0,0.557,0.52,0.546,0.314,9.4,/players/tim-hardaway-jr-1.html,35.0,2.8,1.4,4.2,0.157,20.3,441.0,3.1,12.0,7.6,12.1,2.0,0.6,25.5,5.6,2.6,8.2
668,2011-12,Michigan,Big Ten,34.0,1162.0,0.525,0.484,0.468,0.378,12.3,/players/tim-hardaway-jr-1.html,34.0,2.4,1.2,3.5,0.122,17.2,470.0,3.0,12.2,7.5,14.2,0.9,1.1,26.7,3.0,0.5,3.5
669,2012-13,Michigan,Big Ten,38.0,1324.0,0.538,0.516,0.424,0.241,12.2,/players/tim-hardaway-jr-1.html,38.0,2.8,1.7,4.5,0.136,17.7,505.0,0.8,16.3,8.4,13.0,1.2,1.4,23.7,3.6,1.8,5.5
670,2007-08,Arizona State,Pac-10,34.0,1158.0,0.632,0.586,0.29,0.602,15.7,/players/james-harden-1.html,33.0,4.9,1.8,6.7,0.231,,,,,10.3,24.7,,1.3,28.3,,,
671,2008-09,Arizona State,Pac-10,35.0,1254.0,0.607,0.553,0.361,0.597,16.9,/players/james-harden-1.html,35.0,5.1,2.0,7.2,0.229,,,,,10.4,29.2,,0.8,32.5,,,
672,1982-83,Miami (OH),MAC,28.0,887.0,0.525,,,0.319,19.7,/players/ron-harper-1.html,,,,,,,,,,,,,,,,,
673,1983-84,Miami (OH),MAC,30.0,989.0,0.548,,,0.45,12.9,/players/ron-harper-1.html,,,,,,,,,,,,,,,,,
674,1984-85,Miami (OH),MAC,31.0,1144.0,0.565,,,0.388,12.4,/players/ron-harper-1.html,,,,,,,,,,,,,,,,,
675,1985-86,Miami (OH),MAC,31.0,1144.0,0.567,,,0.35,11.7,/players/ron-harper-1.html,,,,,,,,,,,,,,,,,
676,1994-95,Georgia Tech,ACC,29.0,966.0,0.581,0.54,0.292,0.44,17.0,/players/matt-harpring-1.html,24.0,,,,,,,,,,,,,,,,
677,1995-96,Georgia Tech,ACC,36.0,1328.0,0.617,0.582,0.337,0.396,13.9,/players/matt-harpring-1.html,36.0,4.3,1.1,5.4,0.163,,,,,,,,,,,,
678,1996-97,Georgia Tech,ACC,27.0,1015.0,0.526,0.491,0.463,0.398,16.6,/players/matt-harpring-1.html,27.0,2.1,1.7,3.8,0.149,,,,,,,,,,,,
679,1997-98,Georgia Tech,ACC,32.0,1163.0,0.567,0.508,0.333,0.438,,/players/matt-harpring-1.html,32.0,3.5,1.9,5.4,0.186,,,,,,,,,,,,
680,2012-13,Louisville,Big East,40.0,649.0,0.571,0.577,0.0,0.375,10.4,/players/montrezl-harrell-1.html,3.0,1.5,1.5,3.1,0.189,20.0,208.0,11.4,15.5,13.4,2.5,1.9,4.9,17.1,3.7,3.1,6.8
681,2013-14,Louisville,AAC,37.0,1083.0,0.592,0.612,0.008,0.418,10.8,/players/montrezl-harrell-1.html,37.0,3.2,3.2,6.4,0.236,25.7,489.0,12.1,19.7,15.9,8.2,2.0,4.8,22.0,5.6,3.4,9.0
682,2014-15,Louisville,ACC,35.0,1229.0,0.588,0.578,0.098,0.508,12.9,/players/montrezl-harrell-1.html,35.0,3.6,3.0,6.6,0.214,24.8,521.0,10.0,19.1,14.5,9.2,1.6,3.7,22.3,5.9,3.6,9.5
683,2001-02,Wisconsin,Big Ten,32.0,1094.0,0.571,0.518,0.569,0.459,13.3,/players/devin-harris-1.html,32.0,2.3,1.5,3.8,0.137,,,,,,,,,,,,
684,2002-03,Wisconsin,Big Ten,32.0,1100.0,0.596,0.556,0.481,0.418,13.0,/players/devin-harris-1.html,32.0,2.8,3.3,6.1,0.221,,,,,,,,,,,,
685,2003-04,Wisconsin,Big Ten,32.0,1162.0,0.606,0.55,0.488,0.524,11.4,/players/devin-harris-1.html,32.0,4.8,3.0,7.8,0.267,,,,,7.7,28.8,,0.3,27.6,,,
686,2005-06,Oklahoma State,Big 12,32.0,429.0,0.574,0.537,0.318,0.346,26.5,/players/terrel-harris-1.html,8.0,0.8,0.5,1.3,0.12,,,,,9.4,12.1,,0.7,20.0,,,
687,2006-07,Oklahoma State,Big 12,34.0,1024.0,0.556,0.494,0.44,0.378,22.2,/players/terrel-harris-1.html,26.0,1.5,1.2,2.7,0.106,,,,,8.3,12.1,,0.8,19.1,,,
688,2007-08,Oklahoma State,Big 12,33.0,974.0,0.521,0.465,0.412,0.329,20.8,/players/terrel-harris-1.html,20.0,1.0,1.3,2.3,0.096,,,,,8.8,10.6,,0.5,22.1,,,
689,2008-09,Oklahoma State,Big 12,35.0,1110.0,0.608,0.571,0.439,0.352,13.9,/players/terrel-harris-1.html,35.0,3.0,1.3,4.3,0.154,,,,,8.5,11.6,,0.9,20.6,,,
690,1998-99,Florida,SEC,31.0,660.0,0.609,0.603,0.01,0.809,,/players/udonis-haslem-1.html,26.0,2.1,1.1,3.2,0.193,,,,,,,,,,,,
691,1999-00,Florida,SEC,37.0,830.0,0.598,0.579,0.0,0.531,,/players/udonis-haslem-1.html,37.0,2.6,2.3,4.9,0.237,,,,,,,,,,,,
692,2000-01,Florida,SEC,31.0,870.0,0.632,0.597,0.0,0.654,15.0,/players/udonis-haslem-1.html,31.0,3.7,2.3,6.0,0.274,,,,,,,,,,,,
693,2001-02,Florida,SEC,31.0,876.0,0.612,0.562,0.004,0.901,15.5,/players/udonis-haslem-1.html,31.0,3.3,3.1,6.3,0.289,,,,,,,,,,,,
694,1984-85,Bradley,MVC,30.0,1121.0,0.613,,,0.341,15.0,/players/hersey-hawkins-1.html,30.0,,,,,,,,,,,,,,,,
695,1985-86,Bradley,MVC,35.0,1291.0,0.588,,,0.44,11.2,/players/hersey-hawkins-1.html,35.0,,,,,,,,,,,,,,,,
696,1986-87,Bradley,MVC,29.0,1102.0,0.603,0.561,0.19,0.386,13.2,/players/hersey-hawkins-1.html,29.0,,,,,,,,,,,,,,,,
697,1987-88,Bradley,MVC,31.0,1202.0,0.64,0.584,0.307,0.465,7.0,/players/hersey-hawkins-1.html,31.0,,,,,,,,,,,,,,,,
698,1999-00,Western Carolina,Southern,28.0,784.0,0.518,0.488,0.355,0.214,9.4,/players/jarvis-hayes-1.html,26.0,1.3,0.6,2.0,0.102,,,,,,,,,,,,
699,2001-02,Georgia,SEC,29.0,980.0,0.527,0.503,0.319,0.181,10.5,/players/jarvis-hayes-1.html,29.0,1.7,1.5,3.2,0.131,,,,,8.4,10.0,,0.9,27.5,,,
700,2002-03,Georgia,SEC,27.0,872.0,0.602,0.576,0.345,0.239,8.5,/players/jarvis-hayes-1.html,27.0,2.9,1.1,4.0,0.184,,,,,7.5,12.6,,0.9,25.0,,,
701,2008-09,Butler,Horizon,32.0,1045.0,0.656,0.611,0.59,0.475,14.2,/players/gordon-hayward-1.html,32.0,3.9,3.4,7.3,0.279,,,,,12.2,14.0,,2.5,19.5,,,
702,2009-10,Butler,Horizon,37.0,1239.0,0.601,0.527,0.429,0.579,15.2,/players/gordon-hayward-1.html,37.0,4.0,3.0,6.9,0.224,,549.0,7.6,23.4,15.8,12.1,2.0,2.8,24.7,,,
703,1997-98,UNC,ACC,38.0,308.0,0.573,0.53,0.0,0.955,,/players/brendan-haywood-1.html,1.0,0.6,1.4,1.9,0.252,,,,,,,,,,,,
704,1998-99,UNC,ACC,34.0,1035.0,0.66,0.648,0.0,0.53,17.6,/players/brendan-haywood-1.html,31.0,3.6,2.2,5.8,0.223,,,,,,,,,,,,
705,1999-00,UNC,ACC,36.0,1071.0,0.68,0.697,0.0,0.653,15.9,/players/brendan-haywood-1.html,35.0,4.3,2.0,6.2,0.233,,,,,,,,,,,,
706,2000-01,UNC,ACC,33.0,901.0,0.58,0.592,0.0,0.702,15.9,/players/brendan-haywood-1.html,33.0,2.1,3.3,5.4,0.238,,,,,,,,,,,,
707,2001-02,Illinois,Big Ten,35.0,581.0,0.574,0.573,0.444,0.202,24.0,/players/luther-head-1.html,13.0,0.9,0.9,1.7,0.118,,,,,,,,,,,,
708,2002-03,Illinois,Big Ten,25.0,509.0,0.648,0.626,0.504,0.351,20.7,/players/luther-head-1.html,8.0,1.6,1.1,2.7,0.214,,,,,8.2,15.4,,0.4,19.4,,,
709,2003-04,Illinois,Big Ten,29.0,863.0,0.584,0.55,0.598,0.301,14.1,/players/luther-head-1.html,24.0,2.0,1.5,3.5,0.16,,,,,7.7,16.0,,0.5,19.1,,,
710,2004-05,Illinois,Big Ten,39.0,1297.0,0.611,0.589,0.613,0.214,11.9,/players/luther-head-1.html,39.0,4.4,2.8,7.2,0.222,,,,,7.3,21.8,,0.5,23.4,,,
711,1991-92,Indiana,Big Ten,33.0,783.0,0.54,0.51,0.013,0.407,8.3,/players/alan-henderson-1.html,26.0,,,,,,,,,17.3,4.1,,5.8,23.6,,,
712,1992-93,Indiana,Big Ten,30.0,737.0,0.519,0.489,0.022,0.423,12.3,/players/alan-henderson-1.html,25.0,,,,,,,,,,,,,,,,
713,1993-94,Indiana,Big Ten,30.0,983.0,0.566,0.534,0.016,0.555,11.3,/players/alan-henderson-1.html,29.0,,,,,,,,,,,,,,,,
