SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL
2008-09,29,PHO,NBA,PF,13,0,9.3,1.2,3.2,0.366,0.1,0.1,1.0,1.1,3.1,0.35,0.378,0.6,1.2,0.533,0.8,1.7,2.5,0.2,0.3,0.5,0.7,1.9,3.0,/players/s/swiftst01.html
1994-95,24,PHO,NBA,SF,9,0,5.7,1.1,2.0,0.556,0.0,0.0,0.0,1.1,2.0,0.556,0.556,0.4,0.6,0.8,0.3,0.6,0.9,0.3,0.1,0.0,0.6,0.9,2.7,/players/s/swinsaa01.html
2021-22,28,WAS,NBA,SG,3,0,6.3,1.0,1.3,0.75,0.0,0.3,0.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0,/players/s/swordcr01.html
2010-11,22,ATL,NBA,SF,3,0,7.0,0.7,2.0,0.333,0.0,0.3,0.0,0.7,1.7,0.4,0.333,1.0,1.0,1.0,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3,/players/s/sypa01.html
2021-22,28,IND,NBA,PG,32,11,17.7,2.2,5.9,0.363,0.8,2.8,0.3,1.3,3.1,0.42,0.434,0.5,0.5,0.882,0.3,1.2,1.4,1.9,0.4,0.1,1.0,1.6,5.6,/players/s/sykeske01.html
1995-96,22,BOS,NBA,PF,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,/players/s/sykesla01.html
1996-97,28,BOS,NBA,C,70,24,9.5,0.8,1.7,0.446,0.0,0.0,0.0,0.8,1.7,0.45,0.446,0.6,0.9,0.738,0.8,1.6,2.4,0.2,0.2,0.5,0.6,1.7,2.2,/players/s/szabobr01.html
1999-00,22,MIN,NBA,SF,73,53,29.7,4.7,9.2,0.511,0.4,1.1,0.359,4.3,8.1,0.531,0.532,1.8,2.2,0.826,1.2,2.5,3.7,2.8,0.8,0.3,1.1,2.4,11.6,/players/s/szczewa02.html
2000-01,23,MIN,NBA,SF,82,82,34.8,5.7,11.2,0.51,0.3,0.9,0.338,5.4,10.3,0.526,0.524,2.2,2.5,0.87,1.6,3.8,5.5,3.2,0.7,0.4,1.7,2.8,14.0,/players/s/szczewa02.html
2001-02,24,MIN,NBA,SF,82,82,38.0,7.4,14.6,0.508,1.1,2.3,0.455,6.4,12.3,0.517,0.544,2.8,3.3,0.831,1.5,3.3,4.8,3.1,0.8,0.3,2.2,2.3,18.7,/players/s/szczewa02.html
2002-03,25,MIN,NBA,SF,52,42,35.3,6.8,14.0,0.481,1.2,2.8,0.421,5.6,11.2,0.497,0.523,2.9,3.3,0.867,1.0,3.6,4.6,2.6,0.8,0.4,1.7,2.4,17.6,/players/s/szczewa02.html
2003-04,26,MIN,NBA,SF,28,0,22.2,3.8,8.4,0.449,0.7,1.6,0.435,3.1,6.8,0.453,0.492,1.9,2.3,0.828,0.9,2.3,3.1,1.2,0.4,0.0,1.0,1.5,10.2,/players/s/szczewa02.html
2004-05,27,MIN,NBA,SF,81,37,31.6,5.7,11.3,0.506,0.8,2.1,0.373,5.0,9.3,0.536,0.54,3.2,3.8,0.855,1.0,2.7,3.7,2.4,0.5,0.2,1.6,2.2,15.5,/players/s/szczewa02.html
2005-06,28,TOT,NBA,SF,72,71,37.9,6.8,14.1,0.487,1.4,3.5,0.4,5.4,10.5,0.517,0.538,3.9,4.3,0.897,1.1,3.3,4.3,3.0,0.6,0.3,1.9,2.1,19.0,/players/s/szczewa02.html
2005-06,28,MIN,NBA,SF,40,40,38.9,7.3,14.8,0.495,1.5,3.6,0.406,5.9,11.2,0.523,0.544,4.1,4.6,0.896,0.9,3.9,4.8,2.8,0.5,0.4,2.2,2.3,20.1,/players/s/szczewa02.html
2005-06,28,BOS,NBA,SF,32,31,36.7,6.3,13.2,0.476,1.4,3.5,0.393,4.9,9.7,0.506,0.528,3.6,4.0,0.898,1.3,2.6,3.8,3.2,0.6,0.1,1.6,1.9,17.5,/players/s/szczewa02.html
2006-07,29,BOS,NBA,SF,32,19,28.1,5.0,12.1,0.415,1.4,3.3,0.415,3.7,8.8,0.415,0.472,3.5,3.9,0.897,0.5,2.6,3.1,1.7,0.6,0.1,1.7,2.0,15.0,/players/s/szczewa02.html
2007-08,30,TOT,NBA,SF,75,2,23.1,4.1,9.6,0.431,1.2,2.9,0.413,2.9,6.7,0.438,0.493,2.0,2.3,0.851,0.5,2.4,2.9,1.4,0.3,0.2,1.0,1.4,11.5,/players/s/szczewa02.html
2007-08,30,SEA,NBA,SF,50,1,23.6,4.7,10.3,0.46,1.4,3.3,0.428,3.3,6.9,0.476,0.529,2.3,2.7,0.843,0.3,2.4,2.7,1.4,0.3,0.1,1.1,1.3,13.1,/players/s/szczewa02.html
2007-08,30,CLE,NBA,SF,25,1,22.2,3.0,8.4,0.359,0.8,2.1,0.365,2.2,6.3,0.357,0.404,1.4,1.6,0.878,0.7,2.5,3.2,1.4,0.4,0.3,0.8,1.4,8.2,/players/s/szczewa02.html
2008-09,31,CLE,NBA,SF,74,5,20.6,2.4,5.4,0.45,0.9,2.3,0.411,1.5,3.1,0.478,0.536,1.2,1.4,0.849,0.6,2.6,3.1,1.1,0.4,0.1,0.7,1.8,7.0,/players/s/szczewa02.html
1994-95,24,HOU,NBA,C,37,0,4.9,0.6,1.4,0.453,0.0,0.0,0.0,0.6,1.4,0.462,0.453,0.7,1.2,0.614,0.6,0.9,1.5,0.1,0.1,0.2,0.5,1.0,2.0,/players/t/tabakza01.html
1995-96,25,TOR,NBA,C,67,18,19.9,3.4,6.2,0.543,0.0,0.0,0.0,3.4,6.2,0.545,0.543,1.0,1.7,0.561,1.7,3.0,4.8,0.9,0.4,0.5,1.5,3.0,7.7,/players/t/tabakza01.html
1996-97,26,TOR,NBA,C,13,4,16.8,2.5,5.5,0.451,0.0,0.0,0.0,2.5,5.5,0.451,0.451,1.5,2.2,0.69,1.5,2.2,3.8,1.1,0.5,0.8,1.6,2.7,6.5,/players/t/tabakza01.html
1997-98,27,TOT,NBA,C,57,34,17.3,2.5,5.3,0.467,0.0,0.0,0.0,2.5,5.3,0.469,0.467,0.4,1.1,0.377,1.5,2.2,3.7,0.8,0.4,0.7,1.1,2.9,5.4,/players/t/tabakza01.html
1997-98,27,TOR,NBA,C,39,29,19.3,3.0,6.4,0.466,0.0,0.0,0.0,3.0,6.4,0.468,0.466,0.4,1.2,0.333,1.5,2.4,3.9,0.9,0.4,0.7,1.1,3.0,6.4,/players/t/tabakza01.html
1997-98,27,BOS,NBA,C,18,5,12.9,1.4,3.1,0.473,0.0,0.0,0.0,1.4,3.1,0.473,0.473,0.4,0.7,0.538,1.4,1.8,3.2,0.7,0.3,0.6,0.9,2.6,3.3,/players/t/tabakza01.html
1999-00,29,IND,NBA,C,18,0,6.3,0.9,1.9,0.471,0.0,0.0,0.0,0.9,1.9,0.471,0.471,0.3,0.4,0.625,0.9,0.9,1.8,0.2,0.2,0.5,0.6,0.7,2.1,/players/t/tabakza01.html
2000-01,30,IND,NBA,C,55,14,14.1,1.8,3.4,0.527,0.0,0.0,0.0,1.8,3.4,0.527,0.527,0.4,0.9,0.426,1.2,2.7,3.9,0.6,0.2,0.5,1.0,2.3,3.9,/players/t/tabakza01.html
2004-05,24,PHO,NBA,PG,4,0,4.3,0.3,1.5,0.167,0.3,0.3,1.0,0.0,1.3,0.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.8,0.0,0.0,0.3,0.3,1.8,/players/t/tabusyu01.html
2005-06,20,GSW,NBA,C,17,0,8.5,1.4,2.2,0.605,0.0,0.0,0.0,1.4,2.2,0.605,0.605,0.1,0.4,0.167,1.1,1.0,2.1,0.1,0.1,0.4,0.1,1.5,2.8,/players/t/taftch01.html
2000-01,27,CHI,NBA,C,43,12,13.9,0.9,2.3,0.394,0.0,0.0,0.0,0.9,2.3,0.394,0.394,0.6,0.8,0.758,0.9,2.0,2.8,0.7,0.2,0.4,0.9,2.2,2.4,/players/t/tarladr01.html
1986-87,22,DAL,NBA,PF,75,1,18.7,3.1,6.7,0.467,0.0,0.0,0.333,3.1,6.6,0.468,0.468,1.3,1.9,0.676,2.4,4.7,7.1,0.7,0.7,1.1,1.3,3.1,7.5,/players/t/tarplro01.html
1987-88,23,DAL,NBA,PF,81,9,28.5,5.5,11.0,0.5,0.0,0.1,0.0,5.5,10.9,0.503,0.5,2.5,3.4,0.74,4.4,7.4,11.8,1.1,1.3,1.1,2.1,3.9,13.5,/players/t/tarplro01.html
1988-89,24,DAL,NBA,PF,19,6,31.1,6.9,12.7,0.541,0.0,0.1,0.0,6.9,12.7,0.544,0.541,3.5,5.1,0.688,4.1,7.4,11.5,0.9,1.5,1.6,2.4,3.7,17.3,/players/t/tarplro01.html
1989-90,25,DAL,NBA,PF,45,35,36.6,7.0,15.5,0.451,0.0,0.1,0.0,7.0,15.3,0.455,0.451,2.9,3.8,0.756,4.2,8.9,13.1,1.5,1.8,1.6,2.6,3.6,16.8,/players/t/tarplro01.html
1990-91,26,DAL,NBA,C,5,5,34.2,8.6,15.8,0.544,0.0,0.2,0.0,8.6,15.6,0.551,0.544,3.2,3.6,0.889,3.2,7.8,11.0,2.4,1.2,1.8,2.6,4.0,20.4,/players/t/tarplro01.html
1994-95,30,DAL,NBA,C,55,1,24.6,5.3,11.1,0.479,0.1,0.3,0.278,5.2,10.8,0.485,0.483,1.9,2.2,0.836,2.6,5.6,8.2,1.1,0.8,1.0,2.0,2.8,12.6,/players/t/tarplro01.html
2020-21,25,HOU,NBA,SF,70,58,29.2,4.5,8.9,0.506,0.9,2.8,0.308,3.7,6.1,0.595,0.554,1.5,2.1,0.694,1.9,3.5,5.3,2.5,1.2,0.5,1.4,3.2,11.3,/players/t/tateja01.html
2021-22,26,HOU,NBA,SF,78,77,26.4,4.7,9.3,0.498,0.8,2.6,0.312,3.8,6.8,0.569,0.541,1.7,2.4,0.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8,/players/t/tateja01.html
2017-18,19,BOS,NBA,SF,80,80,30.5,5.0,10.4,0.475,1.3,3.0,0.434,3.7,7.4,0.492,0.538,2.7,3.2,0.826,0.6,4.4,5.0,1.6,1.0,0.7,1.4,2.1,13.9,/players/t/tatumja01.html
2018-19,20,BOS,NBA,SF,79,79,31.1,5.9,13.1,0.45,1.5,3.9,0.373,4.4,9.2,0.483,0.506,2.5,2.9,0.855,0.9,5.2,6.0,2.1,1.1,0.7,1.5,2.1,15.7,/players/t/tatumja01.html
2019-20,21,BOS,NBA,PF,66,66,34.3,8.4,18.6,0.45,2.9,7.1,0.403,5.5,11.5,0.48,0.527,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4,/players/t/tatumja01.html
2020-21,22,BOS,NBA,SF,64,64,35.8,9.5,20.6,0.459,2.9,7.6,0.386,6.5,13.0,0.502,0.53,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.4,/players/t/tatumja01.html
2021-22,23,BOS,NBA,SF,76,76,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,/players/t/tatumja01.html
2015-16,23,ATL,NBA,C,11,0,6.6,1.0,1.7,0.579,0.0,0.0,0.0,1.0,1.7,0.579,0.579,0.3,0.7,0.375,0.6,1.3,1.9,0.3,0.1,0.5,0.5,0.7,2.3,/players/t/tavarwa01.html
2016-17,24,TOT,NBA,C,2,0,14.0,2.0,2.5,0.8,0.0,0.0,0.0,2.0,2.5,0.8,0.8,0.0,1.5,0.0,2.0,3.5,5.5,0.5,0.0,3.0,1.0,1.5,4.0,/players/t/tavarwa01.html
2016-17,24,ATL,NBA,C,1,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/t/tavarwa01.html
2016-17,24,CLE,NBA,C,1,0,24.0,3.0,4.0,0.75,0.0,0.0,0.0,3.0,4.0,0.75,0.75,0.0,1.0,0.0,4.0,6.0,10.0,1.0,0.0,6.0,2.0,3.0,6.0,/players/t/tavarwa01.html
1988-89,23,MIA,NBA,PG,21,7,17.5,2.9,7.2,0.397,0.0,0.1,0.0,2.9,7.1,0.403,0.397,1.1,1.5,0.75,0.5,1.1,1.6,2.0,1.0,0.2,1.0,1.8,6.9,/players/t/tayloan01.html
2005-06,23,WAS,NBA,SG,51,1,9.1,1.0,2.7,0.39,0.1,0.3,0.235,1.0,2.3,0.412,0.404,0.6,0.8,0.698,0.3,0.7,1.0,0.9,0.6,0.1,0.7,0.9,2.7,/players/t/taylodo01.html
2006-07,24,WAS,NBA,SG,47,1,7.9,1.2,3.0,0.4,0.1,0.4,0.176,1.1,2.6,0.431,0.411,0.2,0.4,0.524,0.3,0.8,1.1,1.0,0.4,0.1,0.5,0.7,2.7,/players/t/taylodo01.html
2016-17,22,HOU,NBA,PG,4,0,13.0,0.3,1.8,0.143,0.0,0.5,0.0,0.3,1.3,0.2,0.143,0.3,0.5,0.5,0.3,0.5,0.8,0.8,0.3,0.3,0.0,1.5,0.8,/players/t/taylois01.html
2017-18,23,ATL,NBA,PG,67,9,17.4,2.4,5.8,0.418,0.3,1.2,0.25,2.1,4.6,0.461,0.444,1.5,2.1,0.702,0.3,1.1,1.4,3.1,0.5,0.1,1.3,1.7,6.6,/players/t/taylois01.html
1989-90,22,NJN,NBA,SG,17,0,6.7,1.2,3.1,0.404,0.2,0.8,0.231,1.1,2.3,0.462,0.433,0.4,0.5,0.667,0.3,0.4,0.6,0.3,0.3,0.2,0.6,0.5,3.0,/players/t/tayloja01.html
2012-13,23,CHA,NBA,SF,77,29,19.6,2.2,5.2,0.431,0.7,2.0,0.344,1.5,3.2,0.486,0.497,1.0,1.3,0.728,0.7,1.3,1.9,0.8,0.6,0.2,0.6,1.8,6.1,/players/t/tayloje03.html
2013-14,24,CHA,NBA,SF,26,8,24.2,3.2,8.4,0.376,0.7,2.6,0.269,2.5,5.8,0.424,0.417,1.0,1.8,0.553,0.6,1.7,2.3,0.8,0.5,0.2,1.0,2.4,8.0,/players/t/tayloje03.html
2014-15,25,CHO,NBA,SF,29,13,14.8,1.6,3.9,0.395,0.4,1.2,0.306,1.2,2.7,0.436,0.443,0.9,1.4,0.634,0.5,1.3,1.8,0.8,0.4,0.0,0.7,1.2,4.4,/players/t/tayloje03.html
2009-10,23,HOU,NBA,SG,31,4,9.8,1.5,3.8,0.378,0.2,0.7,0.227,1.3,3.1,0.412,0.399,1.1,1.5,0.717,0.7,0.8,1.5,0.5,0.3,0.1,0.6,0.5,4.1,/players/t/tayloje02.html
2010-11,24,TOT,NBA,SG,34,8,14.2,2.8,5.8,0.48,0.4,1.3,0.311,2.4,4.4,0.53,0.515,0.6,0.8,0.75,0.8,1.1,1.8,0.9,0.4,0.1,1.4,1.1,6.6,/players/t/tayloje02.html
2010-11,24,HOU,NBA,SG,8,0,9.6,2.0,4.0,0.5,0.3,0.6,0.4,1.8,3.4,0.519,0.531,0.6,0.8,0.833,0.1,1.0,1.1,0.3,0.3,0.3,0.8,0.5,4.9,/players/t/tayloje02.html
2010-11,24,SAC,NBA,SG,26,8,15.6,3.0,6.3,0.476,0.5,1.5,0.3,2.5,4.8,0.532,0.512,0.6,0.8,0.727,1.0,1.1,2.0,1.2,0.5,0.1,1.5,1.3,7.1,/players/t/tayloje02.html
1997-98,23,ORL,NBA,SF,12,0,9.0,1.1,3.1,0.351,0.1,0.2,0.5,1.0,2.9,0.343,0.365,0.9,1.3,0.688,0.3,0.8,1.1,0.1,0.3,0.2,0.7,1.8,3.2,/players/t/taylojo01.html
1998-99,24,DEN,NBA,SF,36,9,20.1,2.3,5.5,0.414,0.7,1.9,0.382,1.6,3.6,0.431,0.48,0.5,0.6,0.739,0.8,2.0,2.8,0.7,0.8,0.5,0.9,2.7,5.8,/players/t/taylojo01.html
1999-00,25,TOT,NBA,SF,6,0,5.7,0.8,2.3,0.357,0.2,0.2,1.0,0.7,2.2,0.308,0.393,0.0,0.0,0.0,0.3,0.7,1.0,0.2,0.2,0.2,0.3,0.8,1.8,/players/t/taylojo01.html
1999-00,25,DEN,NBA,SF,1,0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,/players/t/taylojo01.html
1999-00,25,ORL,NBA,SF,5,0,5.8,1.0,2.4,0.417,0.2,0.2,1.0,0.8,2.2,0.364,0.458,0.0,0.0,0.0,0.4,0.6,1.0,0.2,0.2,0.2,0.4,0.8,2.2,/players/t/taylojo01.html
1989-90,23,GSW,NBA,PF,10,0,3.7,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.1,1.6,0.688,0.4,0.8,1.2,0.1,0.0,0.0,0.5,0.4,1.1,/players/t/taylole01.html
1997-98,21,LAC,NBA,PF,71,3,21.3,4.5,9.5,0.476,0.0,0.0,0.0,4.5,9.5,0.476,0.476,2.4,3.4,0.709,1.7,2.5,4.2,0.7,0.5,0.6,1.5,3.1,11.5,/players/t/tayloma01.html
1998-99,22,LAC,NBA,PF,46,45,32.7,6.8,14.7,0.461,0.0,0.1,0.167,6.7,14.5,0.463,0.461,3.3,4.5,0.728,2.2,3.1,5.3,1.5,0.3,0.6,2.6,3.9,16.8,/players/t/tayloma01.html
1999-00,23,LAC,NBA,PF,62,60,35.9,7.4,15.9,0.464,0.0,0.1,0.125,7.4,15.8,0.466,0.464,2.3,3.2,0.711,1.5,4.9,6.5,1.6,0.8,0.8,2.7,3.5,17.1,/players/t/tayloma01.html
2000-01,24,HOU,NBA,SF,69,69,28.6,5.7,11.6,0.489,0.0,0.1,0.0,5.7,11.5,0.492,0.489,1.7,2.3,0.735,1.6,3.9,5.5,1.5,0.4,0.6,1.8,3.0,13.0,/players/t/tayloma01.html
2002-03,26,HOU,NBA,PF,67,9,20.6,3.4,8.0,0.432,0.0,0.0,0.0,3.4,8.0,0.433,0.432,1.5,2.1,0.725,1.4,2.1,3.6,1.0,0.3,0.3,1.5,2.3,8.4,/players/t/tayloma01.html
2003-04,27,HOU,NBA,PF,75,10,27.7,4.9,10.2,0.48,0.0,0.0,0.0,4.9,10.2,0.481,0.48,1.7,2.3,0.736,1.7,3.4,5.1,1.4,0.6,0.6,2.0,3.4,11.5,/players/t/tayloma01.html
2004-05,28,TOT,NBA,"C,PF",65,16,20.6,3.1,6.9,0.455,0.0,0.1,0.333,3.1,6.7,0.458,0.459,1.0,1.6,0.612,1.0,2.9,4.0,1.0,0.4,0.3,1.4,2.8,7.3,/players/t/tayloma01.html
2004-05,28,HOU,NBA,PF,38,16,23.8,3.3,7.7,0.435,0.1,0.2,0.375,3.3,7.5,0.437,0.44,1.0,1.6,0.65,1.1,3.2,4.3,1.4,0.4,0.3,1.7,3.2,7.8,/players/t/tayloma01.html
2004-05,28,NYK,NBA,C,27,0,16.0,2.8,5.7,0.494,0.0,0.0,0.0,2.8,5.7,0.497,0.494,0.9,1.6,0.558,1.0,2.5,3.4,0.5,0.4,0.3,1.1,2.1,6.5,/players/t/tayloma01.html
2005-06,29,NYK,NBA,PF,67,13,18.1,2.7,5.8,0.468,0.0,0.0,0.0,2.7,5.8,0.469,0.468,0.9,1.2,0.699,1.0,2.4,3.4,0.8,0.3,0.2,1.5,2.6,6.3,/players/t/tayloma01.html
2006-07,30,SAC,NBA,PF,12,2,8.6,0.7,2.3,0.286,0.0,0.0,0.0,0.7,2.3,0.286,0.286,0.7,1.1,0.615,0.8,1.5,2.3,0.4,0.3,0.1,0.5,1.3,2.0,/players/t/tayloma01.html
2008-09,23,LAC,NBA,PG,51,5,15.1,2.2,5.2,0.412,0.3,0.8,0.325,1.9,4.5,0.427,0.436,1.1,1.6,0.691,0.4,1.3,1.7,2.1,0.7,0.0,1.4,1.6,5.7,/players/t/taylomi01.html
2021-22,22,IND,NBA,SG,33,7,21.6,4.1,6.7,0.614,0.4,1.2,0.316,3.7,5.5,0.676,0.641,1.1,1.5,0.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,1.8,9.6,/players/t/taylote01.html
2012-13,22,BRK,NBA,PG,38,0,5.8,0.8,2.3,0.368,0.2,0.3,0.462,0.7,1.9,0.351,0.402,0.4,0.7,0.556,0.1,0.4,0.5,0.6,0.3,0.0,0.7,0.7,2.2,/players/t/tayloty01.html
2013-14,23,BRK,NBA,PG,23,3,11.7,1.3,4.0,0.341,0.1,0.5,0.25,1.2,3.4,0.354,0.357,1.0,1.3,0.8,0.1,0.5,0.7,1.6,0.5,0.0,1.3,1.3,3.9,/players/t/tayloty01.html
2009-10,21,ATL,NBA,PG,71,3,10.1,1.3,3.2,0.396,0.1,0.5,0.219,1.2,2.7,0.426,0.412,0.6,0.7,0.837,0.1,0.9,0.9,1.7,0.5,0.2,0.7,1.2,3.2,/players/t/teaguje01.html
2010-11,22,ATL,NBA,PG,70,7,13.8,1.9,4.3,0.438,0.3,0.7,0.375,1.6,3.7,0.449,0.467,1.1,1.4,0.794,0.2,1.3,1.5,2.0,0.6,0.4,0.9,1.2,5.2,/players/t/teaguje01.html
2011-12,23,ATL,NBA,PG,66,66,33.1,4.8,10.2,0.476,0.8,2.3,0.342,4.1,7.9,0.514,0.514,2.1,2.8,0.757,0.3,2.1,2.4,4.9,1.6,0.6,2.0,2.2,12.6,/players/t/teaguje01.html
2012-13,24,ATL,NBA,PG,80,78,32.9,5.5,12.2,0.451,1.1,3.1,0.359,4.4,9.1,0.482,0.496,2.5,2.8,0.881,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6,/players/t/teaguje01.html
2013-14,25,ATL,NBA,PG,79,79,32.2,5.8,13.2,0.438,0.9,2.8,0.329,4.8,10.3,0.469,0.474,4.0,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0,16.5,/players/t/teaguje01.html
2014-15,26,ATL,NBA,PG,73,72,30.5,5.6,12.2,0.46,1.0,2.8,0.343,4.6,9.3,0.496,0.5,3.8,4.4,0.862,0.4,2.1,2.5,7.0,1.7,0.4,2.8,1.9,15.9,/players/t/teaguje01.html
2015-16,27,ATL,NBA,PG,79,78,28.5,5.5,12.5,0.439,1.4,3.5,0.4,4.1,9.0,0.454,0.495,3.3,3.9,0.837,0.4,2.3,2.7,5.9,1.2,0.3,2.8,2.1,15.7,/players/t/teaguje01.html
2016-17,28,IND,NBA,PG,82,82,32.4,4.9,11.1,0.442,1.1,3.1,0.357,3.8,8.0,0.475,0.492,4.4,5.1,0.867,0.4,3.6,4.0,7.8,1.2,0.4,2.6,2.0,15.3,/players/t/teaguje01.html
2017-18,29,MIN,NBA,PG,70,70,33.0,5.1,11.3,0.446,1.2,3.3,0.368,3.9,8.1,0.477,0.499,2.9,3.4,0.845,0.3,2.6,3.0,7.0,1.5,0.3,2.5,2.4,14.2,/players/t/teaguje01.html
2018-19,30,MIN,NBA,PG,42,41,30.1,4.2,9.9,0.423,0.8,2.5,0.333,3.4,7.4,0.453,0.465,2.9,3.6,0.804,0.4,2.1,2.5,8.2,1.0,0.4,2.3,2.1,12.1,/players/t/teaguje01.html
2019-20,31,TOT,NBA,PG,59,17,24.8,3.6,8.3,0.436,0.7,2.0,0.368,2.9,6.3,0.457,0.48,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9,/players/t/teaguje01.html
2019-20,31,MIN,NBA,PG,34,13,27.8,4.3,9.5,0.448,1.0,2.6,0.379,3.3,7.0,0.473,0.498,3.7,4.2,0.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2,/players/t/teaguje01.html
2019-20,31,ATL,NBA,PG,25,4,20.8,2.7,6.6,0.412,0.4,1.2,0.333,2.3,5.4,0.43,0.442,1.9,2.1,0.887,0.5,1.7,2.2,4.0,0.8,0.2,1.6,1.4,7.7,/players/t/teaguje01.html
2020-21,32,TOT,NBA,PG,55,7,17.3,2.2,5.2,0.433,0.7,1.5,0.439,1.6,3.7,0.431,0.496,1.6,1.9,0.848,0.3,1.3,1.6,2.4,0.6,0.2,1.2,1.0,6.7,/players/t/teaguje01.html
2020-21,32,BOS,NBA,PG,34,5,18.1,2.3,5.5,0.415,0.8,1.6,0.464,1.5,3.9,0.394,0.484,1.5,1.8,0.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9,/players/t/teaguje01.html
2020-21,32,MIL,NBA,PG,21,2,15.9,2.1,4.6,0.469,0.5,1.2,0.385,1.7,3.3,0.5,0.521,1.8,2.1,0.864,0.2,1.2,1.5,2.8,0.4,0.2,1.2,0.6,6.6,/players/t/teaguje01.html
2012-13,19,CHI,NBA,PG,48,0,8.2,0.9,2.4,0.381,0.1,0.5,0.174,0.8,1.9,0.433,0.398,0.2,0.3,0.563,0.1,0.9,0.9,1.3,0.2,0.1,0.7,1.0,2.1,/players/t/teaguma01.html
2013-14,20,TOT,NBA,SG,40,3,11.1,1.0,3.0,0.319,0.1,0.5,0.278,0.8,2.5,0.327,0.34,0.7,0.9,0.743,0.0,1.0,1.0,1.5,0.3,0.1,1.0,1.2,2.7,/players/t/teaguma01.html
2013-14,20,CHI,NBA,SG,19,2,12.7,0.8,3.5,0.242,0.1,0.5,0.2,0.7,2.9,0.25,0.258,0.6,0.8,0.688,0.1,0.9,1.0,1.5,0.1,0.2,0.9,1.3,2.4,/players/t/teaguma01.html
2013-14,20,BRK,NBA,SG,21,1,9.6,1.0,2.5,0.415,0.1,0.4,0.375,0.9,2.1,0.422,0.443,0.7,0.9,0.789,0.0,1.0,1.0,1.4,0.4,0.0,1.0,1.0,3.0,/players/t/teaguma01.html
2017-18,24,MEM,NBA,PG,3,0,24.7,1.3,5.3,0.25,0.3,1.3,0.25,1.0,4.0,0.25,0.281,0.7,1.7,0.4,0.3,1.7,2.0,4.3,1.3,0.0,1.0,1.7,3.7,/players/t/teaguma01.html
2012-13,27,BRK,NBA,PF,53,0,9.4,1.3,3.5,0.384,0.7,2.0,0.343,0.6,1.5,0.442,0.484,0.2,0.2,0.818,0.6,1.2,1.8,0.4,0.2,0.2,0.4,1.0,3.5,/players/t/teletmi01.html
2013-14,28,BRK,NBA,SF,72,7,19.4,3.1,7.3,0.418,1.9,4.8,0.39,1.2,2.5,0.472,0.546,0.6,0.9,0.71,0.8,2.9,3.7,0.8,0.4,0.3,0.8,2.0,8.6,/players/t/teletmi01.html
2014-15,29,BRK,NBA,PF,40,4,22.3,3.1,8.0,0.382,1.6,4.8,0.321,1.5,3.2,0.476,0.48,0.8,1.2,0.717,0.7,4.2,4.9,1.2,0.4,0.4,1.3,1.9,8.5,/players/t/teletmi01.html
2015-16,30,PHO,NBA,PF,79,1,21.3,4.2,9.8,0.427,2.3,5.8,0.393,1.9,4.0,0.476,0.544,1.5,2.0,0.774,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2,/players/t/teletmi01.html
2016-17,31,MIL,NBA,PF,70,2,16.2,2.2,6.0,0.373,1.5,4.4,0.341,0.7,1.6,0.46,0.498,0.5,0.6,0.778,0.2,2.2,2.3,0.7,0.2,0.2,0.5,1.6,6.4,/players/t/teletmi01.html
