,2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,URL,eFG%
24,2.2,.472,4.8,0.2,.282,0.6,,0.9,0.2,1.4,2.4,.449,5.4,0.7,.772,0.9,379,54,NBA,15.0,0.7,1.8,,5.8,Career,0.4,,0.7,2.1,/players/a/addisra01.html,.466
25,5.1,0.565,9.0,0.0,0.14,0.1,,3.5,0.9,6.2,5.1,0.558,9.2,3.2,0.741,4.3,343,239,NBA,28.2,2.2,2.4,,13.5,Career,1.0,,2.1,8.3,/players/a/adebaba01.html,0.559
26,0.3,0.385,0.7,0.3,0.261,1.2,,0.3,0.2,0.8,0.6,0.306,1.9,0.2,1.0,0.2,19,3,NBA,10.2,0.2,0.7,,1.7,Career,0.1,,0.3,1.0,/players/a/adelde01.html,0.389
27,,,,,,,,3.5,0.1,1.1,3.0,0.415,7.2,1.8,0.713,2.5,462.0,,NBA,22.6,0.4,2.1,,7.7,Career,0.9,,,2.4,/players/a/adelmri01.html,
28,1.7,0.476,3.6,0.0,0.0,0.0,,0.7,0.5,2.9,1.7,0.474,3.6,1.2,0.628,1.9,153.0,17.0,NBA,14.0,1.4,1.7,,4.6,Career,0.3,,0.6,4.3,/players/a/adrieje01.html,0.474
29,2.8,0.481,5.8,1.1,0.386,2.9,,1.8,0.2,2.4,3.9,0.45,8.7,1.8,0.825,2.2,762.0,537.0,NBA,27.3,0.4,1.9,,10.8,Career,0.4,,1.1,2.9,/players/a/afflaar01.html,0.514
30,0.6,.366,1.8,0.1,.250,0.5,,0.2,0.1,0.5,0.8,.339,2.3,0.4,.566,0.6,82,4,NBA,6.2,0.1,0.8,,2.1,Career,0.1,,0.4,0.6,/players/a/agerma01.html,.368
31,7.4,0.5,14.7,0.4,0.312,1.4,,3.1,0.3,3.1,7.8,0.484,16.1,4.0,0.741,5.4,923.0,639.0,NBA,30.0,1.8,2.8,,20.0,Career,0.7,,2.5,5.0,/players/a/aguirma01.html,0.498
32,0.4,.233,1.6,0.7,.298,2.5,,1.2,0.0,1.1,1.1,.273,4.1,1.7,.970,1.7,19,0,NBA,11.9,0.1,1.4,,4.6,Career,0.4,,1.2,1.2,/players/a/ahearbl01.html,.364
33,3.5,0.502,7.0,1.0,0.378,2.5,,4.0,0.1,2.0,4.5,0.469,9.5,1.6,0.846,1.9,1042.0,508.0,NBA,26.6,0.7,2.4,,11.5,Career,1.1,,1.5,2.7,/players/a/aingeda01.html,0.519
34,2.2,0.408,5.4,0.0,0.0,0.0,,0.4,,,2.2,0.405,5.5,1.2,0.675,1.7,45,,ABA,14.2,,1.5,,5.6,Career,,,0.8,3.6,/players/a/aitchma01.html,0.405
35,2.2,0.51,4.2,0.0,0.286,0.1,,0.5,0.6,2.7,2.2,0.503,4.4,0.9,0.797,1.1,293.0,76.0,NBA,13.3,1.2,2.3,,5.3,Career,0.3,,0.8,3.9,/players/a/ajincal01.html,0.507
36,1.5,0.352,4.2,0.0,0.0,1.0,,0.5,,2.0,1.5,0.35,4.2,0.5,0.676,0.8,88.0,,TOT,8.4,0.0,1.5,,3.5,Career,,,2.0,2.1,/players/a/akinhe01.html,0.35
37,0.3,0.5,0.7,0.3,0.5,0.7,,0.3,0.0,0.3,0.7,0.5,1.3,0.0,,0.0,3,0,NBA,3.0,0.0,1.0,,1.7,Career,0.0,,0.0,0.3,/players/a/akognjo01.html,0.625
38,0.4,0.5,0.9,0.0,0.0,0.6,,0.9,0.0,0.4,0.4,0.3,1.4,0.1,0.5,0.3,7,0,NBA,3.1,0.1,0.6,,1.0,Career,0.3,,0.3,0.6,/players/a/akoonde01.html,0.3
39,0.6,0.314,2.0,0.0,,0.0,,0.2,0.4,1.5,0.6,0.314,2.0,0.3,0.7,0.4,26,0,NBA,7.0,0.8,0.6,,1.5,Career,0.2,,0.3,2.3,/players/a/alabiso01.html,0.314
40,3.1,.490,6.3,0.1,.252,0.4,,1.1,0.3,2.1,3.2,.475,6.7,1.0,.775,1.3,325,41,NBA,16.9,1.3,2.2,,7.5,Career,0.4,,1.0,3.4,/players/a/alarima01.html,.483
41,,,,,,,,0.3,,,1.3,0.293,4.5,0.7,0.598,1.2,78.0,,NBA,10.8,,2.2,,3.3,Career,,,,4.2,/players/a/alcorga01.html,
42,1.5,0.56,2.6,0.2,0.125,1.5,,0.7,0.3,1.7,1.7,0.402,4.1,0.6,0.625,1.0,32,0,NBA,11.3,1.0,1.1,,4.1,Career,0.2,,0.5,2.7,/players/a/aldamsa01.html,0.424
43,1.0,0.548,1.8,0.0,0.0,0.1,,0.7,0.4,2.4,1.0,0.513,1.9,0.3,0.481,0.7,41,9,NBA,13.2,1.9,2.3,,2.3,Career,0.4,,0.4,4.3,/players/a/aldemfu01.html,0.513
44,1.3,0.527,2.4,0.0,,0.0,,0.5,0.7,2.4,1.3,0.527,2.4,0.5,0.738,0.7,339.0,23.0,NBA,10.0,1.0,1.5,,3.1,Career,0.4,,0.6,3.3,/players/a/aldrico01.html,0.527
45,7.5,0.5,15.0,0.2,0.32,0.7,,1.9,1.1,5.5,7.7,0.493,15.7,3.4,0.813,4.2,1076.0,997.0,NBA,33.7,2.6,2.4,,19.1,Career,0.7,,1.5,8.1,/players/a/aldrila01.html,0.499
46,2.2,0.479,4.5,0.0,0.0,0.0,,0.5,0.2,2.5,2.2,0.478,4.6,0.7,0.733,1.0,74,4,NBA,15.1,1.2,2.3,,5.1,Career,0.2,,1.0,3.6,/players/a/aleksch01.html,0.478
47,0.6,0.5,1.3,0.0,,0.0,,0.0,0.3,0.5,0.6,0.5,1.3,0.0,,0.0,8,0,NBA,4.5,0.3,0.1,,1.3,Career,0.1,,0.1,0.8,/players/a/alexacl01.html,0.5
48,1.1,.417,2.7,0.8,.354,2.2,,2.7,0.1,1.3,1.9,.389,4.9,0.9,.756,1.1,307,35,NBA,15.8,0.3,1.7,,5.5,Career,0.9,,1.5,1.6,/players/a/alexaco01.html,.468
49,3.3,0.429,7.7,0.2,0.339,0.6,,1.2,0.1,1.5,3.5,0.422,8.3,1.8,0.813,2.2,187.0,59.0,NBA,21.7,0.7,2.0,,9.0,Career,0.6,,1.1,2.2,/players/a/alexaco02.html,0.435
50,0.7,0.571,1.3,0.0,,0.0,,0.2,0.0,0.7,0.7,0.571,1.3,0.3,0.333,0.8,11.0,0.0,NBA,5.0,0.6,0.9,,1.7,Career,0.3,,0.7,1.4,/players/a/alexaga01.html,0.571
51,1.3,0.426,3.0,0.2,0.34,0.7,,0.7,0.4,1.1,1.5,0.41,3.7,0.9,0.698,1.3,67.0,0.0,NBA,11.1,0.7,1.7,,4.2,Career,0.2,,0.8,1.8,/players/a/alexajo01.html,0.442
52,0.5,0.5,1.0,0.0,,0.0,,0.0,0.0,0.5,0.5,0.5,1.0,0.0,,0.0,2,0,NBA,6.5,1.0,0.5,,1.0,Career,0.0,,0.5,1.5,/players/a/alexaky01.html,0.5
53,0.1,0.333,0.2,0.1,0.222,0.6,,0.4,0.1,0.5,0.2,0.25,0.8,0.1,0.5,0.1,15,0,NBA,3.1,0.1,0.1,,0.6,Career,0.0,,0.2,0.7,/players/a/alexaty01.html,0.333
54,3.8,.525,7.2,0.1,.286,0.2,,0.9,0.6,3.3,3.8,.518,7.4,1.1,.634,1.8,286,155,NBA,20.1,1.6,2.5,,8.9,Career,0.5,,1.3,4.8,/players/a/alexavi01.html,.522
55,2.0,0.443,4.5,1.4,0.329,4.4,,2.2,0.3,2.3,3.4,0.387,8.9,1.0,0.726,1.3,158.0,35.0,NBA,19.4,0.4,1.6,,9.3,Career,0.7,,1.4,2.6,/players/a/alexani01.html,0.468
56,1.5,0.487,3.1,0.2,0.324,0.6,,1.0,0.1,0.7,1.7,0.459,3.8,0.8,0.87,0.9,169.0,3.0,NBA,9.7,0.1,0.7,,4.4,Career,0.5,,0.5,0.9,/players/a/alforst01.html,0.487
57,1.0,0.37,2.7,0.3,0.25,1.2,,1.3,0.0,1.5,1.3,0.333,3.9,0.8,0.667,1.2,10,1,NBA,12.0,1.1,0.7,,3.7,Career,0.1,,0.8,2.6,/players/a/alkinra01.html,0.372
58,3.1,0.424,7.3,0.1,1.0,0.1,,0.6,,,3.2,0.429,7.4,1.5,0.586,2.6,38,,ABA,22.6,,3.2,,7.9,Career,,,1.0,7.1,/players/a/allenbi01.html,0.432
59,,,,,,,,0.4,,,0.5,0.326,1.6,0.7,0.556,1.3,27,,NBA,8.6,,1.0,,1.8,Career,,,,2.1,/players/a/allenbo01.html,
60,1.3,0.505,2.7,1.8,0.393,4.7,,1.5,0.2,2.2,3.2,0.433,7.4,1.2,0.841,1.4,192.0,101.0,NBA,21.9,0.3,1.4,,9.4,Career,0.6,,0.8,2.6,/players/a/allengr01.html,0.559
61,4.5,0.644,6.9,0.1,0.189,0.3,,1.4,1.4,5.9,4.5,0.626,7.2,2.5,0.699,3.6,341.0,276.0,NBA,26.6,2.8,2.0,,11.6,Career,0.5,,1.3,8.7,/players/a/allenja01.html,0.63
62,0.6,0.37,1.7,0.3,0.317,1.1,,1.7,0.1,0.8,1.0,0.35,2.8,0.6,0.63,0.9,117.0,1.0,NBA,11.2,0.3,1.1,,2.9,Career,0.4,,0.9,1.1,/players/a/allenje01.html,0.411
63,1.4,0.472,3.1,0.5,0.349,1.3,,2.3,0.2,1.2,1.9,0.435,4.4,1.2,0.757,1.6,47.0,2.0,NBA,13.6,0.3,1.4,,5.5,Career,0.5,,0.9,1.5,/players/a/allenka01.html,0.488
64,2.1,0.474,4.5,0.0,0.133,0.0,,1.0,0.6,2.9,2.1,0.471,4.5,0.5,0.682,0.7,388.0,87.0,NBA,17.8,1.8,1.8,,4.8,Career,0.3,,0.7,4.8,/players/a/allenla01.html,0.472
65,,,,,,,,4.5,0.3,2.3,5.5,0.463,11.9,2.3,0.76,3.1,702.0,,NBA,28.7,1.0,2.6,,13.4,Career,1.5,,2.3,3.1,/players/a/allenlu01.html,
66,2.2,0.441,4.9,0.0,0.188,0.0,,0.5,0.5,1.9,2.2,0.439,4.9,0.5,0.778,0.7,478.0,125.0,NBA,15.2,1.0,1.9,,4.9,Career,0.3,,0.7,2.8,/players/a/allenma01.html,0.44
67,1.6,0.456,3.6,0.0,0.0,0.1,,0.3,0.3,1.3,1.6,0.442,3.7,0.3,0.533,0.6,70,6,NBA,11.3,0.7,1.6,,3.6,Career,0.2,,0.4,2.1,/players/a/allenra01.html,0.442
68,4.3,0.485,8.9,2.3,0.4,5.7,,3.4,0.2,3.1,6.6,0.452,14.6,3.4,0.894,3.8,1300.0,1149.0,NBA,35.6,0.9,2.2,,18.9,Career,1.1,,2.1,4.1,/players/a/allenra02.html,0.53
69,3.0,0.492,6.1,0.2,0.282,0.5,,1.3,0.4,2.3,3.2,0.475,6.6,1.7,0.709,2.3,820.0,441.0,NBA,22.0,1.2,2.4,,8.1,Career,1.4,,1.4,3.5,/players/a/allento01.html,0.487
70,0.6,.308,1.9,0.0,,0.0,,0.6,,1.4,0.6,.308,1.9,0.7,.833,0.9,7,,ABA,4.3,0.6,1.6,,1.9,Career,,,0.9,2.0,/players/a/allenwi01.html,.308
71,,,,,,,,0.3,,,0.5,0.218,2.2,0.9,0.541,1.7,36,,NBA,4.6,,0.9,,1.9,Career,,,,1.3,/players/a/allisod01.html,
72,0.3,0.25,1.3,0.0,,0.0,,0.0,0.0,0.3,0.3,0.25,1.3,0.3,0.5,0.7,3,0,NBA,3.3,0.0,0.3,,1.0,Career,0.0,,0.0,0.3,/players/a/allrela01.html,0.25
73,1.0,0.348,3.0,0.0,0.0,0.0,,1.1,0.4,2.1,1.0,0.343,3.0,0.6,0.591,1.0,22,,NBA,12.5,0.9,2.3,,2.7,Career,0.2,,1.0,3.0,/players/a/allumda01.html,0.343
74,0.9,.404,2.3,0.2,.292,0.6,,0.3,0.1,0.9,1.1,.381,3.0,0.7,.743,0.9,38,1,NBA,9.5,0.3,1.1,,3.1,Career,0.3,,0.5,1.2,/players/a/almonmo01.html,.412
75,2.3,0.493,4.6,0.0,0.143,0.1,,0.7,0.6,2.1,2.3,0.489,4.7,0.8,0.487,1.7,139.0,42.0,NBA,19.1,1.6,2.1,,5.4,Career,0.7,,0.8,3.8,/players/a/alstode01.html,0.49
76,2.2,.407,5.3,1.5,.354,4.2,,4.8,0.2,2.5,3.7,.383,9.5,1.3,.729,1.8,671,452,NBA,28.9,0.4,2.1,,10.1,Career,1.2,,1.8,2.8,/players/a/alstora01.html,.461
77,0.5,0.5,1.0,0.0,,0.0,,0.0,0.5,0.5,0.5,0.5,1.0,0.0,,0.0,2,0,NBA,2.5,0.5,2.0,,1.0,Career,0.5,,1.0,1.0,/players/a/alumape01.html,0.5
78,1.8,0.538,3.4,0.6,0.291,2.0,,2.8,0.1,1.4,2.4,0.446,5.4,0.7,0.679,1.0,54,1,NBA,15.4,0.5,1.4,,6.1,Career,1.3,,0.7,1.9,/players/a/alvarjo01.html,0.5
79,2.3,.405,5.6,0.0,.077,0.0,,0.8,0.3,1.8,2.3,.403,5.6,1.7,.671,2.6,294,93,NBA,16.4,0.8,1.7,,6.2,Career,0.3,,1.3,2.6,/players/a/amaecjo01.html,.403
80,1.6,0.455,3.4,0.0,0.5,0.0,,0.4,0.2,2.6,1.6,0.455,3.4,1.3,0.633,2.1,85.0,34.0,NBA,14.7,1.6,2.1,,4.5,Career,0.3,,0.8,4.2,/players/a/amayaas01.html,0.457
81,2.0,0.467,4.2,0.8,0.332,2.3,,1.2,0.6,4.6,2.7,0.42,6.5,1.3,0.746,1.7,711.0,445.0,NBA,24.9,1.4,1.8,,7.5,Career,1.0,,1.2,6.0,/players/a/aminual01.html,0.478
82,1.5,0.475,3.2,0.0,0.0,0.0,,0.4,0.7,2.1,1.5,0.474,3.2,0.6,0.444,1.4,428.0,42.0,NBA,12.9,1.5,2.0,,3.7,Career,0.4,,0.7,3.6,/players/a/amundlo01.html,0.474
83,,,,,,,,0.9,,,1.7,0.385,4.3,0.7,0.548,1.3,33,,NBA,11.3,,1.0,,4.0,Career,,,,2.1,/players/a/anderbo01.html,
84,1.9,.541,3.5,0.0,.221,0.1,,0.5,1.4,3.3,1.9,.532,3.6,1.5,.654,2.3,695,45,NBA,17.7,1.7,1.9,,5.4,Career,0.4,,0.7,5.0,/players/a/anderch01.html,.535
85,1.6,0.467,3.5,0.3,0.347,1.0,,0.6,0.2,2.1,2.0,0.44,4.5,0.6,0.674,0.9,103.0,0.0,NBA,12.3,0.7,1.5,,4.9,Career,0.2,,0.6,2.8,/players/a/anderda03.html,0.478
86,1.6,.457,3.4,1.0,.344,2.9,,1.1,0.1,1.7,2.6,.405,6.3,1.2,.816,1.5,330,66,NBA,20.6,0.5,1.8,,7.3,Career,0.6,,0.9,2.2,/players/a/anderal01.html,.484
87,4.1,0.418,9.8,0.1,0.159,0.3,,1.7,,1.4,4.1,0.41,10.1,2.4,0.755,3.2,194.0,,ABA,24.7,1.6,2.4,,10.7,Career,,,1.6,2.7,/players/a/anderan01.html,0.413
88,1.0,0.333,3.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.333,3.0,0.0,,0.0,1,0,NBA,15.0,1.0,1.0,,2.0,Career,0.0,,1.0,1.0,/players/a/anderan02.html,0.333
89,0.9,0.354,2.5,0.0,,0.0,,0.9,,1.0,0.9,0.354,2.5,1.3,0.585,2.2,84.0,,TOT,7.2,0.3,1.3,,3.0,Career,,,1.0,1.3,/players/a/andercl01.html,0.354
90,4.9,0.481,10.2,0.0,,0.0,,1.1,,5.9,4.9,0.481,10.2,2.4,0.727,3.4,140.0,,ABA,28.8,3.5,3.6,,12.2,Career,,,1.5,9.4,/players/a/anderda01.html,0.481
91,,,,,,,,1.7,0.0,0.7,1.4,0.472,3.0,0.8,0.846,1.0,95,,NBA,11.2,0.2,1.1,,3.7,Career,0.4,,,1.0,/players/a/anderda02.html,
92,2.9,0.44,6.6,1.0,0.341,3.1,,3.4,0.1,2.5,3.9,0.408,9.6,3.0,0.853,3.6,615.0,390.0,NBA,29.2,0.7,2.0,,12.0,Career,1.1,,1.7,3.2,/players/a/anderde01.html,0.463
93,1.4,0.5,2.8,0.0,,0.0,,0.6,0.0,0.4,1.4,0.5,2.8,1.4,0.7,2.0,5,0,NBA,6.6,0.0,1.4,,4.2,Career,0.2,,1.0,0.4,/players/a/anderdw01.html,0.5
94,0.4,0.303,1.2,0.1,1.0,0.1,,0.2,0.1,0.7,0.4,0.343,1.3,0.6,0.593,1.0,27,0,NBA,3.1,0.4,0.9,,1.6,Career,0.1,,0.3,1.1,/players/a/anderer01.html,0.371
95,3.0,.494,6.0,0.0,.087,0.0,,0.6,0.9,4.1,3.0,.492,6.0,1.4,.557,2.5,680,315,NBA,20.6,2.1,2.6,,7.3,Career,0.7,,1.4,6.2,/players/a/andergr01.html,.492
96,1.9,0.471,4.1,0.0,0.0,0.1,,0.7,0.2,1.6,1.9,0.465,4.2,0.9,0.558,1.6,157.0,2.0,NBA,12.5,1.2,1.6,,4.8,Career,0.7,,0.8,2.8,/players/a/anderjj01.html,0.465
97,1.3,0.495,2.7,0.8,0.321,2.5,,1.2,0.2,1.8,2.1,0.411,5.2,0.7,0.755,0.9,247.0,83.0,NBA,17.5,0.4,1.2,,5.8,Career,0.5,,0.9,2.3,/players/a/anderja01.html,0.488
98,,,,,,,,0.3,0.1,0.2,1.0,0.49,2.1,0.5,0.694,0.7,49.0,,NBA,5.9,0.3,1.0,,2.6,Career,0.2,,,0.5,/players/a/anderje01.html,
99,1.2,0.526,2.3,0.7,0.292,2.3,,0.8,0.3,2.0,1.9,0.41,4.6,0.9,0.775,1.2,242.0,30.0,NBA,13.6,0.6,1.2,,5.3,Career,0.4,,0.6,2.6,/players/a/anderju01.html,0.482
100,4.0,.436,9.2,0.6,.346,1.8,,6.1,0.1,2.3,4.7,.421,11.1,2.6,.790,3.3,858,693,NBA,30.1,0.8,2.3,,12.6,Career,1.5,,2.1,3.1,/players/a/anderke01.html,.449
101,,,,,,,,0.7,0.2,1.3,1.1,.312,3.7,0.7,.536,1.3,21,,NBA,10.7,0.8,2.0,,3.0,Career,0.2,,1.0,2.1,/players/a/anderki01.html,
102,2.2,0.519,4.2,0.4,0.334,1.3,,2.3,0.6,3.7,2.6,0.476,5.5,1.0,0.711,1.4,505.0,248.0,NBA,21.0,0.7,1.5,,6.7,Career,1.0,,1.0,4.4,/players/a/anderky01.html,0.515
103,2.0,0.429,4.7,0.0,0.143,0.2,,4.3,0.1,1.3,2.0,0.417,4.9,1.6,0.695,2.3,36,12,NBA,20.3,1.2,1.8,,5.7,Career,1.2,,2.3,2.5,/players/a/andermi01.html,0.42
104,4.2,0.485,8.7,1.3,0.356,3.7,,2.6,0.5,3.8,5.5,0.446,12.4,2.1,0.667,3.1,800.0,636.0,NBA,31.2,1.3,1.9,,14.4,Career,1.4,,1.7,5.1,/players/a/anderni01.html,0.5
105,1.9,.432,4.3,0.4,.333,1.1,,1.5,0.2,2.4,2.2,.412,5.4,0.7,.762,0.9,407,30,NBA,14.7,1.1,1.7,,5.6,Career,0.6,,0.9,3.5,/players/a/anderri01.html,.446
106,4.3,.482,8.8,0.2,.287,0.6,,1.4,0.1,2.2,4.4,.471,9.4,1.6,.814,2.0,664,79,NBA,22.8,1.3,1.5,,10.6,Career,0.7,,1.1,3.5,/players/a/anderro01.html,.479
107,2.2,0.47,4.7,2.0,0.38,5.4,,0.9,0.3,3.3,4.2,0.422,10.1,1.8,0.854,2.1,649.0,289.0,NBA,25.8,1.9,1.9,,12.3,Career,0.5,,0.9,5.3,/players/a/anderry01.html,0.523
108,2.3,0.498,4.7,0.4,0.316,1.4,,1.4,0.3,2.3,2.8,0.457,6.1,1.4,0.739,1.9,719.0,226.0,NBA,22.2,0.8,2.0,,7.4,Career,0.8,,1.3,3.1,/players/a/andersh01.html,0.492
109,4.9,.485,10.1,0.2,.266,0.7,,3.8,0.6,2.8,5.1,.471,10.7,1.9,.786,2.4,555,432,NBA,28.8,1.0,2.7,,12.2,Career,1.1,,2.1,3.8,/players/a/anderwi01.html,.479
110,,,,,,,,0.2,,,1.5,0.392,3.8,0.7,0.63,1.0,44,,NBA,8.4,,1.1,,3.6,Career,,,,1.9,/players/a/anderwa01.html,
111,0.0,0.0,0.2,0.0,,0.0,,0.0,0.0,0.5,0.0,0.0,0.2,0.0,,0.0,6,0,NBA,1.5,0.2,0.2,,0.0,Career,0.3,,0.0,0.7,/players/a/andrima01.html,0.0
112,,,,,,,,0.0,,,0.0,0.0,4.0,3.0,0.75,4.0,1,,NBA,10.0,,0.0,,3.0,Career,,,,2.0,/players/a/anieldo01.html,
113,0.3,0.333,0.9,0.0,,0.0,,0.1,0.3,0.4,0.3,0.333,0.9,0.4,0.833,0.4,14,0,NBA,2.6,0.4,0.1,,0.9,Career,0.1,,0.2,0.9,/players/a/anigbik01.html,0.333
114,2.6,0.513,5.0,0.0,,0.0,,0.4,0.2,2.1,2.6,0.513,5.0,1.7,0.722,2.4,149.0,6.0,NBA,14.4,2.1,1.9,,6.9,Career,0.3,,0.6,4.2,/players/a/anslemi01.html,0.513
115,1.9,0.424,4.5,0.0,0.138,0.2,,0.8,0.4,2.3,2.0,0.413,4.7,1.3,0.755,1.7,155.0,23.0,NBA,13.9,1.1,2.4,,5.2,Career,0.5,,0.9,3.4,/players/a/anstech01.html,0.416
116,7.2,0.582,12.4,0.7,0.288,2.4,,4.6,1.3,7.7,7.9,0.535,14.8,5.3,0.718,7.4,656,591,NBA,32.6,1.7,3.0,,21.8,Career,1.2,,2.9,9.4,/players/a/antetgi01.html,0.558
117,0.3,0.375,0.7,0.0,,0.0,,0.1,0.2,0.8,0.3,0.375,0.7,0.4,0.474,0.9,22.0,0.0,NBA,4.0,0.3,0.5,,1.0,Career,0.2,,0.6,1.0,/players/a/antetko01.html,0.375
118,1.2,.589,2.1,0.1,.167,0.4,,0.7,0.2,1.1,1.3,.517,2.5,0.5,.545,0.9,127,11,NBA,9.1,0.8,1.3,,3.1,Career,0.4,,0.6,2.0,/players/a/antetth01.html,.532
119,6.7,0.472,14.1,1.4,0.355,3.9,,2.7,0.5,4.6,8.0,0.447,18.0,5.0,0.814,6.2,1260.0,1120.0,NBA,34.5,1.6,2.8,,22.5,Career,1.0,,2.4,6.2,/players/a/anthoca01.html,0.485
120,3.4,0.428,8.0,1.7,0.337,5.0,,5.0,0.3,4.5,5.1,0.393,13.1,2.9,0.846,3.4,112,99,NBA,29.8,0.6,2.4,,14.9,Career,0.7,,2.5,5.1,/players/a/anthoco01.html,0.458
121,1.7,0.434,4.0,0.8,0.349,2.3,,4.0,0.1,1.5,2.5,0.403,6.3,1.4,0.733,1.9,757.0,227.0,NBA,20.9,0.4,1.7,,7.3,Career,1.2,,1.4,1.9,/players/a/anthogr01.html,0.467
122,0.8,0.513,1.6,0.0,,0.0,,0.2,1.1,1.6,0.8,0.513,1.6,0.5,0.662,0.8,490.0,110.0,NBA,14.4,1.1,1.7,,2.2,Career,0.3,,0.5,2.8,/players/a/anthojo01.html,0.513
123,1.1,0.5,2.2,1.0,0.314,3.0,,0.9,0.2,2.5,2.0,0.392,5.2,1.2,0.73,1.7,113,29,NBA,17.4,1.0,2.3,,6.3,Career,0.3,,0.9,3.5,/players/a/anticpe01.html,0.483
124,2.5,0.559,4.4,1.5,0.372,4.0,,1.4,0.5,3.1,4.0,0.47,8.4,1.0,0.709,1.5,301,227,NBA,26.8,1.0,2.3,,10.4,Career,1.1,,1.1,4.1,/players/a/anunoog01.html,0.558
125,0.4,0.4,1.0,0.0,0.0,0.6,,0.2,0.0,0.2,0.4,0.25,1.6,0.4,1.0,0.4,5,0,NBA,5.4,0.0,1.0,,1.2,Career,0.2,,0.6,0.2,/players/a/applike01.html,0.25
126,1.1,0.407,2.7,0.0,0.25,0.0,,0.3,0.1,1.9,1.1,0.405,2.8,0.5,0.679,0.8,139.0,75.0,NBA,11.4,0.9,2.2,,2.8,Career,0.4,,0.8,2.8,/players/a/araujra01.html,0.406
127,,,,,,,,0.6,,,3.1,0.393,8.0,0.9,0.462,1.9,7,,NBA,15.7,,1.4,,7.1,Career,,,,4.6,/players/a/arcenst01.html,
128,0.3,0.283,1.2,0.0,,0.0,,0.4,0.1,1.0,0.3,0.283,1.2,0.5,0.429,1.1,44.0,3.0,NBA,7.5,0.6,1.3,,1.2,Career,0.3,,0.4,1.6,/players/a/archiro01.html,0.283
129,6.7,.469,14.3,0.1,.224,0.3,,7.4,0.1,1.6,6.7,.467,14.4,5.3,.810,6.6,876,268,NBA,35.6,0.5,2.3,,18.8,Career,1.1,,2.7,2.3,/players/a/architi01.html,.468
130,0.8,0.509,1.6,0.8,0.374,2.1,,2.1,0.0,1.7,1.6,0.432,3.7,0.6,0.807,0.8,217.0,36.0,NBA,17.1,0.2,1.6,,4.6,Career,0.5,,0.6,2.0,/players/a/arcidry01.html,0.539
131,1.7,0.404,4.3,0.0,0.235,0.1,,0.6,0.5,2.9,1.7,0.402,4.3,0.9,0.662,1.4,431.0,,TOT,13.4,1.3,1.7,,4.4,Career,0.2,,1.3,4.3,/players/a/ardji01.html,0.403
132,4.8,.458,10.5,2.0,.351,5.6,,5.3,0.2,3.1,6.7,.421,16.0,5.2,.803,6.5,552,455,NBA,35.1,0.8,3.0,,20.7,Career,1.6,,3.2,3.9,/players/a/arenagi01.html,.482
133,2.3,0.484,4.7,1.4,0.351,4.1,,2.1,0.3,3.8,3.7,0.422,8.8,1.5,0.731,2.1,1118.0,769.0,NBA,29.5,1.0,2.0,,10.4,Career,1.5,,1.3,4.8,/players/a/arizatr01.html,0.504
134,,,,,,,,2.3,,,7.9,.421,18.7,7.0,.810,8.7,713,,NBA,38.4,,3.9,,22.8,Career,,,,8.6,/players/a/arizipa01.html,
135,1.6,.326,4.8,0.0,,0.0,,0.9,0.4,0.8,1.6,.326,4.8,0.7,.750,0.9,9,0,NBA,9.4,0.7,1.8,,3.8,Career,0.3,,0.4,1.4,/players/a/arlaujo01.html,.326
136,3.2,0.487,6.6,0.6,0.425,1.4,,3.3,0.1,1.5,3.8,0.477,8.0,1.6,0.856,1.9,747.0,341.0,NBA,23.8,0.3,1.5,,9.8,Career,0.7,,1.2,1.8,/players/a/armstbj01.html,0.513
137,,,,,,,,0.2,,,0.6,0.297,1.9,0.3,0.5,0.6,19,,NBA,5.8,,0.7,,1.5,Career,,,,2.1,/players/a/armstbo01.html,
138,0.7,0.358,2.0,0.2,0.333,0.7,,0.2,0.0,0.4,0.9,0.352,2.7,0.1,0.6,0.2,108,0,NBA,6.5,0.2,0.8,,2.2,Career,0.2,,0.3,0.6,/players/a/armstbr01.html,0.395
139,,,,,,,,2.3,,,2.3,0.295,7.7,2.3,0.692,3.3,153,,TOT,,,3.0,,6.8,Career,,,,2.3,/players/a/armstcu01.html,
140,2.1,.465,4.5,1.1,.334,3.3,,4.0,0.1,1.9,3.2,.409,7.7,1.7,.871,2.0,840,337,NBA,23.7,0.8,1.7,,9.2,Career,1.3,,1.9,2.7,/players/a/armstda01.html,.480
141,1.2,0.503,2.3,0.0,0.286,0.0,,0.3,0.5,1.6,1.2,0.501,2.4,0.6,0.582,1.1,292.0,40.0,NBA,11.6,1.0,1.9,,3.0,Career,0.3,,0.8,2.6,/players/a/armsthi01.html,0.502
142,,,,,,,,1.1,0.0,0.6,1.7,0.454,3.8,0.3,0.8,0.4,92,,NBA,10.6,0.3,0.7,,3.8,Career,0.4,,0.9,1.0,/players/a/armstta01.html,
143,,,,,,,,0.6,,,1.7,0.317,5.3,1.4,0.623,2.2,31,,NBA,13.2,,1.9,,4.7,Career,,,,5.5,/players/a/arnelje01.html,
